prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kota Depok,Pancoran Mas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5BAF554B-2A73-4EBB-82A7-ADA9508ECF76,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997271,LKP ACTA (Academy Coffe Training),K9997271,Jl. Wijaya Kusuma Raya  No.234,DEPOK JAYA,KEC. PANCORAN MAS,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.1/2538//II/Disdik/2021,25-02-2021,4211.9/0024/DPMPTSP/III/2021,18-04-2021,Lihat SK Operasional,2021-05-05 10,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kota Depok,Pancoran Mas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0427AF6-C03D-49AC-AFC8-FBF7AA9BB515,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981153,LKP Al-Hamidiyah Music Course,K9981153,Jl. Raya Sawangan KM.2 No.12 RT.001/003,RANGKAPAN JAYA,KEC. PANCORAN MAS,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/05396/IX/PAUD-Dikmas/2018,03-09-2018,421.9/127/IKur/DPMPTST/2018,07-09-2018,Lihat SK Operasional,2019-03-11 09,,120,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kota Depok,Pancoran Mas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/798F285D-CB5D-4837-87D4-21B71BD93554,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667207,LKP AMAYA,K5667207,JL. RAYA SAWANGAN NO.98 DEPOK RT.001 RW.009,MAMPANG,KEC. PANCORAN MAS,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/5/DPMPTSP/2017,24-07-2017,421.9/5/IKur/DPMPTSP/2017,24-07-2017,Lihat SK Operasional,2016-11-11 15,B,103,,2.,,,02177212919,kursusmenjahit.amaya@gmail.com,kursusmenjahitamaya.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Seni Rupa dan Kriya,
Jawa Barat,Kota Depok,Pancoran Mas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/707BC98B-59E1-4790-83DE-56B3B61F0895,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997421,LKP Arka Dila Training Center (adTC),K9997421,Gedung Graha Arka Jl. Dahlia Raya No. 16 RT. 08/05,DEPOK JAYA,KEC. PANCORAN MAS,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,002/ADTC/VII/2021,05-01-2021,421.9/0005Kur/DPMPTSP/I/2021,25-01-2021,Lihat SK Operasional,2021-07-23 11,,129,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Umum,
Jawa Barat,Kota Depok,Pancoran Mas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B4D7280-E861-4301-8134-B40D5C6E0B6F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669082,LKP AZ ZIKRA LEARNING CENTRE,K5669082,Jl. Raya Sawangan Ruko Puri Depok Mas Blok B No. 10 RT. 004/020,PANCORAN MAS,KEC. PANCORAN MAS,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/21/IKur/DPMPTSP/2018,19-02-2018,421.9/21/IKur/DPMPTSP/2018,19-02-2018,Lihat SK Operasional,2018-04-23 15,,98,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kota Depok,Pancoran Mas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7FA88311-BDDE-45F7-8545-FB19AC1182E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5662347,LKP BBC English training specialist,K5662347,Jl.Nusantara raya no.80,DEPOK JAYA,KEC. PANCORAN MAS,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pertiwi Group Resourch,AM7566,421.1/0305-PAUD Dikmas/I/2018,09-01-2018,421.9/9/Ikur/DPMPTSP/2018,29-01-2018,Lihat SK Operasional,2019-03-05 10,B,0,,2.,,,0217776869,suyadi@bbc-ets.com,www.bbc-ets.com.,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kota Depok,Pancoran Mas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17A1CAC8-B0E8-4D03-89F4-1A2500D4E196,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998479,LKP BINA PROFESI,K9998479,Jl. Keadilan Raya Kp. Rawa Denok,RANGKAPAN JAYA,KEC. PANCORAN MAS,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/0003Kur/DPMPTSP/I/2023,18-01-2023,421.9/0003Kur/DPMPTSP/I/2023,18-01-2023,Lihat SK Operasional,2023-02-01 13,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kota Depok,Pancoran Mas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C706D2D2-3356-4625-A912-54E7A360968D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5662317,LKP Dina,K5662317,Jl.Nusantara raya no.276  Rt 11/03,DEPOK JAYA,KEC. PANCORAN MAS,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/IKur/DPMPTSP/2017,05-06-2018,421.9/72/IKur/DPMPTSP/2018,05-06-2018,Silakan Upload SK,,B,131,,2.,,0217520751,0217520751,dina20771@gmail.com,www.kursussalondina.com,.000000000000,.000000000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Kesehatan,
Jawa Barat,Kota Depok,Pancoran Mas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9908D40-43D4-45B1-9D3B-1F8221ECA93F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5662349,LKP EF (English First),K5662349,Jl.Margonda raya no 56 ITC Depok ruko no 26-28,DEPOK,KEC. PANCORAN MAS,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.1/05076/VIII/PAUD Dikmas/2018,15-08-2018,421.9/117/IKur/DPMPTSP/2018,28-08-2018,Lihat SK Operasional,2019-10-27 19,,0,,2.,,0217537889,0217530101,cinere@ef.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kota Depok,Pancoran Mas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9D36DB47-9169-4914-92CD-880921CDAB5B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5662429,LKP English First Depok,K5662429,Komp.  ITC Depok Ruko No.26-28 Depok Jawa Barat,DEPOK,KEC. PANCORAN MAS,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.1/05076/VIII/PAUD Dikmas/2018,15-08-2018,421.9/117/IKur/DPMPTSP/2018,28-08-2018,Lihat SK Operasional,2019-10-18 21,A,0,,2.,,02177217373,02177203333,efdcrew@gmail.com,efdepok@ef.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
