prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Riau,Kab. Kampar,Bangkinang Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7921B0ED-767F-411C-86E1-D694AFB79317,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958397,Al Badr,69958397,Jl. Jend. Sudirman Rt/Rw 001/018 Kel. Langgini,KEC. BANGKINANG KOTA,KAB. KAMPAR,PROV. RIAU,INDONESIA,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Riau,Kab. Kampar,Bangkinang Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70F55A1E-C1A2-43D1-9AAA-FCAF33187965,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989928,KURSUS ENNY SALON,K9989928,Jl. Jenderal Sudirman Stanum Bangkinang,BANGKINANG,KEC. BANGKINANG KOTA,KAB. KAMPAR,PROV. RIAU,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/ Dinas P&K - PAUDNI/265,09-01-2017,420/ Dinas P&K - PAUDNI/265,09-01-2017,Lihat SK Operasional,2019-11-19 05,,20,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Riau,Kab. Kampar,Bangkinang Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F368CD9C-5D30-475B-863E-17971D9FB7D9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668216,LKP BELMIC,K5668216,Langgini,LANGGINI,KEC. BANGKINANG KOTA,KAB. KAMPAR,PROV. RIAU,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/DINAS P&K-PAUDNI/12198,21-11-2016,420/DINAS P&K-PAUDNI/12198,21-11-2016,Lihat SK Operasional,2017-10-09 22,,50,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Riau,Kab. Kampar,Bangkinang Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E6C8C81C-8048-4C83-8240-E83E82DBFFC5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668215,LKP EDO JAYA,K5668215,"Jl. Prof. M. Yamin, SH No. 42 Bangkinang",LANGGINI,KEC. BANGKINANG KOTA,KAB. KAMPAR,PROV. RIAU,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/DINAS P&K-PAUDNI/7814,10-08-2016,420/DINAS P&K-PAUDNI/7814,10-08-2016,Lihat SK Operasional,2017-10-09 22,,50,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Riau,Kab. Kampar,Bangkinang Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17B0236E-C4ED-4EDF-91D0-4CFC76FA9991,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5654099,LKP Mesra,K5654099,Jl. Jend. A. Yani No. II Kel. Langgini Kab. Kampar Prov. Riau 28461,LANGGINI,KEC. BANGKINANG KOTA,KAB. KAMPAR,PROV. RIAU,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/Dikpora-PAUD/6688,23-04-2018,420/Dikpora-PAUD/6688,23-04-2018,Silakan Upload SK (link file tidak valid) => [393044-788826-268542-130009465-421879869.PDF],2020-10-26 08,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Riau,Kab. Kampar,Bangkinang Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7C22BFF0-76D7-43C4-84B4-541E6C75E8DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5654070,LKP Wahana Komputer,K5654070,Jl. Mayor Ali Rasyid Bangkinang,BANGKINANG,KEC. BANGKINANG KOTA,KAB. KAMPAR,PROV. RIAU,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/DINAS P&K-PAUDNI/13637,28-12-2015,420/DINAS P&K-PAUDNI/13637,28-12-2015,Lihat SK Operasional,2019-06-28 10,C,0,,2.,,,,wahanacomputer.2014@gmail.com,,.343459000000,101.027620000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,KBK Teknologi Informasi dan Komunikasi,
Riau,Kab. Kampar,Bangkinang Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/68CD0D3E-E6C4-48B4-8B17-463E5FBE23DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998225,PKBM MELATI,P9998225,Jl. Muhammadiyah,KUMANTAN,KEC. BANGKINANG KOTA,KAB. KAMPAR,PROV. RIAU,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN DANAU KEMBAR BERKAH,AX3448,503/DPM-PTSP.PEL/DIK/PAUD-PNF/2022/0007,26-05-2022,503/DPM-PTSP.PEL/DIK/PAUD-PNF/2022/0007,26-05-2022,Lihat SK Operasional,2022-06-10 14,,192,1. Lainnya,2. Lainnya,PLN,,,,,.000000000000,.000000000000,4,0,0,8,Siang/6 hari,,2022/2023-2,0,3,0,0,0,0,0,0,4,4,0,0,0,1,3,1,3,0,2,1,0,1,0,0,0,0,4,"Paket A, Paket B,  dan Paket C",Paket C IPS 2013,Lainnya
Riau,Kab. Kampar,Bangkinang Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E1018501-66D2-4E16-8BE4-F9E85AE90449,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010233,PPs. AL-AMANAH AL-ISLAMI,70010233,Jl. Tuanku Tambusai,RIDAN PERMAI,KEC. BANGKINANG KOTA,KAB. KAMPAR,PROV. RIAU,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,B-1749/Kk.04.4/PP.00.7/9/2020,15-09-2020,B-1749/Kk.04.4/PP.00.7/9/2020,15-09-2020,Lihat SK Operasional,2021-05-20 15,,26.800 m2,1.,2.,,,,,,101.030300000000,.265200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Kampar,Bangkinang Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF948F41-DA50-4B53-84D7-1693DE5141C5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016029,PPS. IBNU JARIR,70016029,JL. A. RAHMAN SALEH RT 003 RW 006,KUMANTAN,KEC. BANGKINANG KOTA,KAB. KAMPAR,PROV. RIAU,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,373 Tahun 2021,06-12-2021,373 Tahun 2021,06-12-2021,Lihat SK Operasional,2022-12-26 09,,"9,900",,2.,,,,,,.333500000000,101.036600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Riau,Kab. Kampar,Bangkinang Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4151DBC-F5D6-497C-83F5-BEE4E5CBA52A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023533,PPS. TAHFIDZUL QUR`AN PUTRI UMMU AIMAN,70023533,JL. TUNAS MANDIRI DESA KUMANTAN,KUMANTAN,KEC. BANGKINANG KOTA,KAB. KAMPAR,PROV. RIAU,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,260 Tahun 2020,14-10-2020,260 Tahun 2020,14-10-2020,Lihat SK Operasional,2021-12-27 13,,4,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
