prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CABCDEF-9140-4312-BCD4-32AD19719B0C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650132,Excellent English Course,K5650132,"Banjar Balangan, Ds. Kuwum, Kec. Mengwi",KUWUM,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2CABC9E0-0C17-49F9-A7B4-639B4ED1D32A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996853,LKP BALI HOTEL COLLEGE,K9996853,"Jl. Raya Sading No.16, Lingk. Negara",SADING,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-0015923.AH.01.04.Tahun 2019,29-10-2019,3111 TAHUN 2019,08-10-2019,Lihat SK Operasional,2020-12-29 07,,500,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83C10322-4077-4DD9-93A6-4F6EC198AD46,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981359,LKP FRANCISCO INTERNATIONAL HOTEL EDUCATION CENTER,K9981359,Jl. Raya Abianbase No. 127,ABIANBASE,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-0030223.AH.01.04.Tahun 2016,01-08-2016,2882 Tahun 2019,12-03-2019,Lihat SK Operasional,2019-05-09 08,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2CBCEB4F-0B94-4B38-8E2D-F328A882A653,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650101,LKP Giga,K5650101,"Jl Denpasar - Bedugul, desa Kuwum, Kec. Mengwi, Badung Bali",KUWUM,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-0002184.AH.01.04.Tahun 2019,12-02-2019,181 TAHUN 2013,16-03-2016,Silakan Upload SK,,B,0,,2.,,,,lembaga_giga@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B72F93A-525B-4A2D-AD86-4AC61F333DE7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997732,LKP INFINITY TRAINING CENTRE,K9997732,Jl. Raya Sempidi No. 40,SEMPIDI,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-0024185.AH.01.12 Tahun 2021,31-07-2021,55 TAHUN 2021,03-03-2021,Lihat SK Operasional,2021-12-31 23,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8011E1A6-70B4-493B-8EB1-262FDE7A7F98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650155,LKP Joy Lotus English,K5650155,"Jl. Ratna No.5 Br. Tengah Kelod Gulingan, Mengwi Kab. Badung, Bali",GULINGAN,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TAMAN TIRTA MANDIRI,AC6899,03,01-06-2015,425 TAHUN 2012,30-04-2012,Silakan Upload SK (link file tidak valid) => [176453-112555047-1915672571.PDF],2018-03-14 07,B,"2,530",,2.,,,03617993564,info@joylotus.net,www.joylotus.net,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Bahasa,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3B4D6E0-1B71-4F8A-A6F3-07EC2965910A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998259,LKP KANIVA INTERNATIONAL,K9998259,Jl. Keboiwa I No. 2 Banjar Panca Dharma Pupuan,MENGWITANI,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,AHU-0012464.AH.01.04 TAHUN 2019,02-09-2019,NOMOR 76TAHUN 2020,20-03-2020,Lihat SK Operasional,2022-09-20 15,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6A478C2C-132C-48E1-9CF4-739835E5C226,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990230,LKP KRESNA DEWI,K9990230,"Jln. Raya Lukluk Darmasaba, Sading Green Village 10",SADING,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-01117.AH.02.01.TAHUN 2016,02-01-2020,948 TAHUN 2018,10-10-2018,Lihat SK Operasional,2020-03-12 15,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Umum,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C78A3391-A363-4FCB-8FD6-DB0765F95B1D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981014,LKP PUTRI CILINAYA,K9981014,Jl. Sandat No.1 Br. Sedahan,GULINGAN,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-0004398.AH.01.04.Tahun 2017,06-03-2017,443 TAHUN 2018,02-04-2018,Silakan Upload SK (link file tidak valid) => [130582-751337-138877-143229464-2025199000.PDF],2019-01-23 13,,150,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA4188E4-52DA-46FB-B3C4-0E430A72DE2B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990234,LKP TAW ACCOUNTING EDUCATION CENTER,K9990234,"Jl. Raya Abianbase No.121, Lingk. Br. Gede",ABIANBASE,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-0001472-AH.01.04.Tahun 2020,23-01-2020,46 TAHUN 2019,21-02-2020,Lihat SK Operasional,2020-03-16 15,,54,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
