prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Banten,Kab. Lebak,Malingping,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A8DB4AB-61D1-475B-AAC1-B875BECD1F7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607674,Akademi Kebidanan La Tansa Mashiro,20607674,Jalan Soekarno Hatta No 1 Rangkasbitung,MALINGPING SELATAN,KEC. MALINGPING,KAB. LEBAK,PROV. BANTEN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,171DO2006,24-08-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,0252.203690,0252.203690,akbid_latansa@yahoo.co.id,www.latansamashiro.ac.id,-6.343593300000,106.252365400000
Banten,Kab. Lebak,Malingping,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/01EA356D-1ADD-4292-81F3-AC44F60852AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103366,Akademi Keperawatan Yatna Yuana Lebak,40103366,Jl Jenderal Sudirman KM 2,PAGELARAN,KEC. MALINGPING,KAB. LEBAK,PROV. BANTEN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2705DT2008,11-08-2008,,,Silakan Upload SK,,,47 m2,1.,2.,,0252 201116,0252 201116,akperyatna@yahoo.co.id,http,-6.351127400000,106.270065300000
Banten,Kab. Lebak,Malingping,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A6C5FE1-5E96-4A9E-B269-AA12076C7B2B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103369,AMIK Wira Nusantara,40103369,Jalan Patih Derus No 2-B,MALINGPING SELATAN,KEC. MALINGPING,KAB. LEBAK,PROV. BANTEN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,138DO2000,10-08-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,0252-205360,0252-207504,info@amikwinus.ac.id,www.amikwinus.ac.id,,
Banten,Kab. Lebak,Malingping,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4262813C-B7D6-44BE-9906-A644CBBB70F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103370,Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,40103370,Jl Soekarno Hatta Pasirjati Rangkasbitung Kab. Lebak Banten,SUKAMANAH,KEC. MALINGPING,KAB. LEBAK,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,1455DT2007,08-06-2007,,,Silakan Upload SK,,,7.710 m2,1.,2.,,0252-206794,0252-207163 ext. 14,stie_latansamashiro@yahoo.com,www.latansamashiro.ac.id,-6.344217000000,106.252309000000
Banten,Kab. Lebak,Malingping,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8361361C-4370-4536-B131-5A76DFD747EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020373,Sekolah Tinggi Pesantren Darunna'im Lebak Banten,70020373,Jl. Raya Leuwidamar KM. 05 Kp. Cirende Ds. Kalanganyar Kec. Kalanganyar Kab. Leb,MALINGPING SELATAN,KEC. MALINGPING,KAB. LEBAK,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Nomor,22-12-2016,,,Silakan Upload SK,,,0 m2,1.,2.,,,,stpdn.rangkasbitung@gmail.com,stpdnrangkasbitung.ac.id,-6.384985400000,106.240049900000
Banten,Kab. Lebak,Malingping,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4DCA5DAA-55E3-4141-8728-14D19204D99B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020996,STAI La Tansa Mashiro Rangkasbitung Lebak,70020996,Jl Soekarno Hatta (By Pass) Pasirjati Rangkasbitung Lebak-Banten,SUKAMANAH,KEC. MALINGPING,KAB. LEBAK,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.II/400/2002,28-11-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,0252 206794,0252 204223,stai.latansamashiro@gmail.com,https,-6.343071000000,106.251626000000
Banten,Kab. Lebak,Malingping,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F69F3918-9488-4DC1-B67F-16E4ADD86BC8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021056,STAI Nurul Hidayah Lebak Banten,70021056,Jl.Raden Abbas No.55.Lebak Jaha Malingping Banten,SUKARAJA,KEC. MALINGPING,KAB. LEBAK,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Nomor,27-02-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,,0252-509003,stainurulhidayah2012@gmail.com,www.stainurulhidayah.ac.id,-6.779361000000,106.020942000000
Banten,Kab. Lebak,Malingping,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19E52A74-BC8F-4EC8-B751-B21409F9EA96,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021130,"STAI Wasilatul Falah, Rangkasbitung, Lebak",70021130,"Jalan Sunan Giri No. 202 Pasir Sukarayat Rangkasbitung, Lebak Banten",SUKARAJA,KEC. MALINGPING,KAB. LEBAK,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,138 Tahun 1986,01-04-1986,,,Silakan Upload SK,,,2.210 m2,1.,2.,,0252 204010,0252 204010,staiwasilatulfalah@gmail.com,staiwasilatulfalah.ac.id,-6.354262700000,106.252801000000
Banten,Kab. Lebak,Malingping,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/07D6834A-E362-4ED2-AFE6-56CE19B91C9A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607750,STISIP Setia Budhi,20607750,Jalan Budi Utomo No 22-L Komp Pendidikan Rangkasbitung,KEC. MALINGPING,KAB. LEBAK,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,71DO2004,12-05-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0252-209595,0252-209595,stisip_setiabudhi@yahoo.com,www.stisipsetiabudhi.ac.id,-6.354037100000,106.260434800000
Banten,Kab. Lebak,Malingping,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8AB913A-40BF-4BEC-8A54-51A1EC131B8B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021474,STIT Ad-Da`wah Rangkasbitung,70021474,Jl. Tb. Hasan Cimesir Rangkasbitung Lebak banten,CILANGKAHAN,KEC. MALINGPING,KAB. LEBAK,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.I/220.D/2007,28-05-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,0252-281078,0252-281078,stitdadakwah@gmail.com,www.da-wah.com,-6.366850000000,106.261991000000
