prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Lampung,Kab. Tulang Bawang Barat,Tulang Bawang Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/158A77D3-A9B5-4B16-8BE1-F6DBB9F1B08D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016236,Akademi Kebidanan Alifa Pringsewu Lampung,70016236,Jl. A. Yani Gg. Gunung Sari No. 5 Sidoharjo Kabupaten Pringsewu Lampung,KARTA SARI,KEC. TULANG BAWANG UDIK,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,190D02007,01-10-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,072923208,072922479,akbid.alifa@yahoo.com,akbidalifapringsewu.ac.id,-5.356753000000,104.990116000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Tulang Bawang Barat,Tulang Bawang Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AE9A893-9F46-4E2A-BA97-6E2E0D252997,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016368,Akademi Kebidanan Medica Bakti Nusantara,70016368,,KEC. TULANG BAWANG UDIK,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,435/M/Kp/VII/2015,13-07-2015,,,Silakan Upload SK,,,0 m2,1.,2.,,0729333343,0729333343,akbid.mbn@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Tulang Bawang Barat,Tulang Bawang Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A67D696-6F98-4EFA-A184-D2B41D889811,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016973,AMIK Dian Cipta Cendikia Pringsewu,70016973,JL. A Yani No. 73 Pringsewu Lampung,KEC. TULANG BAWANG UDIK,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,110/D/O/2010,20-07-2010,,,Silakan Upload SK,,,0 m2,1.,2.,,072923869,072923869,dccpringsewu@yahoo.com,www.dccpringsewu.ac.id,-5.359570000000,104.989709000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Tulang Bawang Barat,Tulang Bawang Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1ED7079A-7671-40C7-A290-A1388BC2AE6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019859,Sekolah Tinggi Ilmu Ekonomi Krakatau,70019859,Jalan Raya Gadingrejo RT 001 RW 001 Pekon Gadingrejo Utara Kec. Gadingrejo,KEC. TULANG BAWANG UDIK,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,588/E/O/2014,17-10-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,(0721) 5620123,stiekrakatau2020@gmail.com,stiekrakatau.ac.id,-5.374963200000,105.067985700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Tulang Bawang Barat,Tulang Bawang Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DA929C99-20DB-49B0-AE1C-13C13BFAA27D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019873,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Pringsewu,70019873,Jl Makam KH Ghalib No 112 Kec. Pringsewu,KEC. TULANG BAWANG UDIK,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,55/KPT/I/2018,01-02-2018,,,Silakan Upload SK,,,0,,2.,,0729-24041,0729-24041,humas@stiemuh-pringsewu.ac.id,www.stiemuh-pringsewu.ac.id,-5.348238000000,104.971478000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lampung,Kab. Tulang Bawang Barat,Tulang Bawang Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D4190C5F-4256-4A11-B3FD-6741D503F34B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020165,Sekolah Tinggi Ilmu Syari'ah (STIS) Muhammadiyah Pringsewu,70020165,Jl. Makam KH Ghalib No.112 Kabupaten Pringsewu LAmpung,KEC. TULANG BAWANG UDIK,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,4917 Tahun 2014,03-09-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,STISMuhammadiyah@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Tulang Bawang Barat,Tulang Bawang Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F833FEF-9482-4467-BB62-C3700D2A3F9A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020392,Sekolah Tinggi Teknologi Aisyah,70020392,,KEC. TULANG BAWANG UDIK,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,1023/KPT/I/2018,15-11-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Tulang Bawang Barat,Tulang Bawang Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4657BDB4-509B-4948-A3F3-CF21EA54E542,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021289,STIKES Aisyah Pringsewu,70021289,Jl. Raya A. Yani No. 1A Tambahrejo Kecamatan Gadingrejo Kabupaten Pringsewu,KARTA,KEC. TULANG BAWANG UDIK,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,131DO2009,20-08-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0729 333343,0729 333343,stikes_aisyah@ymail.com,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Tulang Bawang Barat,Tulang Bawang Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/05052A30-51B5-4511-A12C-F2DDB0C84045,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021376,STIKES Muhammadiyah Pringsewu,70021376,Jalan Makam KH Galib No 112 Pringsewu Lampung,KARTA RAHARJA,KEC. TULANG BAWANG UDIK,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,59/KPT/I/2018,01-02-2018,,,Silakan Upload SK,,,0,,2.,,0729-22537,0729-22537,stikesmuhpringsewu@yahoo.co.id,stikesmuh-pringsewu.ac.id,-5.348380000000,104.971830000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lampung,Kab. Tulang Bawang Barat,Tulang Bawang Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1CBA8B2E-E868-41F2-8B19-823ABDB794E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021558,STIT Pringsewu Lampung Selatan,70021558,JL. RAYA WONOKRIYO KECAMATAN GADINGREJO KABUPATEN PRINGSEWU - LAMPUNG,KARTA RAHARJA,KEC. TULANG BAWANG UDIK,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,NO.,06-07-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,(0729) 333091,(0729) 333091,stit.pringsewu@gmail.com,www.stitpringsewu.ac.id,-5.373902300000,105.053150400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
