prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B9400FBE-585F-4BA9-9E9A-F22436D3C30D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016112,Akademi Akuntansi Profesional Indonesia,70016112,Jalan Gajah Mada No 31,MARJANJI TONGAH,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,4524DT2006,04-12-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,0614514117,0614578818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7876B919-D23D-4124-B0C0-000D0C773DBD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215308,Akademi Keperawatan Binalita Sudama,10215308,Gedung PBSI V Medan Estate,GUNUNG SINEMBAH,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,24DO2005,03-03-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,061-6620661,061-6620661,akper_ybs@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF0C0B67-EDEC-462D-9E4D-7DA7EDF06D7C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016845,Akademi Pertanian Gunung Sitoli,70016845,,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,501/DIKTI/KEP/1992,16-11-1992,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CC480D40-8070-4913-BC08-E799F2BA6A43,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017924,IAIN Sumatera Utara,70017924,"Jalan Williem Iskandar Pasar V Medan Estate 20371, Sumatera Utara, Indonesia",SIMEMPAR,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,SK Menteri Agama No. 97 Tahun,01-11-1973,,,Silakan Upload SK,,,0 m2,1.,2.,,Fax.  (+6261) 661568,Telp. (+6261) 661568,iainmedan@kemenag.go.id,www.iainsu.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1CC10A63-9D91-43E5-96C6-C3A01056E6CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018153,Institut Modern Arsitektur dan Teknologi,70018153,,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,253/E/O/2021,17-06-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,IMAT.IMAT2020@GMAIL.COM,imat.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10D9F1BF-317E-45B8-9BD1-F8F5FAA17354,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019542,Sekolah Tinggi Agama Buddha Dharmaduta Mahayana Tanah Suci Indonesia,70019542,"Jl. Bulevard barat blok i no 338, komplek perumahan cemara asri deli serdang, Su",MARJANJI PEMATANG,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,DJ.VI/20/SK/2007,27-03-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,6644951,0616644914,stdmts@yahoo.com,www.stdamts.go.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D3ACD82-B4D6-4ED7-B930-D986D0892230,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019625,Sekolah Tinggi Agama Kristen Bina Citra Persada Medan,70019625,,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.III/Kep/HK.00.5/217/2014,25-07-2014,,,Silakan Upload SK,,,0,,2.,,,,,,3.503356200000,98.671581700000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99804D0B-1C44-497D-A872-A99E77C75577,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019863,Sekolah Tinggi Ilmu Ekonomi LMII,70019863,Jln. Letda Sujono no. 184 B - C simpang tol bandar selamat,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,107/D/O/1999,23-06-1999,,,Silakan Upload SK,,,0 m2,1.,2.,,061-80033448,061-80033448,stielmii@gmail.com,www.stielmii-medan.ac.id,3.600628400000,98.714175200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/26EFF8D7-B777-41C7-AFA7-1C13438088EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020096,Sekolah Tinggi Ilmu Kesehatan RS Haji Medan,70020096,Jl. RS. Haji Medan Estate - Medan EstateKecamatan Percut Sei TuanKabupaten Del,MARJANJI PEMATANG,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,252,23-12-2008,,,Silakan Upload SK,,,0,,2.,,061-6639516,061-6637572,stikesrshm@gmail.com,https,3.613963000000,98.714434000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2C21094-6A28-4CEF-BBF0-6A55299408F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020289,Sekolah Tinggi Kelautan Dan Perikanan Indonesia,70020289,Jalan Tirta Deli No 1,MARJANJI PEMATANG,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,392/M/KPT/2018,21-12-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,stkpilubukpakam@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
