prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Kepulauan Riau,Kota Batam,Belakang Padang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30F05A9E-7A58-41F4-B0C2-FEB028D639F4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016111,Akademi Akuntansi Permata Harapan Batam,70016111,Jl Gajah Mada Komp Batu Batam Mas Blok D & E No 1 Baloi,KEC. BELAKANG PADANG,KOTA BATAM,PROV. KEPULAUAN RIAU,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,44/KPT/I/2018,01-02-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,0778 7498191,aaph@giciku.ac.id,http,,
Kepulauan Riau,Kota Batam,Belakang Padang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12FBA750-997B-4A88-ADF5-7CD95D08CBEA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016136,Akademi Analis Kesehatan Putra Jaya Batam,70016136,"komplek tiban mas asri blok B no 12 - 17, Sekupang",KASU,KEC. BELAKANG PADANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,005DO2008,02-01-2008,,,Silakan Upload SK,,,13.000 m2,1.,2.,,(0778)323977,(0778)326049,aak_pjb@yahoo.co.id,putrajaya.ac.id,1.146863300000,104.017787700000
Kepulauan Riau,Kota Batam,Belakang Padang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B362B8F-11AF-4EDC-B017-A5BB0178F77A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016156,Akademi Bahasa Asing Permata Harapan,70016156,Jl Gajah Mada Komp Batu Batam Mas Blok D & E No 1 Baloi,KEC. BELAKANG PADANG,KOTA BATAM,PROV. KEPULAUAN RIAU,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,46/KPT/I/2108,01-02-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,0778431290,0778431318,abaph@giciku.ac.id,http,,
Kepulauan Riau,Kota Batam,Belakang Padang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB9AD4E0-A3E2-411D-B564-8705AE6DD6EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016682,Akademi Kesehatan Kartini Batam,70016682,,KEC. BELAKANG PADANG,KOTA BATAM,PROV. KEPULAUAN RIAU,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,116/M/2020,31-01-2020,,,Silakan Upload SK,,,13.000 m2,1.,2.,,,0778 459037,akkeskartini116@gmail.com,http,1.146863300000,104.017787700000
Kepulauan Riau,Kota Batam,Belakang Padang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4AB36768-E83A-44A5-ABC7-EB60B6BA282A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018141,Institut Kesehatan Mitra Bunda,70018141,"Jalan Seraya No 1, Batam",SEKANAK RAYA,KEC. BELAKANG PADANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,284/M/2020,18-02-2020,,,Silakan Upload SK,,,8.887 m2,1.,2.,,(0778)429431,(0778)429431,institutkmb@gmail.com,ikmb.ac.id,1.148796000000,104.016694000000
Kepulauan Riau,Kota Batam,Belakang Padang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/74413752-0E67-4BF1-82B2-7A0BE6BB5BD0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018207,Institut Teknologi Batam,70018207,,KEC. BELAKANG PADANG,KOTA BATAM,PROV. KEPULAUAN RIAU,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,601/KPT/I/2017,31-10-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,,07783540555,info@iteba.ac.id,Iteba.ac.id,1.108422600000,103.979496800000
Kepulauan Riau,Kota Batam,Belakang Padang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E732548-C0B4-4BB2-84FE-FD0E901413E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019644,Sekolah Tinggi Agama Kristen PAIS Batam,70019644,"Komplek Citra Alumindo Karsa No.5 Bengkong Ratu, Batam",KASU,KEC. BELAKANG PADANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.III/Kep/HK.00.5/217/2014,25-07-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,085264102280,stakpaisbatam@gmail.com,stakpais.ac.id,,
Kepulauan Riau,Kota Batam,Belakang Padang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/570527BC-DE84-4489-8CFB-952848DB76DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11002273,Sekolah Tinggi Ilmu Ekonomi Bentara Persada Batam,11002273,Kelurahan I Sub Wilayah Khusus,SEKANAK RAYA,KEC. BELAKANG PADANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2105DT2006,21-06-2006,,,Silakan Upload SK,,,2.591 m2,1.,2.,,,,,,1.135968400000,104.015228400000
Kepulauan Riau,Kota Batam,Belakang Padang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/03C97FEC-ECA9-4F54-BB9A-0326F5F3EEF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020032,Sekolah Tinggi Ilmu Kesehatan Ibnu Sina Batam,70020032,Jln. Teuku Umar Lubuk Baja Kota Pelita Kota Batam,SEKANAK RAYA,KEC. BELAKANG PADANG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,71D02008,19-06-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,(0778)433673,+6285272402780,stikes_ibnusina@yahoo.co.id,http,1.145488800000,104.013418000000
Kepulauan Riau,Kota Batam,Belakang Padang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C342455-1778-493E-A8B1-8DDE812A7A92,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020045,Sekolah Tinggi Ilmu Kesehatan Karimun,70020045,"JL. PRAMBANAN NO. 99, KOMP. WIDYA SEI. JODOH, Batam",KEC. BELAKANG PADANG,KOTA BATAM,PROV. KEPULAUAN RIAU,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,45DO2009,07-04-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,(0778) 451455,(0778) 451455,stikeskarimunYWP@gmail.com,http,1.147444200000,104.013106900000
