prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1267DA7-CCB7-4810-9E9A-C96FB2BAA1F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016130,Akademi Analis Kesehatan Manggala Yogyakarta,70016130,"Jl Bratajaya No 25 Sokowaten Banguntapan Bantul, Yogyakarta",KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,HK.00.06.1.3. 336.1,29-01-1998,,,Silakan Upload SK,,,0 m2,1.,2.,,543-532,543-532,aakmanggala@gmail.com,www.aakmanggala.ac.id,-7.796088000000,110.399490000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/74DD3CAA-54A7-40EF-B960-CB8F9BCD5AD7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016165,Akademi Bahasa Asing Yappindo,70016165,Jalan Petung No 2 Papringan,KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,1520DT2005,17-05-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,(0274) 562977,"(0274) 562977,583328",info_yap@yappindo.co.id,www.yappindo.ac.idaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B2112964-B2B3-410E-A119-8AD692396D54,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016166,Akademi Bahasa Asing YIPK Yogyakarta,70016166,Jl Ki Ageng Pemanahan No 19,KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,70/M/KPT/2019,25-02-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,0274387838,0274371415,abayipk@yogya.wasantara.net.id,www.abayipk.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A194B87D-F361-45A6-B431-51B8FAF7FE35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016172,Akademi Desain Visi Yogyakarta,70016172,Jalan Tamansiswa No 150-B,KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,69  D  O  1997,08-10-1997,,,Silakan Upload SK,,,0 m2,1.,2.,,0274-388-680,0274-377-787,info@advy.ac.id,www.advy.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/376AA6DA-2B11-4D37-BAF9-07636A5C7A15,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016475,Akademi Kebidanan Ummi Khasanah,70016475,Jalan Pemuda Gandekan Bantul,KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,3149DTK-V2009,18-09-2009,,,Silakan Upload SK,,,0,,2.,,0274-368054,0274-368055,akbiduk@gmail.com,akbiduk.ac.id,-7.878317000000,110.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42BEC23F-782F-4DBF-8367-E9A7B14E5BF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016501,Akademi Keperawatan Al-Islam Yogyakarta,70016501,Jl Bantul Dukuh MJ I1221,KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,97DT2008,14-01-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,(0274)381489,(0274)381489,akper_alislam_yogya@yahooco.id.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64919B1A-2153-413C-A8F7-29D77EEA248B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016515,Akademi Keperawatan Bethesda Yakkum,70016515,Jalan Johar Nurhadi No 6,TRIMURTI,KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,3597DT2008,29-10-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0274-524565,0274-517065,info@akperbethesda.ac.id,www.akperbethesda.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE8316A5-386E-4023-BFB4-6D94859045EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016665,Akademi Keperawatan Wiyata Husada Yogyakarta,70016665,Jalan Glendongan Babarsari,KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,142DO2005,29-09-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,0274-485-113,0274-485-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6321CCAF-B711-4EB7-8E43-0F6DB1D14F52,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016670,Akademi Keperawatan YKY Yogyakarta,70016670,Jl Sonosewu Ds VI Ngestiharjo Kasihan Bantul,KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,123/D/O/2005,30-08-2005,,,Silakan Upload SK,,,2.808 m2,1.,2.,,0274450691,(0274)450691,akper_yky@yahoo.com,www.akperykyjogja.ac.id,-7.806028000000,110.344325000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0DD176E0-1FC8-4FA3-9FA4-66E665A66234,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016691,Akademi Kesehatan Lingkungan Wiyata Husada,70016691,Jl Glendongan Tambakbayan Babarsari Depok Sleman,KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,87,15-09-1992,,,Silakan Upload SK,,,0 m2,1.,2.,,0274-485-113,0274-485-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Srandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BB14475D-D107-439B-AF17-017DE08781C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016698,Akademi Kesejahteraan Sosial Tarakanita,70016698,Jalan Tantular Pringwulung Condongcatur,KEC. SRANDAKAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,166/M/KPT/2017,19-04-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,0274-512-494,0274-514-250,akstarki@indosat.net.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
