prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Sumatera Utara,Kota Medan,Medan Tuntungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2EF263E8-0552-41AD-9156-CC875DD2356D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016120,Akademi Analis Farmasi Al Islam Yogyakarta,70016120,,KEC. MEDAN TUNTUNGAN,KOTA MEDAN,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,150/D/OT/2021,06-09-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Tuntungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EBF1FC9E-9BA1-44A7-97A5-BD08C19CFC5A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016212,Akademi Fisioterapi Siti Hajar Medan,70016212,,KEC. MEDAN TUNTUNGAN,KOTA MEDAN,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,208/D/O/2004,30-12-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Tuntungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D7356DA-0C40-4A52-85BD-2F25066221EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016250,Akademi Kebidanan Audi Husada Medan,70016250,Jl. Bunga N'Cole Raya No. 83 Medan,BARU LADANG BAMBU,KEC. MEDAN TUNTUNGAN,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,261/KPT/I/2017,10-05-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,0618361656,0618361656,audihusada@yahoo.co.id,audihusadamedan.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Tuntungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B91F84C-F983-4575-AC3D-5CD74B70FD65,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215288,Akademi Kebidanan Bakti Inang Persada,10215288,Jl T B Simatupang No 31 Kampung Lalang Pinang Baris,M A N G G A,KEC. MEDAN TUNTUNGAN,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,338/D/OT/2022,31-05-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Tuntungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8F1F22D-CC07-47F2-881D-F2BA0C07B689,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215290,Akademi Kebidanan Darmo Medan,10215290,Jalan Tali Air No 23 Kelurahan Mangga,KEC. MEDAN TUNTUNGAN,KOTA MEDAN,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,138DO2002,07-08-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,061-8360589,061-8360589,akbiddarmomedan@gmail.com,,2.093791400000,96.016024600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Tuntungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E65C7204-A872-4617-A9B2-683D50BA820A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215294,Akademi Kebidanan Helvetia Medan,10215294,Jalan Kapten Sumarsono No 107,NAMU GAJAH,KEC. MEDAN TUNTUNGAN,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,02D02002,02-01-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,061-8465779,061-8451021,akbid@helvetia.ac.id,www.helvetia.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Tuntungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/049BC60B-8891-4572-B50C-2E3F445B8A1B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016344,Akademi Kebidanan Jaya Wijaya,70016344,"Jalan Kolam No 3 Medan Estate (Pindah ke Duri, terkahir pindah ke Jember Akbid S",NAMU GAJAH,KEC. MEDAN TUNTUNGAN,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,207/D/O/2007,23-10-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,061-734-0503,061-734-0503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Tuntungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E16E099-F29B-44F9-B020-21D1949A5D3A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215299,Akademi Kebidanan Nusantara 2000,10215299,Jalan Panglima Denai No 28,BARU LADANG BAMBU,KEC. MEDAN TUNTUNGAN,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,219DO2001,28-09-2001,,,Silakan Upload SK,,,0 m2,1.,2.,,061-7342934,061-77274402,fer_akn2000@yahoo.co.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Tuntungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0485C45-0022-4388-A6F8-BAA9F6358B3D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016399,Akademi Kebidanan Palapa Husada,70016399,Jalan Bunga Lau No. 9 Tuntungan,BARU LADANG BAMBU,KEC. MEDAN TUNTUNGAN,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,142/D/O/2008,18-07-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,061-8367405,061-8367405,palapa_husada@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Tuntungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DB3928CC-FC65-43B2-9E72-E6D06FE95D83,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215305,Akademi Kebidanan Sehat Medan,10215305,Jl Brigjen H A Manap Lubis Gaperta Ujung,BARU LADANG BAMBU,KEC. MEDAN TUNTUNGAN,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2457DT2008,05-08-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,061-8469815,,akbid_sehatmedan@yahoo.com,akbidsehat.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
