prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Barat,Kab. Tasikmalaya,Cipatujah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6466AC15-59AC-4571-9AFF-30B7E5561663,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016967,AMIK BSI Tasikmalaya,70016967,"JL. Tanuwijaya No.4, Empang Sari, Tawang, Tasikmalaya",NANGELASARI,KEC. CIPATUJAH,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,56/DIKTI/KEP/1999,15-03-1999,,,Silakan Upload SK,,,0 m2,1.,2.,,0265-328301,(0265)328301,amik.tasikmalaya@bsi.ac.id,www.bsi.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Cipatujah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BECB84D1-5F1D-4FAD-A59C-3E8D501DDD90,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018007,"Institut Agama Islam Cipasung (IAIC) Cipasung, Singaparna, Tasikmalaya",70018007,"Jl.Muktamar NU.No.1 Cipasung, Cipakat, Singaparna",BANTARKALONG,KEC. CIPATUJAH,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Nomor 220 Tahun 1988,01-12-1988,,,Silakan Upload SK,,,0 m2,1.,2.,,0265-544367,0265-544003,info@iaic.ac.id,www.iaic.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Cipatujah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B9A5271-B473-45CD-BB04-02EB1BCCE2AF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018026,Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,70018026,"Ds. Tanjungkerta, Kec. Pagerageung",SINDANGKERTA,KEC. CIPATUJAH,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,No. 108 Th 1989,27-05-1989,,,Silakan Upload SK,,,0 m2,1.,2.,,0265-455809,0265-455808,iailm@iailm.ac.id,iailm.ac.id,-7.124021700000,108.213905100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Cipatujah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08E33FDD-EDFB-4F63-89AB-309C9443B557,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020209,Sekolah Tinggi Agama Islam Al Bayan Sulawesi Selatan,70020209,,KEC. CIPATUJAH,KAB. TASIKMALAYA,PROV. JAWA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,KMA 1023 tahun 2021,07-10-2021,,,Silakan Upload SK,,,"16,000",,2.,,,04118992203,staialbayanmakassar2021@gmail.com,http,-5.128210800000,119.492909000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Barat,Kab. Tasikmalaya,Cipatujah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7AF866E-164F-4CEC-80F0-1F62984A04CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019576,Sekolah Tinggi Agama Islam Al-Ruzhan,70019576,,KEC. CIPATUJAH,KAB. TASIKMALAYA,PROV. JAWA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,710 Tahun 2021,16-06-2021,,,Silakan Upload SK,,,300.000 m2,1.,2.,,026575337777,026575337777,salam@staialruzhan.ac.id,www.alruzhan.ac.id,-7.356056900000,108.332027000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Cipatujah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF2407C5-C3F1-491A-BACF-2FF4FA4B8A1E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238426,Sekolah Tinggi Ilmu Kesehatan Respati,20238426,Singaparna Km 11 Cikunir,SINDANGKERTA,KEC. CIPATUJAH,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,227DO2002,08-10-2002,,,Silakan Upload SK,,,6.160 m2,1.,2.,,0265-549336,0265-549335,akademik@stikesrespati-tsm.ac.id,http,-7.336473000000,108.153480000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Cipatujah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9FEF565B-1C34-4B5D-BF4B-261B90992FE0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020189,Sekolah Tinggi Ilmu Syariah Wal Aqidah Ash-Shofa Manonjaya,70020189,Jalan Cihaur No. 18 Desa Kalimanggis Kecamatan Manonjaya,CIHERAS,KEC. CIPATUJAH,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2481 Tahun 2013,10-10-2013,,,Silakan Upload SK,,,2.700 m2,1.,2.,,0265-381656,,stisaashofa1@gmail.com,www.stisa-ashofa.ac.id,-4.761520200000,122.644444500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Cipatujah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40501EE6-49C0-44C8-BFB1-41F3EF33B407,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020210,Sekolah Tinggi Ilmu Tarbiyah Az Zahra Tasikmalaya,70020210,,KEC. CIPATUJAH,KAB. TASIKMALAYA,PROV. JAWA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,KMA 1023 tahun 2021,07-10-2021,,,Silakan Upload SK,,,7.687 m2,1.,2.,,,,stit.azzahra@gmail.com,,-7.514298300000,108.181421000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Cipatujah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E34D2269-D053-48A8-9F55-CE5E01A030EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021027,STAI Miftahul Ulum Tasikmalaya,70021027,Kp Derah RT/RW 002/001 Desa Karyabakti,KERTASARI,KEC. CIPATUJAH,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.I/149/2012,27-01-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,,02657635721,stai_miftahululum@yahoo.com,staimiftahululum.ac.id,-4.564421000000,122.468663300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Cipatujah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF6D7B2D-5DD0-438C-A36B-CD429914D3E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022282,Universitas Cipasung Tasikmalaya,70022282,,KEC. CIPATUJAH,KAB. TASIKMALAYA,PROV. JAWA BARAT,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,36/E/O/2021,08-02-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,(0265)546028,rektorat@uncip.ac.id,www.uncip.ac.id,-7.344132300000,108.125881800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
