prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Barat,Kota Cirebon,Harjamukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/66E63D45-41D6-41ED-AE47-ADA9672A053D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016341,Akademi Kebidanan Isma Husada Cirebon,70016341,Jalan Ki Ageng Tepak - Pasar Minggu - Palimanan,KALIJAGA,KEC. HARJAMUKTI,KOTA CIREBON,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,97DO2005,14-07-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,(0231) 8306950,(0231) 8306950,admin@akbid-ismahusada.ac.id,https,-6.735340900000,108.536786400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Cirebon,Harjamukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/866AB1D0-85BE-40B9-A804-90F4CEE43E2F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238322,Akademi Kebidanan Muhammadiyah Cirebon,20238322,Jalan Kali Tanjung Timur 1418,KALIJAGA,KEC. HARJAMUKTI,KOTA CIREBON,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,562/KPT/I/2017,02-10-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Cirebon,Harjamukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7DB3D6D0-AA65-4A0D-8203-4D2B87236F85,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238324,Akademi Keperawatan Dharma Husada Cirebon,20238324,Jalan Perjuangan Majasem,LARANGAN,KEC. HARJAMUKTI,KOTA CIREBON,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,49D02005,05-05-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Cirebon,Harjamukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7C45070-A374-45CB-8075-B1DD3607ED5F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238326,Akademi Maritim Cirebon,20238326,Perjuangan Majasem Cirebon,KECAPI,KEC. HARJAMUKTI,KOTA CIREBON,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,15,08-02-1990,,,Silakan Upload SK,,,7.000 m2,1.,2.,,,,,,-6.737440000000,108.555064000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Cirebon,Harjamukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B572C22-95EB-44BE-AF91-A9665D76F4FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016816,Akademi Pariwisata Yasmi,70016816,Jalan Tuparev No 1-3 Cirebon,HARJAMUKTI,KEC. HARJAMUKTI,KOTA CIREBON,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,142DO1993,23-12-1993,,,Silakan Upload SK,,,4.200 m2,1.,2.,,0231 209006,0231 209006 210813,akparyasmi@gmail.com,www.akparyasmi.ac.id,-6.711044400000,108.539886300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Cirebon,Harjamukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E33954C-5F51-4E8D-BC30-AC883CAA0557,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238329,Akademi Perdagangan Catur Insan Cendekia,20238329,Jalan Kesambi No 58-A,KALIJAGA,KEC. HARJAMUKTI,KOTA CIREBON,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,72DO2006,22-05-2006,,,Silakan Upload SK,,,0,,2.,,0231-242112,0231-200418,info@cic.ac.id,www.cic.ac.id,-6.733799000000,108.553310000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Barat,Kota Cirebon,Harjamukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCA4B3C5-05B6-487C-9DC7-34B66CBDFDBD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016959,AMIK Andalan Jakarta,70016959,,KEC. HARJAMUKTI,KOTA CIREBON,PROV. JAWA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,0729090,07-07-1990,,,Silakan Upload SK,,,0 m2,1.,2.,,8006896,"021 8094403, 9119397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Cirebon,Harjamukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/765D6AED-D6EA-43F9-BECC-4E67E577DE02,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017927,IAIN Syekh Nurjati Cirebon,70017927,Jl. Perjuangan ByPass Sunyaragi Cirebon,LARANGAN,KEC. HARJAMUKTI,KOTA CIREBON,PROV. JAWA BARAT,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,Dirjen Pendis No. E/279/2001,,,,Silakan Upload SK,,,0 m2,1.,2.,,0231-489926,0231-481264,info@syekhnurjati.ac.id,http,-6.735270000000,108.533651900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Cirebon,Harjamukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7BD11310-5EC1-4287-9E89-03D9C8AF3099,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238334,Politeknik Kesehatan Bhakti Pertiwi Husada,20238334,Jalan Kampung Melati No 6-A,KALIJAGA,KEC. HARJAMUKTI,KOTA CIREBON,PROV. JAWA BARAT,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,294DO2006,26-12-2006,,,Silakan Upload SK,,,3.550 m2,1.,2.,,(0231) 222530,(0231) 222530,poltekesbphcirebon@yahoo.com,www.poltekesbph.ac.id,-6.700170900000,108.544964700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Cirebon,Harjamukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57B7E89E-D3D5-4C8E-8A82-C20E0DCE50BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019213,Politeknik Pariwisata Prima Internasional,70019213,,KEC. HARJAMUKTI,KOTA CIREBON,PROV. JAWA BARAT,INDONESIA,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,945/KPT/I/2018,30-10-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,+62231 - 8493261,+62231-8493260,info@poltekparprima.ac.id,www.poltekparprima.ac.id,-6.735269800000,108.535344100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
