prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/07E3AC78-7C10-4919-B878-57745A5CA2D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016694,Akademi Kesehatan Sumenep,70016694,,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,805/KPT/I/2019,10-09-2019,,,Silakan Upload SK,,,3.095 m2,1.,2.,,,Telp. (0328) 664094,akademikesehatansumenep@gmail.com,akademikesehatansumenep.ac.id,-7.036392500000,113.848845800000
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2852642E-11E8-4D86-BFC7-D7E3FC9EED74,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018102,Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep,70018102,KOMPLEKS PONDOK PESANTREN AL-AMIEN PRENDUAN,JADDUNG,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.II/144/2002,28-01-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,(0328) 821015,(0328) 821015,idiaprenduanica@gmail.com,www.idia.ac.id,-7.112004900000,113.653736100000
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4D08AFDF-B071-430F-A25F-66DC233DF0D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018109,Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,70018109,Bukit Lancaran PP. Annuqayah Guluk-Guluk Sumenep Madura,LARANGAN PERENG,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.I/675/2010,06-10-2010,,,Silakan Upload SK,,,15.717 m2,1.,2.,,0328-821098,0328-821098,"instika@gmail.com, info@instika.ac.id",http,-7.064394900000,113.674517900000
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/005042A4-8EAB-4DE7-A535-F00D818EA227,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018184,Institut Sains Dan Teknologi Annuqayah,70018184,,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,479/KPT/I/2018,06-06-2018,,,Silakan Upload SK,,,15.717 m2,1.,2.,,0328821098,0328821098,ist.annuqayah@gmail.com,www.istannuqayah.ac.id,-7.065284000000,113.675283000000
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/354654A7-28C4-4D30-AAF2-83A500E2F4FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019601,Sekolah Tinggi Agama Islam Nurud Dhalam,70019601,,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,KMA 678 Tahun 2020,18-10-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C1FE6F98-98E0-420F-B017-C1B0AC8AF69D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019748,Sekolah Tinggi Iilmu Tarbiyah Aqidah Usymuni Sumenep,70019748,Jl. KH. Zainal Arifin No. 1-9 Terate Pandian Sumenep,PRAGAAN LAOK,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.I/220.D/2007,28-05-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,(0328) 668046,(0328) 668046,admin@stitasumenep.ac.id,http,,
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9B41DCC-40F4-4232-8DB3-79600BE277EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019777,Sekolah Tinggi Ilmu Al-Qur'an Nurul Islam,70019777,,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2516 Tahun 2014,05-05-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,stiqnissumenep@gmail.com,stiqnis.ac.id,-7.094457600000,113.785451500000
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E152AA2-DC66-4884-8438-1A564A1421FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019794,Sekolah Tinggi Ilmu Dakwah Raudlatul Iman Sumenep Jawa Timur,70019794,,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Nomor,25-08-2016,,,Silakan Upload SK,,,0 m2,1.,2.,,,,stidar.raudlatuliman@gmail.com,www.stidar.ac.id,-7.022687000000,113.689020000000
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F677E5A7-8E92-485C-8BB8-6D8F20C1C5A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020176,Sekolah Tinggi Ilmu Syariah (STIS) Nurud Dhalam,70020176,,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,4917 Tahun 2014,03-09-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF85E8A7-D8CC-4DBD-ADE9-45D4E8357716,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021026,STAI Miftahul Ulum Tarate Pandian Sumenep,70021026,Jl. Pesantren No 11. Tarate Pandian Sumenep,AENGPANAS,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.I/302/2008,04-09-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0328-662632,0328-662632,official@staimtarate.ac.id,staimtarate.ac.id,-7.008977000000,113.851822000000
Jawa Timur,Kab. Sumenep,Pragaan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/69958E2A-1441-4D4C-B15D-3016D50C758B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022395,Universitas KH. Bahaudin Mudhary Madura,70022395,"Jl. raya Lenteng No. 10, Desa Batuan, Kec. Batuan",PRAGAAN DAYA,KEC. PRAGAAN,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,791/KPT/I/2019,03-09-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,(0328) 6771010,admin@unibamadura.ac.id,http,-7.007679000000,113.844387100000
