prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24BF4DB1-4DCD-4DF4-A34F-FF09100ED543,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016459,Akademi Kebidanan Sukawati Lawang,70016459,Lawang,TULUNGREJO,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,80DO2009,17-06-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0341 - 421660,0341 - 421660,sukawatiakbid@gmail.com,akbidsukawati.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6222B03C-99B1-47F7-B0AF-FDC3866198A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018270,Institut Teknologi Kesehatan Malang Widya Cipta Husada,70018270,,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,270/E/O/2021,23-06-2021,,,Silakan Upload SK,,,7.592 m2,1.,2.,,(0341) 7480720,(0341) 7480720,itkm.wch@gmail.com,itkm-wch.ac.id,-8.110885400000,112.575928000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5D43A13-B99A-4CFF-838B-9653470F21B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020050,Sekolah Tinggi Ilmu Kesehatan Kepanjen,70020050,Jl. Trunojoyo No 16 Panggungrejo Kepanjen,DONOMULYO,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,250DO2008,28-12-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0341396625,0341397644,stikeskpj@stikeskepanjen-pemkabmalang.ac.id,stikeskepanjen-pemkabmalang.ac.id,-8.145629000000,112.569980000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7DC7A554-FFC3-4E3E-9C01-6B5DAE768E2A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020361,Sekolah Tinggi Penyuluhan Pertanian Malang,70020361,Jl. Dr. Cipto No.144.A Bedali Lawang Malang,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,INDONESIA,NEGERI,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,0341-427774,0341-427771,stpp.malang@yahoo.co.id,stpp-malang.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/973E4623-842F-499B-8A74-6E58C9736B9C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020502,Sekolah Tinggi Teologi Elohim Indonesia,70020502,"Jl.PGAK/Bali 37-38, Ampelgading.",KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,576 Tahun 1999,13-10-1999,,,Silakan Upload SK,,,0 m2,1.,2.,,0341 - 851080,0341 - 851080,sttelaelohim@ymail.com,sttela.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE783FA7-02DE-411B-A254-0BB7A6ED0402,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020632,Sekolah Tinggi Teologi SAAT,70020632,"Jalan Bukit Hermon No. 1, Tidar Atas, Malang 65151, Jawa Timur.",SUMBEROTO,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,DJ.III/Kep/HK.00.5/217/2014,25-07-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,0341-559402,0341-559400,info@seabs.ac.id,www.seabs.ac.id,-7.956529000000,112.596519000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/860765BE-0BC2-422E-803C-051B3D57DF97,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020667,Sekolah Tinggi Teologi Yestoya Malang,70020667,Jalan Raya Badut No. 1-3 (Daerah Perumahan Tidar Permai) Malang Jawa Timur,TEMPURSARI,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,0341-585379,0341-557873,sttyestoya@gmail.com,sttyestoya.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70C026AE-CDB7-4250-B4E9-2AD55430C4BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020893,STAI Al-Qolam Gondanglegi Malang,70020893,Jalan Raya Putat Lor Gondanglegi Malang,TLOGOSARI,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,01-01-2010,,,Silakan Upload SK,,,0 m2,1.,2.,,0341 879024,0341 879024,staialqolam@yahoo.com,www.alqolam.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/522CC450-57A2-4722-9591-AE5B3184B688,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021041,STAI Nahdlatul Ulama (STAINU) Malang,70021041,JL. RAYA KEPUHARJO 18 A KARANGPLOSO,BANJARJO,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.I/365/2010,10-06-2010,,,Silakan Upload SK,,,0 m2,1.,2.,,0341 5052134,0341 5052134,info@stainumalang.ac.id,www.stainumalang.ac.id,-7.909502900000,112.619530600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DEC7D597-A359-426A-86CF-8B461CF4A227,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021076,STAI Raden Rahmat Kepanjen Malang,70021076,"Jl. Raya Mojosari No.02, Kepanjen",TLOGOSARI,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.I/619/2009,23-10-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,(0341) 397265,(0341) 397265,stai_radenrahmat@gmail.com,www.stit-radenrahmat.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/062AB089-2942-467C-8BF8-A8CC988FAFD1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021417,STIKES Widya Cipta Husada,70021417,"Jalan Jend. Sudirman (Sidotopo) no.11 Kepanjen, Malang",SUMBEROTO,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,60DO2009,02-06-2009,,,Silakan Upload SK,,,0,,2.,,(0341) 395999,(0341) 395996,stikes.wch@gmail.com,http,-8.111398000000,112.575688000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Malang,Donomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5AA13442-1D7D-4A9F-ABB2-3FCCCE515124,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021735,STMIK Patria Wacana,70021735,Jalan Tanjung No 1,TULUNGREJO,KEC. DONOMULYO,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,141D02003,05-09-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,0341395999,0341395996,,www.patriawacana.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
