prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Sulawesi Selatan,Kota Palopo,Wara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EAB4ED65-4259-4530-AC68-19AE1DB57227,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40311022,Akademi Kebidanan Kamanre Palopo,40311022,Jalang Benteng Raya I No 7,AMASSANGAN,KEC. WARA,KOTA PALOPO,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,87DO2006,15-06-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Palopo,Wara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/914C89F8-B0CC-4854-B34B-C1C173241AA5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40311024,Akademi Keperawatan Kamanre,40311024,Jalan Benteng Raya I No 7,AMASSANGAN,KEC. WARA,KOTA PALOPO,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,HK.03.2.4.1.02687,26-07-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Palopo,Wara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0838155-4A21-4C35-82B1-6267077B78B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016648,Akademi Keperawatan Sawerigading Pemda Luwu,70016648,Jalan KH Muhammad Razak,KEC. WARA,KOTA PALOPO,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,HK.00.06.1.3.1508,27-05-1999,,,Silakan Upload SK,,,0 m2,1.,2.,,0471-22-778,0471-22-778,akper_swg@yahoo.co.id,akpersawerigading.ac.id,-3.013572000000,120.201150000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Palopo,Wara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/29AF8C69-8617-4C0C-99E3-6DC791353332,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016779,Akademi Maritim Palopo,70016779,,KEC. WARA,KOTA PALOPO,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,761/KPT/I/2018,12-09-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,admin@amipalopo.ac.id,http,-3.004652000000,120.199867700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Palopo,Wara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7D43D85-F787-4D92-B675-CBF855EB57E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016974,AMIK Ibnu Khaldun Palopo,70016974,Jalan Jend.Sudirman KM. 5 Kelurahan Songka Kecamatan Wara Selatan,DANGERAKKO,KEC. WARA,KOTA PALOPO,PROV. SULAWESI SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,63D01998,14-08-1998,,,Silakan Upload SK,,,0 m2,1.,2.,,0471 3201776,0471 3201776,ibnukhaldum@ikp.ac.id,http,-3.040548000000,120.216351000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Palopo,Wara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ECD0B351-0477-48FA-B7AA-8536B7F03537,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017914,IAIN Palopo,70017914,,KEC. WARA,KOTA PALOPO,PROV. SULAWESI SELATAN,INDONESIA,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,Nomor,17-10-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,0471-325195,0471-22076,kontak@iainpalopo.ac.id,iainpalopo.ac.id,-2.970564000000,120.186050000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Palopo,Wara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C14ED43F-25DB-472F-846E-C63BC5FD6B3C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018131,Institut Kesehatan dan Bisnis Kurnia Jaya Persada,70018131,,KEC. WARA,KOTA PALOPO,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,27/E/O/2021,08-02-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,(0471)3311484,(0471)3311484,ikbkjp01@gmail.com,https,-2.985552000000,120.183700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Palopo,Wara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/908619DE-080E-4ED1-81E1-3F608BE7AFEB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40311027,Sekolah Tinggi Ilmu Hukum Damarica Palopo,40311027,Jalan K H Muhammad Razak,KEC. WARA,KOTA PALOPO,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01,06-01-1996,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Palopo,Wara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AFA5426A-56FF-41E5-8BFF-B1F68FDF71DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021164,STAIN Palopo,70021164,,KEC. WARA,KOTA PALOPO,PROV. SULAWESI SELATAN,INDONESIA,NEGERI,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,No.11 Tahun 1997,05-09-1998,,,Silakan Upload SK,,,0 m2,1.,2.,,0471-325195,0471-22076,kontak@iainpalopo.ac.id,iainpalopo.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Palopo,Wara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/130967CD-3273-4EF9-9BB6-0EE5320F12C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40311028,STIKES Bhakti Pertiwi Luwu Raya,40311028,Jalan Imam Bonjol No 27,KEC. WARA,KOTA PALOPO,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,44,30-01-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
