prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1EA2EF64-241A-4823-A7AA-F7F9356ED82C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30106532,Akademi Bahasa Asing Pontianak,30106532,Jalan Imam Bonjol No 82-88,BENUA MELAYU LAUT,KEC. PONTIANAK SELATAN,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,064DO94,07-07-1994,,,Silakan Upload SK,,,0 m2,1.,2.,,0561 - 739168,0561 - 761309,aba@aba-ptk.ac.id,www.aba-ptk.ac.id,,
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5537748-3CB2-4640-8419-4C3C3E0C597E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30106533,Akademi Bahasa Asing Widya Dharma,30106533,Jalan HOS Cokroaminoto No 445,AKCAYA,KEC. PONTIANAK SELATAN,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,92DO2002,13-05-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,0561-739191,0561-731966 EXT 803,,widyadharma.ac.id,,
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A7BBB3D1-9870-4B0F-AD47-3F6CA10BB5A4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016231,Akademi Kebidanan Aisyiyah Pontianak,70016231,Jl. Ampera No. 9 Pontianak Kota,BENUA MELAYU DARAT,KEC. PONTIANAK SELATAN,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,188DO2006,04-09-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,0561-6655115,0561-6655112,akbid.aisyiyah@yahoo.com,www.akbid-aisyiah-ptk.ac.id,-.044291000000,109.291906000000
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E23808B0-01B6-4D10-928B-E03C110CE115,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016457,Akademi Kebidanan St Benedicta Pontianak,70016457,Jl. Merdeka No. 665 Pontianak Kalimantan-Barat,BENUA MELAYU DARAT,KEC. PONTIANAK SELATAN,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,40DO2009,07-04-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,(0561)733626,(0561)733626,info@akbidbenedicta.ac.id,http,,
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D034EACB-1F0F-4D2F-9536-B387C79B8109,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016527,Akademi Keperawatan Dharma Insan Pontianak,70016527,Jalan Merdeka Nomor 55 Pontianak Kalimantan Barat 78112,KEC. PONTIANAK SELATAN,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,17DO2009,02-03-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0561 733625,0561 733624,info@akperdharmainsan.ac.id,akperdharmainsan.ac.id,-.019216200000,109.328242400000
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/73E490F7-374E-4EC1-8966-777286CB2B3E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30106536,Akademi Keuangan Dan Perbankan Grha Arta Khatulistiwa Pontianak,30106536,Jalan K H Ahmad Dahlan No 101,KEC. PONTIANAK SELATAN,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,285/D/OT/2022,29-09-2022,,,Silakan Upload SK,,,4.100 m2,1.,2.,,0561-765378,0561-765378,akub_pontianak@yahoo.com,https,-.028182900000,109.328662300000
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/843E2767-E4C0-42A1-A407-31A24CBA1FCE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30106538,Akademi Manajemen Perusahaan Panca Bhakti,30106538,Jalan St Abdurachman No 8,BENUA MELAYU DARAT,KEC. PONTIANAK SELATAN,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,144DIKTIKEP1994,18-05-1994,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/357DFBB1-8D29-4C22-B5AE-372BB27EEC90,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30106541,Akademi Sekretari & Manajemen Widya Dharma,30106541,Jalan HOS Cokroaminoto No 445,AKCAYA,KEC. PONTIANAK SELATAN,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,454DIKTIKEP1992,23-10-1992,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40920AAF-582B-49A2-8960-F61EFB6A4454,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016859,Akademi Sekretari Dan Manajemen Indonesia Pontianak,70016859,Jalan Imam Bonjol No 82-88P.O. Box 1139Pontianak - Kalbar,KEC. PONTIANAK SELATAN,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,111DO1993 & 065DO94,16-08-1993,,,Silakan Upload SK,,,0 m2,1.,2.,,(0561) 739168,"(0561) 761307, 73476",asmi_pontianak@yahoo.com,www.asmi-ptk.ac.id,,
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/098510F7-8D78-4C7F-B1CE-D64A5A40FA0E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017915,IAIN Pontianak,70017915,,KEC. PONTIANAK SELATAN,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,INDONESIA,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,53 Tahun 2013,06-08-2013,,,Silakan Upload SK,,,0 m2,1.,2.,,0561734170,0561734170,humas@iainptk.ac.id,http,-.036068400000,109.337433500000
