prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Barat,Kota Bandung,Bandung Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79C618BD-586C-49D0-BA4B-C96CDA3A8DA2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238144,Akademi Akuntansi Bandung,20238144,Jalan Merdeka No 33,WARUNG MUNCANG,KEC. BANDUNG KULON,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2309DTK-IV2009,20-05-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,022-4238300,022-4215678,info@a2b.ac.id,www.a2b.ac.id,-6.908869800000,107.610422100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Bandung Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/318FEBC3-8775-4F76-8BA4-3C170827F23D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238145,Akademi Analis Kesehatan Bakti Asih,20238145,Jalan Padasuka Atas No 233,KEC. BANDUNG KULON,KOTA BANDUNG,PROV. JAWA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,27DO2007,01-02-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Bandung Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB6C1058-65CF-4CDC-B5AA-478C5ECC99B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016152,Akademi Bahasa Asing Internasional Bandung,70016152,"Jalan Soekarno Hatta No 22 BandungJalan Parahyangan Km. 1,2, Kota Baru Parahya",KEC. BANDUNG KULON,KOTA BANDUNG,PROV. JAWA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2620DT2006,05-07-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,"022 - 6005133, 68030","022 - 6005133, 68030","aba.internasional@gmail.com, info@abainter.ac.id",abainter.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Bandung Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E18786F2-525F-4F98-ACDC-EC11C0684BFB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016178,Akademi Farmasi Bumi Siliwangi,70016178,Bandung,WARUNG MUNCANG,KEC. BANDUNG KULON,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,113/E/O/2012,17-04-2012,,,Silakan Upload SK,,,2.764 m2,1.,2.,,,022-87303936,akfarbumsilbdg@gmail.com,www.akfarbumsil.ac.id,-6.945819700000,107.664360200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Bandung Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08C6E0BD-D808-4EB8-9407-42C90B1DD7FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016207,Akademi Farmasi YPF,70016207,Jl. Cisaranten Kulon No.105RT.04 RW. 02kelurahan Cisaranten KulonKecamatan C,CIGONDEWAH KALER,KEC. BANDUNG KULON,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,139/E/O/2011,07-07-2011,,,Silakan Upload SK,,,2.490 m2,1.,2.,,(022) 7834514,(022) 87881580,akfarypf@gmail.com,www.akfarypf.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Bandung Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B5BFE41-8216-4896-84D5-808B32F5A2E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238147,Akademi Industri Tekstil Bandung,20238147,Jalan Wartawan II no. 15 Bandung,CARINGIN,KEC. BANDUNG KULON,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,38DO1997,11-07-1997,,,Silakan Upload SK,,,0 m2,1.,2.,,022-7303718,022-7303718,aitbtekstil@yahoo.com,www.aitb.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Bandung Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9CBC6109-35EA-4329-BA53-D576B5B401F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016229,Akademi Kebidanan Aisyiyah Bandung,70016229,Jalan Banteng Dalam No 6,WARUNG MUNCANG,KEC. BANDUNG KULON,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,85DO2007,25-06-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,022 7305269,022 7301745,mwac.aisyiyah_bdg@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Bandung Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6695D427-A24D-48E1-849A-B3F5AC68A8EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238148,Akademi Kebidanan Ar-Rahmah Bandung,20238148,Jalan Pasteur No 21-A,GEMPOL SARI,KEC. BANDUNG KULON,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,3206DT2008,17-09-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,,022-87316053,info.akbidarrahmah@gmail.com,www.akbidarrahmah.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Bandung Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BCE0A4A9-5C3F-40A9-952B-5A26A77CB330,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016257,Akademi Kebidanan Bandung,70016257,,KEC. BANDUNG KULON,KOTA BANDUNG,PROV. JAWA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,250/D/O/2008,22-12-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,022-6034136,022- 6034136,info@akbidbdg-ciaraputri.ac.id,www.akbidbdg-ciaraputri.ac.id,-6.532846800000,106.807589000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Bandung Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A707412-1EB3-42A1-9EB5-16AF8A0FC3B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016494,Akademi Keperawatan Aisyiyah Bandung,70016494,Jalan Banteng Dalam No 6,WARUNG MUNCANG,KEC. BANDUNG KULON,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,4342DT2006,27-11-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,022 7305269,022 7305269,info@akper-asiyiyahbdg.ac.id,www.akper-aisyiyahbdg.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
