prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2EC0C5F-1D9C-4F86-BADE-AD12939D606F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103474,IKIP PGRI Bali,50103474,Jalan Seroja Tonja Denpasar UtaraBali,TONJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,701/KPT/I/2019,09-08-2019,,,Silakan Upload SK,,,0,,2.,,0361-431434,0361-431434,ikippgribali@yahoo.com,www.ikippgribali.ac.id,-8.628579000000,115.227958000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/553DE7BA-7565-4673-9DC1-5C113C5BA490,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018112,Institut Ilmu Kesehatan Medika Persada Bali,70018112,"Jalan Seroja Gang Jeruk, Kel. Tonja",TONJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,73/KPT/I/2015,02-10-2015,,,Silakan Upload SK,,,0 m2,1.,2.,,,03614747770,iik.medali@gmail.com,www.iikmpbali.ac.id,-8.629536100000,115.229654500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8A8CDE1-1CBE-4ACF-A426-45D4F5CD1122,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018167,Institut Pariwisata dan Bisnis Internasional,70018167,"Jalan Tari Kecak Jl. Gatot Subroto Tim. No.12, Tonja",TONJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,120/M/2020,31-01-2020,,,Silakan Upload SK,,,10.000 m2,1.,2.,,,0361426699/426700,humas@stpbi.ac.id,ipb-intl.ac.id,-8.633359400000,115.227482000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/48EC5134-AA9A-4AFC-975E-57FB8611ACB6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020341,Sekolah Tinggi Pariwisata Bali Internasional,70020341,"Jalan Tari Kecak Jl. Gatot Subroto Tim. No.12, Tonja",TONJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,001DO2008,02-01-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0361-427800,0361-426699,humas@stpbi.ac.id,www.stpbi.ac.id,-8.633947000000,115.227567000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9568D38-51C3-43CE-8B23-CA0DB88E28AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020576,Sekolah Tinggi Teologi Kingdom Bali,70020576,"Jl. Antasura - Nangka Selatan, Perum Lembah Pujian A1",PEGUYANGAN KANGIN,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,0361-418519,"0361-418515, 418520",sttkingdombali@gmail.com,sttkingdom.ac.id,-8.617530000000,115.225210000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4C2FA36E-B78A-42B7-9941-3FCB1B2BFC71,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021249,STIE Bali Internasional Institute of Tourism Management,70021249,Jalan Dewi Sri No 99 Kuta,PEMECUTAN KAJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,26/D/O/2000,15-03-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,,0361-9075905,stiebiitmsahid@yahoo.com,www.stiesahidbali.ac.id,-8.642880000000,115.196008000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF8877AB-A440-4FF3-814D-FACDAB4E1488,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022249,Universitas Bali Internasional,70022249,"Jl. Seroja, Gang Jeruk, Kelurahan Tonja",TONJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,955/KPT/I/2019,10-10-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,03614747770,universitasbaliinternasional@gmail.com,www.unbi.ac.id,-8.629005400000,115.229805000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4388D6F2-2CF0-483C-B31B-DFCC04A576F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022325,Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar,70022325,"Jl. Ratna No.51, Tonja",TONJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,Perpres 20 Tahun 2020,23-01-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,0361226656,0361226656,info@uhnsugriwa.ac.id,https,-8.818714600000,115.173741400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F889263C-C649-463F-8281-82568502CD4C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103488,Universitas Mahasaraswati Denpasar,50103488,Jalan Kamboja No 11 A Kreneng Denpasar - Bali,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,150/KPT/I/2019,04-03-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,0361-227019,0361-227019,info@unmas.ac.id,https,-8.653085000000,115.225203000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/850B3008-8384-4FCD-84B1-0FE98020B20E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103489,Universitas Mahendradatta,50103489,Jalan Ken Arok No 12,PEGUYANGAN,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,640/KPT/I/2018,02-08-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,0361 434827,0361 434827,mahendradattauniversitas@gmail.com,mahendradattauniversitas.ac.id,-8.628963000000,115.207149000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
