prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Banten,Kab. Pandeglang,Sumur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B81013B-060F-4394-BB64-862AAFB2F895,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019651,Sekolah Tinggi Akuntansi Negara,70019651,,KEC. SUMUR,KAB. PANDEGLANG,PROV. BANTEN,INDONESIA,NEGERI,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,13-10-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Banten,Kab. Pandeglang,Sumur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86DD4081-792C-486D-B7AE-6D9E8F1A7EBD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607669,Sekolah Tinggi Ilmu Administrasi Banten,20607669,Jalan Raya Serang KM 2 No 42 Kadumerak Pandeglang - Banten,TAMANJAYA,KEC. SUMUR,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,141DO2002,08-07-2002,,,Silakan Upload SK,,,8.000 m2,1.,2.,,,,,,-6.283600000000,106.124866900000
Banten,Kab. Pandeglang,Sumur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8AA7BF4C-C915-4802-8882-9C0DC533DCAB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607670,Sekolah Tinggi Ilmu Bahasa Banten Raya,20607670,Jl. Raya Labuan Km.05 Cikoneng Pandeglang Banten,TAMANJAYA,KEC. SUMUR,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,026DO1994,18-05-1994,,,Silakan Upload SK,,,0 m2,1.,2.,,0253-203749,,stibbantenraya@gmail.com,www.stibbantenraya.ac.id,,
Banten,Kab. Pandeglang,Sumur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6D3CD13-4037-40EF-8BB7-09BB0245C54E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020922,"STAI Babunnajah Pandeglang, Banten",70020922,Jl. Eks Stasiun Kereta Api Kp. Benteng Cimanying Menes Pandeglang Banten,KERTAJAYA,KEC. SUMUR,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,E/49/2001,27-03-2001,,,Silakan Upload SK,,,0 m2,1.,2.,,0253-501675,,stai.babunnajah@yahoo.co.id,www.stai.babunnajah.go.id,-6.387712000000,105.918975000000
Banten,Kab. Pandeglang,Sumur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/14069D1A-DC7C-44FF-B519-A1334925AAD9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020934,STAI Binamadani Tangerang,70020934,jl. kh hasyim ashari kav.DPR neroktog no.236 PINANG - TANGERANG,KEC. SUMUR,KAB. PANDEGLANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,55774928,55774930-101 / 4930,humas@stai-binamadani.ac.id,www.stai-binamadani.ac.id,,
Banten,Kab. Pandeglang,Sumur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F142652-E850-4047-A3CD-BA06FD767AFD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021112,STAI Syekh Manshur Pandeglang,70021112,JL RAYA LABUAN KM.5 KADULISUNG,TAMANJAYA,KEC. SUMUR,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,219 Tahun 1988,01-12-1988,,,Silakan Upload SK,,,40.000 m2,1.,2.,,0253 206565,0253 206565,info@staisman.ac.id,http,-4.363239900000,106.608654100000
Banten,Kab. Pandeglang,Sumur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DD6C3EAF-44D9-43A4-808C-6254DC5D68E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607672,STISIP Banten Raya,20607672,"Jalan Raya Rangkasbitung Km. 04 Pandeglang, Dusun Sabitangtu Desa Bangkonol",TAMANJAYA,KEC. SUMUR,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,30DO2004,01-03-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-6.321125000000,106.127802000000
Banten,Kab. Pandeglang,Sumur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5194918A-E896-4ACC-A744-E6137690F2F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021600,STKIP Babunnajah Pandeglang,70021600,,KEC. SUMUR,KAB. PANDEGLANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,506/E/O/2014,17-10-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,info@stkip.babunnajah.ac.id,http,-6.384102800000,105.915353700000
Banten,Kab. Pandeglang,Sumur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CB931037-51F5-4E52-A017-F684D6242530,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021640,STKIP Mutiara Banten,70021640,Jl. stadion Badak No. 2 Pandeglang - Banten,TAMANJAYA,KEC. SUMUR,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,440/E/O/2012,26-12-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,(0253) 521 3147,(0253) 521 3147,stkip.mutiarabanten@yahoo.com,http,,
Banten,Kab. Pandeglang,Sumur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/01A088FC-46C1-449A-BB55-EB5F3114AFDB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021676,STKIP Syekh Manshur,70021676,,KEC. SUMUR,KAB. PANDEGLANG,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,402/E/O/2014,11-09-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,(0253) 5550235,stkip.syekhmanshur@yahoo.co.id,www.stkip.syekhmanshur.ac.id,-6.331027300000,106.072646700000
