prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7A05086-6744-4CF2-9A3C-AD3FCA5413C1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238352,Akademi Akuntansi Bina Insani,20238352,Komp Sentra Niaga Kalimalang Blok B2 No 11 & No 22 Jl. A.Yani Bekasi,JATIWARINGIN,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,NO 04,10-10-1999,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2F08199-ACB8-4A93-AAA4-30BB077EBA20,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016316,Akademi Kebidanan Farama Mulya,70016316,Jl Raya Hankam No. 9 Jatiwarna Pondok Gede,JATIMAKMUR,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,HK.03.2.4.1.02224,14-06-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,,02184999368,faramamulya.akbid@gmail.com,faramamulya.ac.id,-6.537507900000,106.955968000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5C124D8F-672B-44BF-A4BB-15D2B6E3DAB6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016319,Akademi Kebidanan Gema Nusantara Bekasi,70016319,Jl. Kapuk Raya No. 01 Kel. Pengasinan Kec. Rawa Lumbu Bekasi,JATIWARINGIN,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,12DO2006,22-02-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,02129085240,021 29085240,akbid_genus@yahoo.co.id,www.akbidgemanusantara-bekasi.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/47EE7EBF-FB5F-407C-A444-AEBBCBA70168,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016458,Akademi Kebidanan Suka Wangi Bekasi,70016458,Jalan Pemuda No 11 Kranji Bekasi Barat,JATI MAKMUR,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2,12-04-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,021-88854624,021-8892504,akbid_sukawangi@yahoo.co.id,akbidsukawangi.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA16A804-4BBD-4C9D-A90E-40A7CFAC21D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016508,Akademi Keperawatan As-Syafi iyah Bekasi,70016508,Jl Raya Jatiwaringin No 12 Pondok Gede,JATIWARINGIN,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,85/D/O/2005,24-06-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,02184990145,02184990145,akper_uia@yahoo.co.id,www.asyafiah.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B6AF832-37D1-4416-BC2D-D4C69F224C91,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238357,Akademi Komunikasi Radio Dan Televisi Hutama,20238357,Jalan Raya Hankam No 37 Pondok Gede,JATIMAKMUR,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,3166DT2003,27-10-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,021-8499-0824,021-8499-0824,akrtv_hutama@yahoo.co.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCA09C6C-5F17-4F13-8193-38D69C668263,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016828,Akademi Perdagangan Bandung,70016828,Jl. Bintara Jaya Raya No. 10,JATIWARINGIN,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,121/D/O/1993,11-09-1993,,,Silakan Upload SK,,,0 m2,1.,2.,,021-86906457,021-86906457,apb.bekasi@gmail.com,apb.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/33E5AF70-55C8-422C-983D-26AD0CCF41DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238359,Akademi Radiognostik Dan Radioterapi Yapenpernus,20238359,Bekasi,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,12DO2006,22-02-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,021 29085240,021 29085246,atro_persadanusantara@yahoo.co.id,http,-6.278016800000,107.014491000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6281D9C9-67BF-4B24-8F93-8C14C922195C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238360,Akademi Sekretari Dan Manajemen Bina Insani,20238360,Sentra Niaga Kalimalang B211 Jalan Ahmad Yani,JATIWARINGIN,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,4822DT2008,31-12-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88E87416-4105-4823-907F-CD67A691C64E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238363,Akademi Teknologi Patriot,20238363,Jalan Kalibaru Timur,JATI MAKMUR,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,144DO1993,23-11-1993,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/138552E9-B0EA-4CE2-B9D7-BC9718311D3A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238365,AMIK BSI Bekasi,20238365,Jalan Cut Mutiah No 88,JATIMAKMUR,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,173/D/O/2003,10-10-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,82426027,(021) 82425638,amik.bekasi@bsi.ac.id,www.bsi.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D95610BC-28E6-49E5-8222-FDCB85ABECC5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018092,Institut Bisnis Muhammadiyah Bekasi,70018092,"Jl. Ahmad Yani Blok B2 No. 11 & 22, Sentra Niaga, Kalimalang",JATIMAKMUR,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,578/E/O/2014,17-10-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,021-82693450,info@ibm.ac.id,www.ibm.ac.id,-6.253093800000,107.008065300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D1518C19-A912-47EB-BAE9-90FAE7DA6FA4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019064,Politeknik Bhakti Kartini,70019064,,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,INDONESIA,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,149/M/2020,31-01-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,02182624738,admin@poltekbhani.ac.id,poltekbhani.ac.id,-6.294866800000,106.996241700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DD53E55-3FEA-4649-BB57-416B598304C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019095,Politeknik Gunakarya Indonesia Bekasi,70019095,Jalan Cut Mutia - Grand Center Blok D No 24-27,JATIMAKMUR,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,84/D/O/2002,13-05-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,021-8822842,021-881-1250,pgi@politeknikgunakarya.ac.id,www.politeknikgunakarya.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0C3BAFCC-BB79-42E1-87DE-03837FA2F7FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238368,Politeknik Mitra Kusuma,20238368,Jalan Ir H Juanda No 81,JATIMAKMUR,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,61/D/OT/2023,27-02-2023,,,Silakan Upload SK,,,0 m2,1.,2.,,021-880-0793,021-880-3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/34AEECBF-AD2C-460E-A4D0-F479D0FB1510,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238369,Sekolah Tinggi Bahasa Asing Cipto Hadi Pranoto,20238369,Jalan Cut Mutiah No 28 A MargahayuJL.Ie Juand No. 240 Margahayu bekasi,JATIMAKMUR,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,37DO2004,11-03-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,021-8802297,021-8802297,chpstba@gmail.com,http,-6.251827300000,107.012400300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bekasi,Pondokgede,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/105FBE38-856C-4586-9953-FF76CAB9AC9B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019666,Sekolah Tinggi Bahasa Asing IEC Bekasi,70019666,"JL. AHMAD YANI, RUKO BEKASI MAS BLOK D NO.31, BEKASI",JATIMAKMUR,KEC. PONDOKGEDE,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,75DO2008,22-04-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,021-82678654,021-82678654,stibaiecbekasi@yahoo.co.id,https,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
