prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96CCB0C4-03CB-4B6D-BA22-634DEC693A98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20332238,Akademi Akuntansi Dian Kartika,20332238,Jalan Muradi Raya No 25,KARANGMALANG,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,115D01993,09-11-1993,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/601E2ECA-33FA-4182-942A-C47D0C901B35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016105,Akademi Akuntansi Effendi Harahap,70016105,JL. KH Ahmad Dahlan No. 23 Semarang,POLAMAN,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,120D01999,13-07-1999,,,Silakan Upload SK,,,0 m2,1.,2.,,(024) 8413637,(024) 8411892,aae_semarang@yahoo.co.id,www.aaesemarang.ac.id,-6.988732200000,110.426349200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CD176172-87E1-4C17-95B3-4AB0D8270A9B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016138,Akademi Analis Kesehatan Theresiana,70016138,Jl.Mayjen Sutoyo 69 Semarang,MIJEN,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,26/E/O/2012,20-01-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,024-8313054,024-8313054,aaktheresiana@yahoo.com,www. aak.theresiana.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E005DA3-0553-4121-AB53-45AA154FB8E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20332241,Akademi Bahasa Asing IEC Semarang,20332241,,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,185/M/KPT/2019,18-06-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44F49C81-8597-45A5-80D0-9175B87CD7FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016173,Akademi Enterpreneurship Terang Bangsa,70016173,"Jl. Arteri Utara, Kompleks Grand Marina, Semarang - Jawa Tengah",KARANGMALANG,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,195/D/O/2009,31-12-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,024-76631760,024-76631812,info@entrepreneurship-terangbangsa.ac.id,https,-6.954919000000,110.392778000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/171C3737-E79F-4932-A5A7-14509BED1565,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016201,Akademi Farmasi Theresiana Semarang,70016201,Jalan Gajah Mada No 91 Semarang,JATIBARANG,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2495DTK-IV2009,12-06-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,024-3521546,024-70696541,akfar_theresiana@yahoo.co.id,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BBA11C7E-1F93-40BA-97DA-B08076EAE2F4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20332242,Akademi Kebidanan Abdi Husada,20332242,Jalan Kol HR Hadianto Banaran Sekaran,JATISARI,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,240DO2002,29-10-2002,,,Silakan Upload SK,,,0,,2.,,,,,,-7.038831700000,110.391084100000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B6EBBFE8-26F3-42C2-954E-02A2AD66DA16,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20332243,Akademi Kebidanan Karsa Mulia,20332243,Jalan Sambiroto Raya No 64 D,JATIBARANG,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,015/D/OT/2021,15-02-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,0246725022,0246725022,akbid.karsamulia@yahoo.com,www.akbidkarsamulia.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E1B42DA-9F1C-403D-A24C-9992096789F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20332245,Akademi Kebidanan Panti Wilasa,20332245,Jl. Ciliwung IX No.1,JATISARI,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,HK.00.06.1.1.1082,14-04-1998,,,Silakan Upload SK,,,0 m2,1.,2.,,024-3561513,024-3561513,info@akbidpantiwilasa.ac.id,.www.akbidpantiwilasa.ac.id,-6.969110000000,110.439939000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/94E585C8-433B-43DB-9094-27F70F0C2FF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016509,Akademi Keperawatan Asih Husada Semarang,70016509,Jalan Mukharom No 1 Tegalkangkung,JATIBARANG,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,3299/D/T/2008,17-09-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0246724538,0246723907,asihhusada@yahoo.co.id,www.evaluasi.or.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9ECFEBA-EC16-4195-BB82-20068DB57D26,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20332247,Akademi Keperawatan Islam Sultan Agung Semarang,20332247,,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,7,01-05-2010,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
