prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Timur,Kab. Jember,Kencong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F193C2B-141B-499F-A362-C3CE006EF8AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541488,Akademi Akuntansi PGRI Jember,20541488,Jalan Jawa No 10,KEC. KENCONG,KAB. JEMBER,PROV. JAWA TIMUR,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,056DO1994,07-07-1994,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-8.169900000000,113.713700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Kencong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0EA93849-8255-4CBC-B1D8-4BF2E7A5212A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016185,Akademi Farmasi Jember,70016185,Jl. Pangandaran no.42 Antirogo Jember,KEC. KENCONG,KAB. JEMBER,PROV. JAWA TIMUR,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,147DO2009,25-09-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0331 - 338884,0331 - 338884,akfarjember@gmail.com,akademifarmasijember.ac.id,-8.141921000000,113.736299000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Kencong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/06D2FF51-973A-4A39-9935-E4118190BC5A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017908,IAIN Jember,70017908,,KEC. KENCONG,KAB. JEMBER,PROV. JAWA TIMUR,INDONESIA,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,Nomor,17-10-2014,,,Silakan Upload SK,,,0,,2.,,0331427005,0331487550,info@iain-jember.ac.id,iain-jember.ac.id,-8.194440100000,113.656944000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Jember,Kencong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C4F4CE66-03A1-41EE-9598-2779418E1FD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017991,Institut Agama Islam Al-Falah As-Sunniyah Kencong Jember Jawa Timur,70017991,Jln. Semeru Nomor,KENCONG,KEC. KENCONG,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Nomor,31-10-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,0336324249,0336324249,admin@inaifas.ac.id,inaifas.ac.id,-8.272724400000,113.370398300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Kencong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C8DDBAE8-3A11-4156-9FDB-9F57D40BB4C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541494,Politeknik Negeri Jember,20541494,"Jalan Mastrip, Sumbersari",KEC. KENCONG,KAB. JEMBER,PROV. JAWA TIMUR,INDONESIA,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,19102002,05-11-2002,,,Silakan Upload SK,,,361.827 m2,1.,2.,,(0331)333531,"(0331)333532,333533",politeknik@polije.ac.id,www.polije.ac.id,-8.160213000000,113.723064000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Kencong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8F6FA68-2DB4-437F-8FB8-0B37D6B627C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019655,Sekolah Tinggi Alkitab Jember,70019655,Jl. Letjen Soeprapto Gg. VI/85 Jember Jatim,KENCONG,KEC. KENCONG,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,,0331-332842,stajember@rocketmail.com,,-6.589249700000,107.200171700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Kencong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9072FDB9-A78F-4ABF-A4A7-687BCEBB50AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019683,Sekolah Tinggi Dirasat Islamiyah Imam Syafi`i Jember,70019683,Jl. MH. Thamrin Gg. Kepodang No. 5Gladak Pakem Kranjingan Sumbersari,KEC. KENCONG,KAB. JEMBER,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Dj.I/375/2010,10-06-2010,,,Silakan Upload SK,,,0 m2,1.,2.,,03314436803,03314436803,admin@stdiis.ac.id,stdiis.ac.id,-8.212207600000,113.689580000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Kencong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E82E96FC-1895-4D2A-90D2-25FA348521FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020025,Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa,70020025,,KEC. KENCONG,KAB. JEMBER,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,162/KPT/I/2016,02-05-2016,,,Silakan Upload SK,,,1.000 m2,1.,2.,,0331-5449167,0331-5449167,stikes.harapanbangsa@yahoo.com,http,-8.189074000000,113.689720600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Kencong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B4695588-EE32-44DE-8D34-315FE772DEF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020496,Sekolah Tinggi Teologi Duta Panisal Jember,70020496,Jl. Cempaka 48 Gebang Jember Jawa Timur,PASEBAN,KEC. KENCONG,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,,0331 5104182,sttdutapanisal@gmail.com,www.sttdp.ac.id,-8.158663400000,113.683829100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Kencong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88505B78-D7DF-4C0D-9EE2-7B5AAE33A2B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020849,STAI Al-Falah As-Sunniyah Kencong Jember,70020849,"Jl. Semeru No. 9 Kencong Jember, Jawa Timur",KENCONG,KEC. KENCONG,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,E/139/2000,03-08-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,0336-324249,0336-324249,admin@inaifas.ac.id,inaifas.ac.id,8.272676200000,113.370364700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
