prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Banten,Kota Tangerang Selatan,Ciputat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/943E047B-2B43-454F-9F36-46CB6AE82AF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016167,Akademi Bahasa Asing YPKK Tangerang,70016167,Perum Bukit Cirendeu C 6 No 7 Pisangan Ciputat,SARUA INDAH,KEC. CIPUTAT,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,83/M/KPT/2019,08-03-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,021-7431814,021-7431814,aba_ypkk_tng1@plasa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Ciputat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7204690B-DAD4-48B2-87E0-D94BF66893A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016849,Akademi Refraksi Optisi dan Optometry Gapopin,70016849,Jl. Pondok Aren Raya No. 108A Bintaro Sektor IX Kel. Pondok Aren,KEC. CIPUTAT,KOTA TANGERANG SELATAN,PROV. BANTEN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,140/E/O/2011,07-07-2011,,,Silakan Upload SK,,,0 m2,1.,2.,,021-7314307,021-7314307,aro.penpropindo@gmail.com,www.arogapopin.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Ciputat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/533E6107-58D7-4C36-9020-076BFA295D14,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607724,Institut Teknologi Indonesia,20607724,Jalan Raya Puspiptek Serpong,SARUA,KEC. CIPUTAT,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,1,01-10-1984,,,Silakan Upload SK,,,70.000 m2,1.,2.,,,,,,-6.344197000000,106.675789000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Ciputat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A563A22-EECA-405D-AF94-D089B3826E5E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018284,Institut Teknologi Tangerang Selatan,70018284,,KEC. CIPUTAT,KOTA TANGERANG SELATAN,PROV. BANTEN,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,798/KPT/I/2019,09-09-2019,,,Silakan Upload SK,,,8.780 m2,1.,2.,,,,itts.profile@gmail.com,itts.ac.id,-6.336323400000,106.686120300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Ciputat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ACFE2FEE-90B7-4312-A943-7F991A562E37,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019157,Politeknik Keuangan Negara STAN,70019157,,KEC. CIPUTAT,KOTA TANGERANG SELATAN,PROV. BANTEN,INDONESIA,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,491/E/O/2014,13-10-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,(021)7341653,(021)7361654-58,humas.baak@pknstan.ac.id,www.pknstan.ac.id,-6.268912000000,106.732535000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Ciputat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6B8B2CDD-5B38-4131-8343-3DD56767FD62,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019596,Sekolah Tinggi Agama Islam Muslim Asia Afrika,70019596,,KEC. CIPUTAT,KOTA TANGERANG SELATAN,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,559 tahun 2021,03-05-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Ciputat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A368148A-AB30-435B-900A-BC74D6C3AF68,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019850,Sekolah Tinggi Ilmu Ekonomi Islamiyah,70019850,Jl Ki Hajar Dewantara No 23,SARUA INDAH,KEC. CIPUTAT,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,66DO2004,28-04-2004,,,Silakan Upload SK,,,2.140 m2,1.,2.,,0217409814,0217409814,stie.islamiyah@yahoo.com,stie-islamiyah-ciputat.blogspot.com,-6.307690000000,106.748420000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Ciputat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF05A3B8-D1F5-49AD-8612-083CF25496CA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019883,Sekolah Tinggi Ilmu Ekonomi Paripurna,70019883,Jalan Otista Raya No 36 Ciputat,SARUA,KEC. CIPUTAT,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,754/KPT/I/2018,06-09-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,021 - 29445514,021 - 29445515,admin@stieparipurna.ac.id,www.stieparipurna.ac.id,-6.231097100000,106.684335700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Ciputat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CEC1CB39-C701-4553-BDB4-90FF1C3CE396,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020379,Sekolah Tinggi Tarbiyah Otto Iskandar Dinata Banten,70020379,,KEC. CIPUTAT,KOTA TANGERANG SELATAN,PROV. BANTEN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,403 tahun 2021,07-04-2021,,,Silakan Upload SK,,,"5,000",,2.,,,082110238927,otistabanten@gmail.com,stitotista.ac.id,-6.323780400000,106.670253500000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Banten,Kota Tangerang Selatan,Ciputat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1C4755E0-820F-46B3-B352-D259CFEB027C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020974,"STAI Fatahillah Serpong, Tangerang",70020974,Jl Raya Puspiptek Serpong No.135 (Belakang Masjid Agung Al Mujahidin Serpong),SARUA,KEC. CIPUTAT,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,E/35/200,20-03-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,021 - 75872434,,staifatahillah135@gmail.com,-www.staifatahillah.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
