prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/493D1FB9-B23C-4AE1-8BF1-BAE8BF905D7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69899716,SMPS SABILURRASYAD,69899716,"JALAN KH. ABDUL WAHAB KM. 2 BOJONGGEDE, KECAMATAN NGAMPEL",BOJONGGEDE,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AMANA SABILURRASYAD,AG8186,420/16709/disdikbud,18-09-2019,421.10/338/2015,31-03-2015,Lihat SK Operasional,2020-08-24 20,A,"5,880",1. Lainnya (Satelit),2. Lainnya (Serat Optik),PLN,,0294383054,sabilurrasyadboardingschool@gmail.com,http,-7.001300000000,110.182100000000,21,146,145,10,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Satelit),"32,000",12,1,1,4,0,0,18,12,21,0,0,0,3,18,0,16,5,12,6,2,1,0,0,0,5,16,4,3,3,0,12,0,0,0,1,0,0,,,,,,
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/39D9BE30-965D-40DF-B5A2-3A32F6940AFE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60713104,MIS NU 03 KEBONAGUNG,60713104,Rt. 03 Rw. 03 Kebonagung,KEBONAGUNG,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,,,Wk/5.6/135/Pgm/mi/1990,20-11-1990,Wk/5.6/135/Pgm/mi/1990,20-11-1990,Lihat SK Operasional,2016-04-20 15,B,0,,2.,,,,,,-6.981100000000,110.187300000000,0,119,141,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3F90B94-6470-431A-95DE-F271679F00F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60713103,MIS NU 10 SUDIPAYUNG,60713103,Jl. KAMPIR - SUDIPAYUNG KEC. NGAMPEL-KAB. KENDAL  51357,SUDIPAYUNG,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,,,Wk/5.6/137/Pgm/mi/1990,01-01-1959,Wk/5.6/137/Pgm/mi/1990,20-11-1990,Lihat SK Operasional,2016-12-15 10,B,0,,2.,,,,,,-6.973000000000,110.199300000000,0,122,69,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A035479-DFE6-48CC-B4F9-3461B81E794D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60713102,MIS NU 46 WINONG,60713102,DUREN WINONG,WINONG,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,,,Wk/5.6/136/pgm/m/1990,20-11-1990,Wk/5.6/136/pgm/m/1990,20-11-1990,Lihat SK Operasional,2016-06-14 13,B,0,,2.,,,,,,-7.012500000000,110.175600000000,0,77,77,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1EC8D3CF-0294-47B8-97B3-8D7D49706294,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033448,MTs PP ASSYYAFIIYAH KENDAL,70033448,Jl. Ndoro Sembo KM 2,SUDIPAYUNG,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,SWASTA,MTs,Kementerian Agama,,,,,607 TAHUN 2022,27-05-2022,Silakan Upload SK (link file tidak valid) => [237273-537692-https,2022-09-15 11,,0,,2.,,,,,,.000000000000,.000000000000,0,8,7,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/43419010-9E3D-4A62-B295-D897CC8F17B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70027845,SD AL MUSYAFFA KENDAL,70027845,"Jalan Kampir - Sudipayung, Desa Sudipayung RT 003 RW 005",SUDIPAYUNG,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL MUSYAFFA' KAMPIR,AG8181,421.10.1/3/2022,11-03-2022,420/16852/disdikbud,27-12-2021,Lihat SK Operasional,2022-04-10 08,,"1,548",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdalmusyaffakendal@gmail.com,,-6.977190900000,110.199906900000,4,52,52,4,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Telkomsel Flash,"3,500",4,0,0,2,0,0,8,1,4,0,0,0,0,4,0,3,1,2,0,1,0,1,0,0,2,2,,,,0,4,0,0,0,0,0,0,2,1,1,0,0,0
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/606E1C58-2DF5-E011-9C91-3584B06A43CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20322096,SD NEGERI 1 BANYUURIP,20322096,Banyuurip,BANYUURIP,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/003/X/41/85,01-03-1985,421.2/003/X/41/85,01-03-1985,Lihat SK Operasional,2018-05-15 11,B,"1,480",1. Telkomsel Flash,2. Lainnya,PLN,,,sdnbanyuurip01@gmail.com,,-6.969635000000,110.183638000000,7,60,48,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,350",6,0,0,3,3,4,0,0,5,0,1,1,5,2,0,7,0,0,1,1,3,1,0,1,3,4,,,,0,5,1,0,0,0,0,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0E91B58-2DF5-E011-9E1A-AF309A777CFF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20322440,SD NEGERI 1 NGAMPEL KULON,20322440,JALAN SUNAN AMPEL KM. 3,NGAMPEL KULON,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1965,01-03-1965,421.2/003/X/41/85,01-03-1985,Lihat SK Operasional,2020-08-27 15,B,"1,118",1. 3 (Tri),2. Lainnya (Kabel),PLN,,02943689630,sdnngampelkulon1@gmail.com,,-6.975400000000,110.190700000000,8,96,97,6,SD 2013,Pagi/6 hari,,2022/2023-2,3 (Tri),"1,300",6,0,0,4,4,3,0,1,4,0,4,0,5,3,0,7,1,2,1,1,1,1,1,1,2,6,,,,0,2,4,0,0,0,0,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60B01C58-2DF5-E011-A26D-5D1BEFD5C208,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20322526,SD NEGERI 1 SUDIPAYUNG,20322526,Jln. Ndoro Sembo Sudipayung,SUDIPAYUNG,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,66/SH/V/060511/77,24-05-1977,421.2/003/X/41/85,01-03-1985,Lihat SK Operasional,2017-07-31 09,B,0,,2.,,,02943688983,nidhomudin79@gmail.com,,-6.960925000000,110.207177000000,8,69,63,6,SD 2013,,,2022/2023-2,,,3,0,0,0,2,5,0,1,7,0,1,0,3,5,0,8,0,1,1,5,1,0,0,0,3,5,,,,1,2,0,3,0,0,0,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/003A1C58-2DF5-E011-99CA-294C1B4269BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20322491,SD NEGERI 1 SUMBERSARI,20322491,Jalan Desa Sumbersari,SUMBERSARI,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/003/X/41/85,01-03-1985,421.2/003/X/41/85,01-03-1985,Lihat SK Operasional,2020-08-29 09,B,0,1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,0,,sdn1sumbersariok@gmail.com,http,-6.993100000000,110.172900000000,8,107,80,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",5,0,1,4,3,3,0,2,5,0,1,2,4,4,0,6,2,3,1,0,1,0,1,2,3,5,,,,5,0,0,2,0,0,1,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/901E1C58-2DF5-E011-AAF2-7BF9D843AB41,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20322498,SD NEGERI 1 WINONG,20322498,JL. RAYA WINONG-MAGANGAN,WINONG,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,420/21052/Disdikbud,18-06-1921,420/21052/Disdikbud,01-01-1910,Lihat SK Operasional,2020-08-28 15,B,226,1. Lainnya,2. Lainnya,PLN,,,sdn.01winong@gmail.com,,-7.001900000000,110.163000000000,8,90,75,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,450,6,0,1,2,2,5,0,1,7,0,1,0,3,5,0,7,1,2,3,1,0,1,0,1,3,5,,,,0,6,0,0,0,0,1,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/807B1C58-2DF5-E011-9069-DB74224B12EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20322357,SD NEGERI 2 BANYUURIP,20322357,Jl. KH Abdul Wahab Km. 3,BANYUURIP,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421,01-01-1910,421,01-03-1985,Silakan Upload SK,,B,"2,552",1. Lainnya (Kabel),2. Telkom Speedy,PLN,,,sdn2banyuuripngampel@gmail.com,,-6.964600000000,110.178600000000,8,39,40,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya (Kabel),900,6,0,1,2,4,2,0,2,6,0,2,0,5,3,1,7,0,1,1,3,1,1,1,0,2,6,,,,0,0,6,0,0,0,1,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0111C58-2DF5-E011-A198-A94171DF9DA7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20322339,SD NEGERI 2 JATIREJO,20322339,JALAN PANGERAN MINTONO KM 15,JATIREJO,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,642.2/03/RK/VII/1977,01-03-1977,421.2./003/X/41/85,01-03-1985,Lihat SK Operasional,2020-08-24 20,B,"4,620",1. -,2. Telkomsel Flash,PLN,,,sdnegriduajatirejo@gmail.com,,-7.001300000000,110.182100000000,8,96,79,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,0,5,2,0,1,4,1,1,2,6,2,0,7,1,0,3,0,0,1,0,4,3,5,,,,0,0,6,0,0,1,0,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20F71B58-2DF5-E011-B77B-434D0CFF8CDB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20322392,SD NEGERI 2 NGAMPEL KULON,20322392,"Jalan Raya Sunan Ampel Km 3,5",NGAMPEL KULON,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,24212/0031/4171,01-01-1971,421.2/003/X/41/85,01-03-1985,Lihat SK Operasional,2020-08-28 07,B,"3,950",1. Indosat IM3,2. Telkom Speedy,PLN,,,sdn2ngampelkulon@gmail.com,,-6.984800000000,110.189100000000,7,70,58,6,SD 2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,"1,300",4,0,1,0,3,3,0,1,5,0,1,1,4,3,0,6,1,0,2,3,0,0,1,1,2,5,,,,1,1,2,2,1,0,0,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20471C58-2DF5-E011-8BA2-39C822DA69DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20321718,SD NEGERI 2 SUMBERSARI,20321718,Desa Sumbersari Rt.006/Rw.003,SUMBERSARI,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/003/X/41/85,01-01-1910,421.2/003/X/41/85,01-03-1985,Lihat SK Operasional,2020-08-27 15,B,"2,450",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn2sumbersaringampelkendal@gmail.com,http,-6.985300000000,110.172300000000,9,101,64,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",17,0,2,1,4,4,0,1,6,0,2,1,5,4,1,5,3,3,1,1,1,1,1,1,3,6,,,,6,3,8,0,2,0,0,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B02B1C58-2DF5-E011-9048-0F98D504111B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20321799,SD NEGERI 2 WINONG,20321799,Dusun Krajan RT 02 RW 03,WINONG,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,21.2/003/X/41/85,03-01-1982,01/03/1985,01-01-1910,Lihat SK Operasional,2020-03-24 10,B,0,1. Lainnya,2. Lainnya,PLN,,,lerengseketi@gmail.com,,-7.000300000000,110.170400000000,10,96,104,7,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,899,8,0,0,2,6,3,0,1,6,0,3,1,6,4,0,9,1,1,1,3,2,0,0,3,5,5,,,,0,5,3,1,0,0,0,1,1,1,2,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00541C58-2DF5-E011-ADA6-C5DC7A59CBB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20321605,SD NEGERI 3 SUMBERSARI,20321605,Dk. Tegalpolo Rt 006 Rw 003,SUMBERSARI,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/003/X/41/85,01-01-1910,421.2/003/X/41/85,01-01-1910,Lihat SK Operasional,2017-08-04 09,B,"2,184",1. -,2. Telkomsel Flash,PLN,,,sdn3sumbersaringampel@gmail.com,,-6.985300000000,110.171800000000,7,42,71,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,7,0,1,1,4,2,0,1,4,0,2,1,5,2,0,5,2,0,3,1,0,1,1,1,1,6,,,,0,7,0,0,0,1,0,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0881C58-2DF5-E011-8EC6-152DA4A779BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20321654,SD NEGERI BOJONGGEDE,20321654,Jln. KH. Abdul Wahab,BOJONGGEDE,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,36 Se Propinsi Jateng,29-01-1915,,01-01-1910,Silakan Upload SK,,B,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,0294360535,sdbojonggede@gmail.com,http,-6.960600000000,110.180800000000,8,92,71,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,298",5,0,1,1,3,5,0,0,5,1,1,1,4,4,0,8,0,1,2,1,0,1,0,3,5,3,,,,0,5,0,0,0,1,0,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40A31C58-2DF5-E011-8F9D-81E5E087891B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20321649,SD NEGERI DEMPELREJO,20321649,Jl. Sunan Ampel KM.1,DEMPELREJO,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/003/X/41/85,01-03-1985,421.2/003/X/41/85,01-03-1985,Lihat SK Operasional,2020-08-25 11,B,56,1. Telkom Speedy,2. Telkom Speedy,PLN,,,sddempelrejo@yahoo.com,,-6.958200000000,110.193500000000,6,62,66,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,900,6,0,1,2,4,1,0,1,3,1,1,1,5,1,0,6,0,0,1,2,0,0,0,3,3,3,,,,0,6,0,0,0,1,0,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70611C58-2DF5-E011-991B-3F8F52F932AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20321953,SD NEGERI KEBONAGUNG,20321953,Jalan Pakis Raya KM 2 Kebonagung,KEBONAGUNG,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/21055/Disdikbud,27-08-2020,420/21055/Disdikbud,27-08-2020,Lihat SK Operasional,2020-11-10 13,B,"2,742",1. Lainnya,2. Lainnya,PLN,,,sdkebonagung22@gmail.com,,-6.979800000000,110.182300000000,7,84,70,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,"1,300",6,0,1,1,5,2,0,0,2,0,5,0,5,2,0,7,0,0,0,1,3,2,0,1,1,6,,,,6,0,0,0,1,0,0,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0DC1B58-2DF5-E011-9A12-A56A65FED207,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20321919,SD NEGERI NGAMPEL WETAN,20321919,SUNAN AMPEL KM.2,NGAMPEL WETAN,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/003/X/41/85,01-01-1910,421.2/003/X/41/85,01-03-1985,Lihat SK Operasional,2020-08-26 18,B,"2,185",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdnngampelwetan489@gmail.com,,-6.882500000000,110.158800000000,7,72,63,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,300",6,0,1,0,3,2,0,2,4,0,3,0,5,2,0,6,1,2,1,1,1,0,2,0,4,3,,,,0,0,6,0,0,0,1,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0951C58-2DF5-E011-9095-352AD79C1C67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20321989,SD NEGERI PUTATGEDE,20321989,Jl. Kyai Suropadan,PUTATGEDE,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/003/X/41/85,01-01-1910,421.2/003/X/41/85,01-01-1910,Lihat SK Operasional,2016-08-30 13,B,0,1. XL (GSM),2. Telkom Speedy,PLN,,,Sdputatgede21@gmail.com,,-6.951500000000,110.191300000000,7,98,101,6,SD 2013,Pagi/6 hari,,2022/2023-2,XL (GSM),"1,200",6,0,2,2,4,2,0,1,4,0,3,0,4,3,0,6,1,2,0,1,3,0,0,1,1,6,,,,0,2,4,0,0,0,2,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10DC5B72-D0CF-E111-A908-87A80D601A63,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20321987,SD NEGERI REJOSARI,20321987,Jl. Sunan Ampel Km 4 Rejosari,REJOSARI,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/003/X/41/85,01-03-1985,421.2/003/X/41/85,01-03-1985,Lihat SK Operasional,2018-05-28 09,B,"1,715",1. Telkomsel Flash,2. Telkom Speedy,PLN,,02943689633,sdnrejosari.ngampel@gmail.com,http,-6.991469000000,110.187935000000,7,80,58,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,6,0,1,0,3,3,0,1,4,0,3,0,5,2,0,6,1,2,0,1,0,1,1,2,3,4,,,,0,3,3,0,0,0,1,0,1,1,1,1,1,1
Jawa Tengah,Kab. Kendal,Ngampel,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60494A4D-21FE-E111-987C-FF5C3C41544D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20364874,SMP AL MUSYAFFA,20364874,"Jl. Kampir Sudipayung Ngampel, Kendal",SUDIPAYUNG,KEC. NGAMPEL,KAB. KENDAL,PROV. JAWA TENGAH,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AL MUSYAFFA' KAMPIR,AG8183,421.3/220/Dispendik,01-06-2012,421.3/220/DISPENDIK,01-06-2012,Lihat SK Operasional,2016-10-12 08,A,"7,209",1. Biznet (Kabel),2. Telkom Speedy,PLN & Diesel,0,,smpalmusyaffa@yahoo.com,http,-6.974200000000,110.198500000000,46,549,483,33,SMP 2013,Pagi/6 hari,,2022/2023-2,Biznet (Kabel),"32,000",31,1,1,30,0,0,51,5,46,0,0,0,5,41,0,35,11,12,16,10,3,4,0,1,21,25,11,11,11,0,31,0,2,0,1,0,0,,,,,,
