prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kalimantan Utara,Kab. Bulungan,Peso Hilir,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0023387E-30F5-E011-BCF3-BD255B815870,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402401,SD NEGERI 001 PESO HILIR,30402401,Long Bang Rt.I,LONG BANG,KEC. PESO HILIR,KAB. BULUNGAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"5,400",1. -,2. -,Diesel,0,0,sdn001ph@yahoo.com,,2.812100000000,116.978700000000,8,42,55,6,SD 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,450,6,0,1,0,4,0,0,4,5,2,1,0,1,7,0,5,3,1,0,1,0,2,3,1,5,3,1,1,1,1,1,1,5,1,0,0,0,1,0,0,,,
Kalimantan Utara,Kab. Bulungan,Peso Hilir,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0030387E-30F5-E011-9173-BF944328F97C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402414,SD NEGERI 002 PESO HILIR,30402414,Long Telenjau,LONG TELENJAU,KEC. PESO HILIR,KAB. BULUNGAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1910,,01-01-1910,Silakan Upload SK,,C,800,1. -,2. -,Tidak Ada,0,0,sdn002pesohilir@gmail.com,http,2.829800000000,116.936400000000,6,21,14,5,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,1,1,4,0,0,2,2,3,0,1,2,4,0,5,1,1,0,2,0,1,1,1,2,4,1,1,0,1,1,1,0,6,0,0,1,0,0,0,,,
Kalimantan Utara,Kab. Bulungan,Peso Hilir,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/203D387E-30F5-E011-916B-F703CA0D8890,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402427,SD NEGERI 003 PESO HILIR,30402427,Long Tungu,LONG TUNGU,KEC. PESO HILIR,KAB. BULUNGAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"3,000",1. XL (GSM),2. Telkomsel Flash,PLN,0,,sdn003pesohilir@gmail.com,,2.869500000000,117.460000000000,6,52,54,6,SD 2013,Pagi/6 hari,,2022/2023-2,XL (GSM),6,6,0,0,3,5,0,0,1,1,0,5,0,1,5,0,3,3,1,0,1,0,1,1,2,3,3,1,1,1,1,1,1,4,2,0,0,0,0,0,0,,,
Kalimantan Utara,Kab. Bulungan,Peso Hilir,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/004A387E-30F5-E011-A032-43952DC9B01A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402439,SD NEGERI 004 PESO HILIR,30402439,Naha Aya,NAHA AYA,KEC. PESO HILIR,KAB. BULUNGAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"9,350",1. -,2. -,Diesel,,,sdn004ph@gmail.com,,2.847000000000,116.905500000000,8,53,48,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,500,6,0,0,2,7,0,0,1,1,5,2,0,3,5,0,6,2,0,0,1,1,3,0,3,6,2,1,1,1,1,1,1,0,0,6,0,0,0,0,0,,,
Kalimantan Utara,Kab. Bulungan,Peso Hilir,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D056387E-30F5-E011-8A4F-7B9DD1FDD285,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402452,SD NEGERI 005 PESO HILIR,30402452,Long Lembu,LONG LEMBU,KEC. PESO HILIR,KAB. BULUNGAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"3,125",1. -,2. -,PLN,,,,,2.778500000000,117.089200000000,10,17,17,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,1,3,0,0,7,7,0,2,1,3,7,1,4,5,2,0,3,2,0,1,2,4,6,1,1,1,1,1,1,0,0,6,0,0,0,1,0,,,
Kalimantan Utara,Kab. Bulungan,Peso Hilir,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F063387E-30F5-E011-9EDB-7F6DF687CD64,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402465,SD NEGERI 006 PESO HILIR,30402465,Long Getawan RT.III,LONG TELENJAU,KEC. PESO HILIR,KAB. BULUNGAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,918,1. -,2. -,Tidak Ada,0,0,sdnegeri006pesohilir@gmail.com,,2.768800000000,116.960500000000,4,30,19,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,4,0,0,0,1,0,0,3,3,0,1,0,2,2,0,2,2,1,2,0,1,0,0,0,1,3,1,1,1,1,1,1,2,2,0,0,0,0,0,0,,,
Kalimantan Utara,Kab. Bulungan,Peso Hilir,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D12EF612-30BE-4199-A2B0-8DB8F48E5AF6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69907536,SMP NEGERI 03 SATU ATAP PESO HILIR,69907536,Desa Long Lembu,LONG LEMBU,KEC. PESO HILIR,KAB. BULUNGAN,PROV. KALIMANTAN UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,422/1147/DISDIK-II/2015,05-03-2015,422/1147/DISDIK-II/2015,05-03-2015,Lihat SK Operasional,2015-10-08 09,C,"1,920",1. Indosat IM3,2. Lainnya,PLN,,,satap03pesohilir@yahoo.com,,2.897577500000,116.918800300000,8,11,10,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,900,3,0,0,0,1,4,0,3,7,0,1,0,2,6,0,5,3,1,4,1,0,1,0,1,2,6,,,,,,,3,0,0,0,0,0,0,0,1,1,1
Kalimantan Utara,Kab. Bulungan,Peso Hilir,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E007CF7E-30F5-E011-BF9F-B95C2E231C50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402548,SMP NEGERI 1 PESO HILIR,30402548,Jln. Smp Rt. Iii Naha Aya,NAHA AYA,KEC. PESO HILIR,KAB. BULUNGAN,PROV. KALIMANTAN UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1910,422.8/2231/DISDIKBUD-III/2017,03-03-2017,Silakan Upload SK (link file tidak valid) => [816111-210726-216437-5402720-53097057.PDF],2023-04-17 05,C,"20,010",1. -,2. -,Diesel,,,smpn1_pesohilir@yahoo.co.id,,2.844600000000,116.905500000000,7,43,30,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,800,3,1,1,2,3,2,0,2,5,0,2,0,0,7,0,5,2,2,2,1,2,0,0,0,6,1,,,,,,,0,0,3,0,0,0,1,0,1,1,1
Kalimantan Utara,Kab. Bulungan,Peso Hilir,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3015CF7E-30F5-E011-A300-1B16C68A347F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402576,SMP NEGERI 2 PESO HILIR,30402576,Long Tungu,LONG BANG HULU,KEC. PESO HILIR,KAB. BULUNGAN,PROV. KALIMANTAN UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,422/1882/DISDIK-III/2009,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"10,925",1. -,2. -,PLN,0,0,smpn02ph@gmail.com,,2.844600000000,116.905500000000,4,15,16,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,320",0,1,1,0,3,0,0,1,3,0,1,0,1,3,0,3,1,1,1,2,0,0,0,0,3,1,,,,,,,0,0,0,3,0,1,0,0,1,1,1
Kalimantan Utara,Kab. Bulungan,Peso Hilir,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2022CF7E-30F5-E011-8640-FFA1D0566BB2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30405530,SMP NEGERI 3 PESO HILIR,30405530,JL.SMP,LONG BANG,KEC. PESO HILIR,KAB. BULUNGAN,PROV. KALIMANTAN UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,422/1822/DISDIK-III/2009,17-07-2003,422/1882/DISDIK-III/2009,17-07-2003,Lihat SK Operasional,2022-10-10 14,C,"8,236",1. -,2. -,Tidak Ada,,,smpnphlongbang@gmail.com,,2.896100000000,117.037100000000,7,36,33,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,3,0,0,0,2,2,0,3,5,0,2,0,0,7,0,5,2,2,3,2,0,0,0,0,3,4,,,,,,,0,0,3,0,0,0,0,0,1,1,1
