prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Riau,Kab. Kampar,Kampar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F82BFAD-CCAB-47D8-8A66-A260EB5559EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10499119,MTSN 6 KAMPAR,10499119,JL.MUKHTAR B. NO. 06 SUNGAI TONANG,MUARA JALAI,KEC. KAMPAR UTARA,KAB. KAMPAR,PROV. RIAU,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.377322000000,101.050554000000,0,60,56,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Kampar,Kampar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A07994F9-029D-40A8-9D95-F1909A0DCDA9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10499120,MTSS AS SALAM NAGA BERALIH,10499120,JL. KAB. BANGKINANG SEBERANG - DANAU BINGKUANG KM. 17 NAGA BERALIH,NAGA BERALIH,KEC. KAMPAR UTARA,KAB. KAMPAR,PROV. RIAU,SWASTA,MTs,Kementerian Agama,,,34 Tahun 2010,18-05-2010,34 Tahun 2010,18-05-2010,Lihat SK Operasional,2019-12-19 10,A,0,,2.,,,,,,.345018000000,101.025153000000,0,328,327,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Kampar,Kampar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E299920A-6EE2-4C9B-894D-7A68B8CDC00C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10499121,MTSS DESA SAWAH,10499121,DESA SAWAH,SAWAH,KEC. KAMPAR UTARA,KAB. KAMPAR,PROV. RIAU,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.376300000000,101.099800000000,0,94,109,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Kampar,Kampar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4D0390DD-398A-4ACB-821A-068DF39E1476,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10499123,MTSS KAMPUNG PANJANG,10499123,KAMPUNG PANJANG AIR TIRIS,KAMPUNG PANJANG,KEC. KAMPAR UTARA,KAB. KAMPAR,PROV. RIAU,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.360000000000,101.101900000000,0,55,68,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Kampar,Kampar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E175A65-F8DB-4F15-9123-B2360A787DBC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10499122,MTSS PP.DARUL FATAH,10499122,DSN.TEKATAK PADANG,SUNGAI TONANG,KEC. KAMPAR UTARA,KAB. KAMPAR,PROV. RIAU,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,.389223000000,101.067453000000,0,244,151,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Kampar,Kampar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/195A4DB5-8D9D-47D9-958B-BE4947B41426,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70036925,SD TAHFIZ UTSMAN BIN AFFAN,70036925,Jl. Lintas Bangkinang - Danau Bingkuang Dusun Teratak Padang,SENDAYAN,KEC. KAMPAR UTARA,KAB. KAMPAR,PROV. RIAU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN UTSMAN BIN AFFAN  KAMPAR UTARA,AX9372,NOMOR,19-01-2023,NOMOR,19-01-2023,Lihat SK Operasional,2023-01-27 11,,0,,2.,,,,,,.000000000000,.000000000000,9,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,11,0,9,0,0,0,0,9,0,0,9,6,1,2,0,0,0,0,4,5,,,,,,,,,,,,,,,,,,,
Riau,Kab. Kampar,Kampar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/406A07C9-2FF5-E011-AB4A-8F69DAB3B97E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10494807,UPT SD NEGERI 001 SAWAH,10494807,DESA SAWAH,SAWAH,KEC. KAMPAR UTARA,KAB. KAMPAR,PROV. RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/Dikpora BP/2010/1266,01-01-1929,421/Dikpora-Sekr/12076,29-07-2022,Lihat SK Operasional,2022-09-30 11,A,"3,190",1. Telkomsel Flash,2. -,PLN,,,sdn001tanjungsawah@gmail.com,,.383700000000,101.209100000000,14,59,67,6,Pagi/6 hari,,2022/2023-2,450,9,0,1,2,9,1,0,4,5,2,5,2,6,8,2,11,1,0,0,2,4,2,3,3,5,9,0,0,9,0,0,0,1,0,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
Riau,Kab. Kampar,Kampar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F07807C9-2FF5-E011-88D7-5171C6DC7B2B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10494809,UPT SD NEGERI 002 MUARA JALAI,10494809,MUARA JALAI,MUARA JALAI,KEC. KAMPAR UTARA,KAB. KAMPAR,PROV. RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/Dikpora BP/2010/1266,01-01-1959,421/Dikpora-Sekr/12076,29-07-2022,Lihat SK Operasional,2022-09-30 11,B,"4,640",1. -,2. Telkomsel Flash,PLN,,,sdn002muarajalai@yahoo.co.id,,.372500000000,101.066900000000,9,46,36,6,Pagi/6 hari,,2022/2023-2,0,6,0,1,1,3,0,0,6,6,0,3,0,5,4,1,7,1,1,2,0,3,0,2,1,2,7,6,0,0,0,1,0,0,0,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Riau,Kab. Kampar,Kampar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F08707C9-2FF5-E011-9C5A-2B769CDAD159,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10494810,UPT SD NEGERI 003 SENDAYAN,10494810,TERATAK PADANG SENDAYAN,SENDAYAN,KEC. KAMPAR UTARA,KAB. KAMPAR,PROV. RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/Dikpora BP/2010/1266,02-01-1961,421/Dikpora-Sekr/12076,29-07-2022,Lihat SK Operasional,2022-09-30 11,B,"2,013",1. 3 (Tri),2. Axis,PLN,,,sdn.sendayan003@gmail.com,,.380700000000,101.196600000000,13,28,34,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,0,5,0,0,8,8,1,3,1,3,10,1,9,3,1,2,5,1,2,0,2,4,9,0,0,6,0,1,0,0,0,1,1,1,1,1,1,SD 2013,3 (Tri),,,
Riau,Kab. Kampar,Kampar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/509607C9-2FF5-E011-81E7-25A8372CC71C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10494811,UPT SD NEGERI 004 SUNGAI JALAU,10494811,BALAI JERING DESA SEI JALAU,SUNGAI JALAU,KEC. KAMPAR UTARA,KAB. KAMPAR,PROV. RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,420/Dikpora BP/2010/1266,02-01-1967,421/Dikpora-Sekr/12076,29-07-2022,Lihat SK Operasional,2022-09-30 11,B,"3,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn004sei.jalau@gmail.com,,.368000000000,101.184500000000,12,69,61,6,Pagi/6 hari,,2022/2023-2,900,7,0,1,0,4,1,0,7,8,1,2,1,4,8,1,9,2,0,1,3,3,2,1,2,3,9,7,0,0,0,0,0,1,0,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
