prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Barat,Kab. Sumbawa,Alas Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A61C022A-BA01-42A1-9E0E-EF6288942E89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70006332,SD IT MUTIARA SUNNAH,70006332,RT. 005 RW. 002 DUSUN GONTAR 1,GONTAR,KEC. ALAS BARAT,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN MUTIARA SUNNAH ALAS,AX1005,NOMOR 36,25-08-2020,NOMOR 873/SD/DPMPTSP/2020,07-09-2020,Silakan Upload SK (link file tidak valid) => [488135-147310--],2021-08-09 06,,"3,000",1. Telkomsel Flash,2. -,PLN,,,,,-8.511000000000,116.974000000000,10,17,24,3,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,0,0,0,0,9,2,10,0,0,0,0,10,2,4,4,4,5,1,0,0,0,0,3,7,1,1,1,0,0,0,3,0,0,0,0,0,0,0,,,
Nusa Tenggara Barat,Kab. Sumbawa,Alas Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B09628E2-023C-E111-AAD6-3BA29D4EC5AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50203545,SD NEGERI 1 GONTAR,50203545,Dusun Gaya Baru RT 001 RW 002,GONTAR,KEC. ALAS BARAT,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,31-12-1950,,01-01-1910,Silakan Upload SK (link file tidak valid) => [578080-917763--],2022-01-27 15,A,"2,902",1. -,2. Telkom Speedy,PLN & Diesel,,,sdn1gontar@yahoo.co.id,,-8.511500000000,116.978700000000,10,75,79,7,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,200",6,0,1,2,2,2,0,6,8,1,1,0,2,8,1,9,0,0,0,4,2,2,2,0,3,7,1,1,1,2,1,1,6,0,0,0,1,0,0,0,,,
Nusa Tenggara Barat,Kab. Sumbawa,Alas Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40C028E2-023C-E111-9218-01B69FEF5553,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50203408,SD NEGERI 1 LABUHAN MAPIN,50203408,Jl. Pelabuhan No. 32 Desa Labuhan Mapin,LABUAN MAPIN,KEC. ALAS BARAT,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0,12-05-1951,,01-01-1910,Silakan Upload SK,,B,"2,945",1. -,2. Telkom Speedy,PLN,0,,sdnsatulabuhanmapin@yahoo.com,,-8.518900000000,116.940000000000,15,124,118,11,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,009",7,0,1,2,4,7,0,4,12,0,2,1,3,12,0,14,1,2,2,4,3,1,3,0,6,9,2,1,2,2,2,2,7,0,0,2,1,0,0,0,,,
Nusa Tenggara Barat,Kab. Sumbawa,Alas Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F06928E2-023C-E111-8929-297EDBEF8A86,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50203549,SD NEGERI 1 MAPIN KEBAK,50203549,Mapin Kebak,MAPIN KEBAK,KEC. ALAS BARAT,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,30-11-1916,Silakan Upload SK,,A,"4,051",1. Lainnya,2. Lainnya,PLN,,,sdnegerisatumapinkebak@gmail.com,,-8.550900000000,116.942700000000,14,102,78,7,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,900,8,0,1,2,2,5,0,7,12,1,0,1,2,12,1,12,1,1,3,4,3,1,1,1,4,10,1,1,1,2,1,1,8,0,0,0,1,0,0,0,,,
Nusa Tenggara Barat,Kab. Sumbawa,Alas Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90BB27E2-023C-E111-BA8B-8778D8FB0A58,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50203569,SD NEGERI 2 GONTAR,50203569,Jl. Negara Lintas Tano,GONTAR,KEC. ALAS BARAT,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,31-12-1979,,01-01-1910,Silakan Upload SK,,C,"1,704",1. -,2. Telkom Speedy,PLN,,,sdn2gontar@yahoo.co.id,,-8.512100000000,116.976400000000,11,107,106,8,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,0,0,5,2,0,4,5,1,5,0,6,5,0,11,0,0,0,5,3,2,1,0,6,5,2,1,1,1,2,1,0,0,3,3,0,0,0,0,,,
Nusa Tenggara Barat,Kab. Sumbawa,Alas Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20D428E2-023C-E111-9DA6-D3D18AFC02B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50205239,SD NEGERI 2 LABUHAN MAPIN,50205239,Jln Pelabuhan No 1 Desa Labuhan Mapin Kec. Alas Barat,LABUAN MAPIN,KEC. ALAS BARAT,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,31-12-1969,,01-01-1910,Silakan Upload SK (link file tidak valid) => [411528-598942--],2021-01-20 21,C,"1,960",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn2labmapin@gmail.com,,-8.518700000000,116.939900000000,12,80,80,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,4,4,3,0,5,8,1,2,1,5,7,0,12,0,1,1,3,2,3,1,1,5,7,1,1,1,1,1,1,6,0,0,1,0,1,0,0,,,
Nusa Tenggara Barat,Kab. Sumbawa,Alas Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A08028E2-023C-E111-9FFC-81A9FF992942,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50203428,SD NEGERI 2 MAPIN KEBAK,50203428,Jln. Andona RT.001/RW.003 Dusun Jambu Desa Mapin Kebak Kec. Alas Barat,MAPIN KEBAK,KEC. ALAS BARAT,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,12-12-1978,,01-01-1910,Silakan Upload SK (link file tidak valid) => [751644-374590--],2023-01-06 09,A,"4,400",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,,sdn2mapinkebak17@gmail.com,,-8.551000000000,116.942700000000,13,77,72,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,9,0,1,2,8,0,0,5,6,3,2,2,7,6,1,11,1,0,1,2,3,2,4,1,5,8,1,2,1,1,1,1,9,0,0,0,1,0,0,0,,,
Nusa Tenggara Barat,Kab. Sumbawa,Alas Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40EA28E2-023C-E111-A2A8-3FB3916BF8A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50203429,SD NEGERI 2 MAPIN REA,50203429,Jln. Kempong No. 1 RT. 09 RW. 03,MAPIN REA,KEC. ALAS BARAT,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1976,,01-01-1910,Silakan Upload SK,,B,"5,453",1. Telkomsel Flash,2. Telkom Speedy,PLN,0,,sdn02.mapinrea@gmail.com,,-8.557400000000,116.942800000000,18,60,53,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,0,0,8,0,0,10,10,2,5,1,8,10,1,14,3,1,2,2,5,2,4,2,9,9,1,1,1,1,1,1,3,0,3,0,0,0,0,1,,,
Nusa Tenggara Barat,Kab. Sumbawa,Alas Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/901028E2-023C-E111-AC50-F3FDB4BA6678,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50203574,SD NEGERI 3 GONTAR,50203574,Jln. Panto Layar Desa Gontar Baru,GONTAR BARU,KEC. ALAS BARAT,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,12-12-1982,,01-01-1910,Silakan Upload SK,,B,679,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,mustiadialas@gmail.com,,-8.496300000000,116.971000000000,11,71,87,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,4,7,0,0,4,5,2,4,0,4,7,1,8,2,0,0,7,3,1,0,0,4,7,1,1,1,1,1,1,6,0,0,0,1,0,0,0,,,
Nusa Tenggara Barat,Kab. Sumbawa,Alas Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E05128E2-023C-E111-A01C-757C9741D8D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50203510,SD NEGERI AI JATI,50203510,Al Jati,MAPIN KEBAK,KEC. ALAS BARAT,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0,31-12-1984,,01-01-1910,Silakan Upload SK,,B,"3,000",1. XL (GSM),2. Telkomsel Flash,PLN,0,,sdnaijatialba02@gmail.com,,-8.545300000000,116.940600000000,9,39,27,6,SD 2013,Pagi/6 hari,,2022/2023-2,XL (GSM),450,7,0,1,2,2,3,0,4,8,0,0,1,2,7,1,6,2,0,0,5,2,0,0,2,6,3,1,1,1,1,1,1,7,0,0,0,1,0,0,0,,,
