prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kab. Belu,Lamakmen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B07B0039-033C-E111-82B7-AF74F909F658,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301534,SD INPRES BEISURIK,50301534,Beisurik,MAUDEMU,KEC. LAMAKMEN,KAB. BELU,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,08/HK/2002,02-05-2002,,21-07-2009,Silakan Upload SK (link file tidak valid) => [495265-11844--],2021-08-19 07,C,870,1. -,2. -,PLN,,,sdibeisurik2001@gmail.com,,-9.124200000000,125.039000000000,10,54,50,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",8,0,1,2,6,1,0,3,4,4,2,0,1,9,0,9,1,0,1,3,1,1,3,1,2,8,1,1,1,1,1,1,6,0,2,0,1,0,0,0,,,
Nusa Tenggara Timur,Kab. Belu,Lamakmen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3075FF38-033C-E111-B472-99A05D62DE9C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301528,SD INPRES BUILALU,50301528,Builalu,LAMAK SENULU,KEC. LAMAKMEN,KAB. BELU,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Kemendikbud,01-08-1979,PK.420/PK/723/1X/2022,01-01-1910,Silakan Upload SK (link file tidak valid) => [800055-587229--],2023-03-15 08,B,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdibuilalu@gmail.com,,-9.040500000000,125.157000000000,8,60,42,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,9,0,1,0,5,0,0,3,4,0,3,1,4,4,0,6,2,0,2,2,0,1,2,1,1,7,1,1,1,1,1,1,5,1,3,0,1,0,0,0,,,
Nusa Tenggara Timur,Kab. Belu,Lamakmen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20070039-033C-E111-A4A7-4F0FE254A623,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301471,SD INPRES DUARATO,50301471,Duarato,DUARATO,KEC. LAMAKMEN,KAB. BELU,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-07-1987,PK.420/PK/723/IX/2022,19-09-2022,Lihat SK Operasional,2023-03-16 13,B,"7,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdinpresduarato22@gmail.com,http,-9.108900000000,125.146900000000,8,40,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,930,11,0,1,4,4,2,0,2,5,1,1,1,2,6,0,6,2,0,3,3,0,0,0,2,3,5,1,1,1,1,1,1,11,0,0,0,1,0,0,0,,,
Nusa Tenggara Timur,Kab. Belu,Lamakmen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2016FD38-033C-E111-8376-35E1714EC394,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301474,SD INPRES EKIN I,50301474,Kaukehi,KEWAR,KEC. LAMAKMEN,KAB. BELU,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-08-1982,,01-01-1910,Silakan Upload SK,,B,"88,832",1. -,2. -,PLN,,,sdiekin1@yahoo.com,,-9.049400000000,125.156800000000,8,52,38,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,200",6,0,1,1,4,0,0,4,5,0,3,0,3,5,0,7,1,2,2,3,0,0,0,1,3,5,1,1,1,1,1,1,6,0,0,0,1,0,0,0,,,
Nusa Tenggara Timur,Kab. Belu,Lamakmen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0C8FF38-033C-E111-AFDC-05E38B3C053F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301473,SD INPRES EKIN II,50301473,Dilumil,LAMAK SENULU,KEC. LAMAKMEN,KAB. BELU,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,23/HK/1997,11-03-1997,PK.420/PK/723IX/2022,01-01-1910,Lihat SK Operasional,2023-05-22 12,C,"6,478",1. -,2. Telkomsel Flash,PLN,0,,sdiekin2@gmail.com,,-9.037400000000,125.155400000000,8,35,28,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,2,5,0,0,3,3,0,3,2,6,2,0,8,0,2,2,0,1,1,0,2,3,5,1,1,1,1,1,1,0,0,6,1,0,0,1,0,,,
Nusa Tenggara Timur,Kab. Belu,Lamakmen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80F2FF38-033C-E111-A41D-830760547E9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301497,SD INPRES HOLPARA,50301497,Holpara,FULUR,KEC. LAMAKMEN,KAB. BELU,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,24-07-1986,,28-10-1986,Silakan Upload SK,,C,"10,000",1. -,2. -,PLN,,,sdiholpara7@gmail.com,000,-9.080200000000,125.134000000000,8,26,20,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",8,0,1,0,5,0,0,3,3,2,3,0,1,7,0,5,3,1,1,2,1,0,2,1,3,5,1,1,1,1,1,1,4,0,4,0,1,0,0,0,,,
Nusa Tenggara Timur,Kab. Belu,Lamakmen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20920039-033C-E111-B010-D378DCCB505D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301483,SD INPRES KEWAR,50301483,Kewar,KEWAR,KEC. LAMAKMEN,KAB. BELU,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,SDI.KWR / 421.2 / 04 / VIII / 1982,01-08-1982,PK.420/PK/723/IX/2022,01-01-1910,Lihat SK Operasional,2023-03-29 11,B,"22,000",1. Telkomsel Flash,2. -,PLN,,,m.dedimali@yahoo.com,,-9.091800000000,125.157000000000,10,34,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,0,0,0,0,4,1,0,5,6,1,2,1,3,7,0,4,6,1,2,2,0,1,2,2,3,7,1,1,1,1,1,1,0,0,0,7,0,0,0,1,,,
Nusa Tenggara Timur,Kab. Belu,Lamakmen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00680039-033C-E111-9B83-31B2F1AD5B0D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301589,SD INPRES MANULOR,50301589,Lakus,KEWAR,KEC. LAMAKMEN,KAB. BELU,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,08/HK/2002,02-05-2002,PK.420/PK/723/IX/2022,19-09-2022,Lihat SK Operasional,2022-09-27 21,C,"1,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,sdimanulor20@gmail.com,http,-9.103900000000,125.156400000000,13,24,21,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,200",7,0,0,0,7,0,0,6,9,2,1,1,4,9,1,10,2,2,4,1,2,0,3,1,3,10,1,1,1,1,1,1,5,0,2,1,0,0,0,1,,,
Nusa Tenggara Timur,Kab. Belu,Lamakmen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2033D639-033C-E111-86E2-25E97B0C59C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301368,SDK FULUR I,50301368,BABALAI - FULUR,FULUR,KEC. LAMAKMEN,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan As'tanara,AD1558,PK425/541/IV/2007,01-08-1947,425/541/IV/2007,19-04-2007,Silakan Upload SK,,,225,1. -,2. Telkomsel Flash,PLN,,,sdkfulur15030@gmail.com,,-9.089000000000,125.147200000000,9,55,80,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,7,0,0,0,3,0,2,4,6,1,1,1,2,7,0,6,3,2,0,2,4,0,0,1,1,8,1,1,1,1,1,1,7,0,0,0,0,0,0,1,,,
Nusa Tenggara Timur,Kab. Belu,Lamakmen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9046D639-033C-E111-B678-038AB12C9E7D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301367,SDK FULUR II,50301367,Fulur,FULUR,KEC. LAMAKMEN,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan As'Tanara,AN6593,III/12/43/2007,01-08-1954,PK425/541/IV/2007,19-04-2007,Lihat SK Operasional,2021-08-19 07,B,"3,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdkfulur2@gmail.com,,-9.089700000000,125.131800000000,8,38,38,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,200",6,0,1,2,2,0,3,3,6,0,2,0,1,7,0,6,2,3,1,2,0,0,0,2,2,6,1,1,1,1,1,1,6,0,0,0,1,0,0,0,,,
