prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70584690-2EF5-E011-913C-F529F1364043,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100906,SD NEGERI 1 LUTUENG,10100906,Desa Blang Dalam,BLANG DALAM,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1961,,01-01-1910,Silakan Upload SK,,B,"7,938",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn1lutuengblangdalam@gmail.com,,4.926300000000,96.210900000000,12,79,69,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,8,0,1,0,4,3,0,5,11,0,0,1,3,9,1,9,2,0,5,4,2,0,0,1,2,10,1,1,1,1,1,1,5,3,0,0,0,1,0,0,,,
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00664690-2EF5-E011-9CAD-B92B016D6592,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100942,SD NEGERI 2 LUTUENG,10100942,Desa Lutueng,LUTUENG,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1973,,01-01-1910,Silakan Upload SK,,B,"1,800",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn.2lutueng@gmail.com,,4.908809000000,96.227168000000,11,82,87,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,2,4,3,0,4,9,1,0,1,2,9,1,9,1,1,4,3,1,1,0,1,4,7,1,1,1,1,1,1,0,6,0,0,0,1,0,0,,,
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/608D4690-2EF5-E011-99D9-9BBAFD6D2183,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100936,SD NEGERI ALUE LANDONG,10100936,Alue Landong,MANE,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1978,,01-01-1910,Silakan Upload SK,,B,"4,900",1. -,2. Telkomsel Flash,PLN,,,samiri@gmail.com,,4.995500000000,96.000000000000,14,61,58,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,2,3,3,0,8,13,0,0,1,2,12,3,7,4,0,4,3,4,1,1,1,4,10,1,1,1,1,1,1,0,6,0,0,0,0,1,0,,,
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70A74690-2EF5-E011-BFF1-DF091769469D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100815,SD NEGERI BLANG JAMBO MIE,10100815,Desa Blang Jamboe Mie,BLANG DALAM,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1976,,01-01-1910,Silakan Upload SK,,C,"2,016",1. -,2. Telkomsel Flash,PLN,,,,,5.077500000000,96.098400000000,7,20,18,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,0,2,1,0,4,6,0,1,0,2,5,0,5,2,0,2,1,2,1,0,1,1,6,1,1,1,1,1,1,0,0,6,0,0,0,1,0,,,
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0E94690-2EF5-E011-B3F9-45D9758D5F1C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100846,SD NEGERI COT U JAYA,10100846,Jln. cut baren,LUTUENG,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"5,016",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn.cotujaya@gmail.com,,4.790800000000,96.189600000000,8,37,40,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,320",6,0,1,2,4,1,0,3,6,0,0,2,5,3,0,5,3,0,3,1,2,0,2,0,0,8,1,1,1,1,1,1,6,0,0,0,1,0,0,0,,,
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/609A4690-2EF5-E011-9D92-210D5B2A6174,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100854,SD NEGERI MANE,10100854,Desa Mane,MANE,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1975,,01-01-1910,Silakan Upload SK,,B,"1,609",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnmane@gmail.com,,4.959100000000,96.173800000000,13,113,104,8,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,7,0,1,0,4,3,0,6,12,1,0,0,2,11,0,11,2,1,3,8,1,0,0,0,3,10,1,1,2,2,1,1,0,6,1,0,0,0,1,0,,,
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80C24690-2EF5-E011-85A6-A7C73239D669,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100606,SD NEGERI SIMPANG TURUE,10100606,Jalan Tangse - Geumpang,MANE,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"2,718",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnspturue@gmail.com,,5.028300000000,96.099200000000,12,64,64,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,7,0,0,0,7,0,0,5,10,1,1,0,1,11,1,9,2,1,1,8,2,0,0,0,4,8,1,2,1,1,1,1,0,7,0,0,0,0,0,1,,,
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20804690-2EF5-E011-AF0C-3BF86AE611AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100589,SD NEGERI TURUE CUT,10100589,Turue Cut,TURUE CUT,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1977,,01-01-1910,Silakan Upload SK,,B,"4,000,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,4.787200000000,96.073200000000,9,49,45,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,0,6,0,0,3,5,0,2,2,5,4,0,5,4,2,1,1,1,1,3,0,2,7,1,1,1,1,1,1,6,0,0,0,1,0,0,0,,,
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20DD1491-2EF5-E011-9FB5-05606C7E4C4E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100643,SMP NEGERI 1 M A N E,10100643,Jl. Tangse - Geumpang,MANE,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,183/2004,15-03-2001,,01-01-1910,Silakan Upload SK,,B,"14,300",1. Telkomsel Flash,2. -,PLN,,,smpnegeri1mane@gmail.com,,4.879100000000,96.074400000000,19,58,66,6,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",6,1,1,1,12,1,0,6,16,0,2,1,5,14,0,19,0,4,5,6,2,0,0,2,6,13,,,,,,,6,0,0,0,1,0,0,0,2,2,2
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80861491-2EF5-E011-8FDE-B941C173D5FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100622,SMP NEGERI 2 GEUMPANG,10100622,Jl. Pocut Baren - Lutueng,LUTUENG,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,21 April 1990,21-04-1990,0216/0/1992,05-05-1992,Silakan Upload SK,,B,"4,970",1. -,2. -,PLN,,,geumpangsmpn@gmail.com,http,4.980800000000,96.139300000000,21,31,53,4,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,600,7,1,0,0,11,0,0,10,14,0,5,2,5,16,1,11,9,3,6,2,3,1,4,2,5,16,,,,,,,6,0,1,0,0,0,0,1,2,1,1
Aceh,Kab. Pidie,Mane,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0B257F6-4E00-E211-AD76-31F6FF79B6FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10114225,SMPN 3 MANE,10114225,Desa Mane,MANE,KEC. MANE,KAB. PIDIE,PROV. ACEH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,421/1984/2010,28-07-2010,421/1984/2010,28-07-2010,Silakan Upload SK,,B,"3,906",1. -,2. -,PLN,,,manesmpnegeri@gmail.com,,5.284400000000,95.895000000000,15,39,28,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,5,0,1,0,5,1,0,9,13,0,2,0,2,13,0,14,1,4,2,7,2,0,0,0,4,11,,,,,,,2,0,3,0,1,0,0,0,1,1,1
