prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Utara,Kab. Simalungun,Dolok Pardamean,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60B707D8-2EF5-E011-B92E-8D848D1AE375,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10202867,SD NEGERI 091396 HUTABAYU PANEI,10202867,Sibuntuon,SIBUNTUON,KEC. DOLOK PARDAMEAN,KAB. SIMALUNGUN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,DIKJAR SIMALUNGUN - 1948,12-05-1948,DIKJAR SIMALUNGUN - 1948,12-05-1948,Silakan Upload SK,,B,"4,200",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn091396hutabayupane@gmail.com,,2.818000000000,98.760200000000,8,58,53,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"13,000",7,0,1,2,3,2,0,3,5,1,2,0,5,3,0,7,1,2,1,1,0,1,0,3,3,5,1,1,1,1,1,1,7,0,0,1,1,0,0,0,,,
Sumatera Utara,Kab. Simalungun,Dolok Pardamean,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0DA08D8-2EF5-E011-9D7A-D7CED83ED422,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10202880,SD NEGERI 091400 DOLOK SARIBU,10202880,Dolok Saribu,DOLOK SARIBU,KEC. DOLOK PARDAMEAN,KAB. SIMALUNGUN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,24-07-1956,,01-01-1910,Silakan Upload SK,,B,"8,000",1. Indosat IM3,2. Indosat IM3,PLN,0813,,sd_doloksaribu@yahoo.co.id,http,2.878100000000,98.780900000000,8,97,75,7,SD 2013,Siang/6 hari,,2022/2023-2,Indosat IM3,900,13,0,0,0,3,1,0,4,5,0,3,0,3,5,0,6,2,3,2,0,1,1,0,1,1,7,1,1,1,1,2,1,8,3,2,1,0,0,0,0,,,
Sumatera Utara,Kab. Simalungun,Dolok Pardamean,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0E708D8-2EF5-E011-B97F-CFC9C5C57ADC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10202898,SD NEGERI 091401 PARIKSABUNGAN,10202898,Pariksabungan,PARIK SABUNGAN,KEC. DOLOK PARDAMEAN,KAB. SIMALUNGUN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"7,800",1. Telkomsel Flash,2. Smartfren,PLN & Diesel,,,sdpariksabungan091401@gmail.com,,2.857400000000,98.791000000000,8,69,54,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,12,0,0,0,2,3,0,3,6,0,1,1,3,5,1,6,1,1,3,3,0,0,0,1,1,7,1,1,1,1,1,1,0,4,8,3,0,0,0,0,,,
Sumatera Utara,Kab. Simalungun,Dolok Pardamean,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20F508D8-2EF5-E011-BD7B-13A829171645,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10202897,SD NEGERI 091403 TIGARAS,10202897,SALBE,TOGU DOMU NAULI,KEC. DOLOK PARDAMEAN,KAB. SIMALUNGUN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"1,496",1. Telkomsel Flash,2. -,PLN,,,sd091403tigaras@gmail.com,,3.140200000000,98.833100000000,8,31,25,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Telkomsel Flash,450,12,0,0,2,2,2,0,4,6,1,1,0,2,6,0,5,3,2,2,0,2,0,2,0,2,6,1,1,1,1,1,1,3,9,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Simalungun,Dolok Pardamean,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/100309D8-2EF5-E011-ABAA-A3889C9FB2CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10202896,SD NEGERI 091404 PARBALOHAN,10202896,Parbalohan,TIGARAS,KEC. DOLOK PARDAMEAN,KAB. SIMALUNGUN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,17-07-1974,,01-01-1910,Silakan Upload SK,,B,"2,400",1. Smartfren,2. Telkomsel Flash,PLN,,,sinagainside24@gmail.com,,2.867600000000,98.791500000000,8,53,37,6,SD 2013,Pagi/6 hari,,2022/2023-2,Smartfren,900,12,1,1,2,1,3,0,4,7,0,1,0,2,6,0,2,6,2,1,3,1,0,1,0,2,6,1,1,1,1,1,1,12,0,0,0,1,0,0,0,,,
Sumatera Utara,Kab. Simalungun,Dolok Pardamean,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C01009D8-2EF5-E011-8209-397A276DE402,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10202895,SD NEGERI 091405 SIPINTU ANGIN,10202895,SIPINTU ANGIN,PARIK SABUNGAN,KEC. DOLOK PARDAMEAN,KAB. SIMALUNGUN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,DIKJAR SIMALUNGUN - 1973,07-02-1973,DIKJAR SIMALUNGUN - 1973,07-02-1973,Silakan Upload SK,,B,"4,275",1. Telkomsel Flash,2. -,PLN,,,sd091405sipintuangin@gmail.com,,2.857400000000,98.791000000000,9,81,71,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,2,2,4,0,3,7,0,1,1,3,6,0,9,0,1,2,1,4,0,0,1,1,8,1,1,1,1,1,1,0,0,2,4,0,0,0,0,,,
Sumatera Utara,Kab. Simalungun,Dolok Pardamean,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40D107D8-2EF5-E011-A4B2-21594702C0A4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10260160,SD NEGERI 094096,10260160,Nagori,NAGORI BAYU,KEC. DOLOK PARDAMEAN,KAB. SIMALUNGUN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-07-1974,,01-01-1910,Silakan Upload SK,,C,"4,800",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn094096nagori@gmail.com,http,2.866000000000,98.767400000000,8,54,56,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,950,0,0,0,0,2,1,0,5,6,1,0,1,3,5,0,5,3,3,1,1,1,0,0,2,2,6,1,1,1,1,1,1,0,0,0,12,0,0,0,0,,,
Sumatera Utara,Kab. Simalungun,Dolok Pardamean,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50C407D8-2EF5-E011-B021-CFF6AA9DD863,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10260186,SD NEGERI 094098 SIMP RAJANIHUTA,10260186,Simp Raja Nihuta,BUTTU BAYU PANEI RAJA,KEC. DOLOK PARDAMEAN,KAB. SIMALUNGUN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,10-07-1976,,01-01-1910,Silakan Upload SK,,B,"3,150",1. Smartfren,2. Telkomsel Flash,PLN,,,sdnsimpraj@gmail.com,,2.896000000000,98.847600000000,8,76,62,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Smartfren,450,12,0,0,0,2,2,0,4,6,0,1,1,5,3,0,7,1,3,2,1,0,0,0,2,0,8,1,1,1,1,1,1,8,4,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Simalungun,Dolok Pardamean,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90F707D8-2EF5-E011-A7AE-87C2B71FF24D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10203207,SD NEGERI 094099 SIRUBE-RUBE,10203207,Sirube-rube,SIRUBE-RUBE GUNUNG PURBA,KEC. DOLOK PARDAMEAN,KAB. SIMALUNGUN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/15/III/sd/2017,01-03-2017,,01-01-1910,Lihat SK Operasional,2018-10-15 15,C,"6,160",1. Smartfren,2. Telkomsel Flash,PLN,,,sdnegeri094099siruberube@gmail.com,,2.849600000000,98.818000000000,14,130,119,12,SD 2013,Pagi/6 hari,,2022/2023-2,Smartfren,450,9,0,1,2,4,3,0,7,11,0,3,0,5,9,0,12,2,6,4,1,0,0,2,1,5,9,2,2,2,2,2,2,9,0,0,0,1,0,0,0,,,
Sumatera Utara,Kab. Simalungun,Dolok Pardamean,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/007F08D8-2EF5-E011-BFFE-FF505150D59F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10202383,SD NEGERI 095172 SARAGIH RAS,10202383,Tigaras,TIGARAS,KEC. DOLOK PARDAMEAN,KAB. SIMALUNGUN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"4,343",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,0,sd095172saragihras@gmail.com,,2.837200000000,98.794600000000,9,86,50,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,12,0,0,0,3,1,0,5,6,1,1,1,2,7,0,6,3,3,2,1,1,0,0,2,4,5,1,1,1,1,1,1,0,0,12,3,0,0,0,0,,,
