prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kepulauan Riau,Kota Batam,Bengkong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DB77671C-7DC1-4075-8A2F-66FA568B8A55,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976012,MI AILS SCHOOL,69976012,JL. HANG LEKIR 8 BLOK C2 NO.7 BENGKONG SADAI,SADAI,KEC. BENGKONG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,MI,Kementerian Agama,,,421 TAHUN 2017,25-07-2017,421 TAHUN 2017,25-07-2017,Silakan Upload SK (link file tidak valid) => [-],2018-05-04 08,Tidak Terakreditasi,0,,2.,,,,,,.000000000000,.000000000000,0,38,21,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kepulauan Riau,Kota Batam,Bengkong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/105410BD-31F5-E011-9691-2DC87AA17792,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60706102,MIN 1 BATAM,60706102,Jalan Golden Prawn,BENGKONG LAUT,KEC. BENGKONG,KOTA BATAM,PROV. KEPULAUAN RIAU,NEGERI,MI,Kementerian Agama,Pemerintah Pusat,,137 tahun 1991,11-07-1991,137 tahun 1991,11-07-1991,Lihat SK Operasional,2015-11-03 19,A,0,,2.,,,,,,1.157100000000,104.033800000000,0,450,410,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kepulauan Riau,Kota Batam,Bengkong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BFE5B1DE-1204-45D6-92D5-60F8E18A1E51,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60706104,MIS AL JABAR,60706104,BENGKONG  AL JABAR,BENGKONG INDAH,KEC. BENGKONG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,MI,Kementerian Agama,,,Md.7/4/PP.00.2/153/2002,04-03-2002,Md.7/4/PP.00.2/153/2002,04-03-2002,Lihat SK Operasional,2021-09-16 15,B,0,,2.,,,,,,1.149800000000,104.024800000000,0,59,47,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kepulauan Riau,Kota Batam,Bengkong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB7E7BC0-4D53-4F7C-8D19-CB805D1BEFE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60706103,MIS MIFTAHUL ULUM,60706103,BENGKONG HARAPAN II BLOK L RT. 02 RW. 07,BENGKONG INDAH,KEC. BENGKONG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,MI,Kementerian Agama,,,26 Tahun 2011,01-02-2011,26 Tahun 2011,01-02-2011,Silakan Upload SK (link file tidak valid) => [537271-799044--],2021-11-03 10,A,0,,2.,,,,,,1.152800000000,104.030100000000,0,213,221,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kepulauan Riau,Kota Batam,Bengkong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F584A28-A509-4708-A58E-79218AD349FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60706105,MIS TARBIYATUL HIDAYAH,60706105,Jalan Laksamana Bintan,BENGKONG INDAH,KEC. BENGKONG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,MI,Kementerian Agama,,,28 Tahun 2011,08-02-2011,28 Tahun 2011,08-02-2011,Lihat SK Operasional,2019-10-18 09,B,"4,000",,2.,,,,,,1.144200000000,104.028300000000,0,80,73,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kepulauan Riau,Kota Batam,Bengkong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23C07320-1E8B-4F38-A9AE-65C3204CC56F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40503215,MTSN 1 BATAM,40503215,Jl. Golden Prawn Bengkong - Batam,BENGKONG LAUT,KEC. BENGKONG,KOTA BATAM,PROV. KEPULAUAN RIAU,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,244 Tahun 1993,25-10-1993,244 Tahun 1993,25-10-1993,Lihat SK Operasional,2016-06-28 11,A,0,,2.,,,,,,1.157600000000,104.034500000000,0,523,778,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kepulauan Riau,Kota Batam,Bengkong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4F5E913-0756-4553-8E38-9D971B262C35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40503216,MTSS AL JABAR,40503216,JL. RAYA AL JABAR NO.2,KEC. BENGKONG,KOTA BATAM,PROV. KEPULAUAN RIAU,INDONESIA,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,1.166231000000,104.021841000000,0,36,22,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kepulauan Riau,Kota Batam,Bengkong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/120EF954-CACD-46BF-93CF-085408C5A0D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70039163,SD Batam Integrated Islamic School,70039163,Bengkong Dalam Jl. Sumbawa No.15,TANJUNG BUNTUNG,KEC. BENGKONG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,349/423.4/PSD/II/2018,13-02-2018,07/SD/DPMPTSP-BTM/IV/2023,18-04-2023,Lihat SK Operasional,2023-05-03 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kepulauan Riau,Kota Batam,Bengkong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/107454BD-31F5-E011-A939-091AD82E1CA2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11002464,SD EBEN HAEZER BENGKONG,11002464,Bengkong Palapa II Blok  C  No. 51,TANJUNG BUNTUNG,KEC. BENGKONG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Presbyterian Korea Indonesia,AD0991,502 / 421.2 / DD / III /,01-01-1910,SD.502/421.2/DD/III/2,04-03-2002,Silakan Upload SK,,B,"3,126",1. Telkomsel Flash,2. Linknet,PLN,,0778411981,50ebenhaezer@gmail.com,http,1.159300000000,104.030500000000,22,300,252,18,Sehari Penuh/5 hari,,2022/2023-2,"8,800",18,0,1,2,0,0,23,1,22,0,0,0,4,18,1,16,5,8,3,3,1,1,4,2,5,17,18,0,0,0,1,0,0,0,3,3,3,3,3,3,SD 2013,Telkomsel Flash,,,
Kepulauan Riau,Kota Batam,Bengkong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/604554BD-31F5-E011-9D39-7522D013AFED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11001688,SD EPPATA,11001688,Jalan Sumatera Atas Bengkong Tengah Bengkong Batam,TANJUNG BUNTUNG,KEC. BENGKONG,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Eppata Batam,AJ5431,9139/I09.F5/A8-1993,01-01-1985,No.18YEPB/SD/V/1993,01-01-1910,Lihat SK Operasional,2023-03-10 16,Sertifikat Kedaluwarsa,"3,840",1. -,2. Telkom Speedy,PLN,,0778411613,sdseppata1bengkong@gmail.com,,1.104500000000,104.055400000000,8,56,71,6,Sehari Penuh/5 hari,,2022/2023-2,"13,200",8,1,2,1,0,0,12,0,8,0,0,0,4,4,6,1,1,1,0,0,0,1,0,6,2,6,1,0,7,1,0,2,0,0,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
