prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Barat,Kab. Ciamis,Panawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5C62D950-7ED3-47BE-9ACB-937D949F88B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708436,MIN 6 Ciamis,60708436,DUSUN PALASARI DS. BANGUNJAYA KEC. PANAWANGAN,BANGUNJAYA,KEC. PANAWANGAN,KAB. CIAMIS,PROV. JAWA BARAT,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,5 TAHUN 1975,01-08-1975,515A TAHUN 1995,25-11-1995,Lihat SK Operasional,2021-03-10 20,A,0,,2.,,,,,,-7.107700000000,108.405700000000,0,49,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Ciamis,Panawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44B6E698-9F7E-48C0-AE6C-6AE8C832E0D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708437,MIS KUTAJAYA,60708437,DUSUN NARETEL,KERTAYASA,KEC. PANAWANGAN,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,-12/PT/B/Mdr/H.15/1967.-,12-01-1967,1/10/19/08/052,10-02-1981,Lihat SK Operasional,2021-03-06 07,B,0,,2.,,,,,,-7.102700000000,108.365800000000,0,44,56,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Ciamis,Panawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/828F4E6F-B351-41DF-9867-0E1BD70EF838,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708438,MIS LENGKONG,60708438,Dusun Lengkong,BANGUNJAYA,KEC. PANAWANGAN,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-7.089600000000,108.366800000000,0,21,20,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Ciamis,Panawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4E744CAA-3C1E-47B2-85C5-51793159A0E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708439,MIS SANGHIANG,60708439,Dusun Parigembor Desa Natanegara Kecamatan Panawangan Kabupaten Ciamis,NATANEGARA,KEC. PANAWANGAN,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,Nomor 1208 Tahun 2016,19-12-2016,Nomor 1208 Tahun 2016,19-12-2016,Silakan Upload SK (link file tidak valid) => [430850-170492--],2021-03-20 09,B,0,,2.,,,,,,-7.111100000000,108.421000000000,0,43,30,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Ciamis,Panawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6831826A-E5CC-499F-BFE1-5EEC7C13279F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20278677,MTSS AL-IKHLAS SUSURU,20278677,Dusun Susuru Desa Kertayasa,KEC. PANAWANGAN,KAB. CIAMIS,PROV. JAWA BARAT,INDONESIA,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-7.114000000000,108.348500000000,0,119,117,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Ciamis,Panawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/739F15B2-4A85-453D-8407-C2359A040366,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20278678,MTSS CINYASAG,20278678,Jalan Ciamis-Cirebon No. 503 Dusun Cirikip 005/008,KERTAYASA,KEC. PANAWANGAN,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,784/C/H15/1968,16-12-1968,W.i/1/PP.03.2/428/1992,29-05-1992,Lihat SK Operasional,2021-03-05 06,A,0,,2.,,,,,,-7.095200000000,108.375300000000,0,114,110,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Ciamis,Panawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79D7A34E-426B-4F0E-8061-5CFCBFA16B0D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20278681,MTSS MADINATUNNAJAH,20278681,Jl. Siliwangi Blok Cacaban Rt.011 Rw.004 Dusun Cisapi,KERTAYASA,KEC. PANAWANGAN,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,Kw. 10.4/ 4 / PP.00.5/2312/2011,28-03-2011,Kw. 10.4/ 4 / PP.00.5/2312/2011,28-03-2011,Lihat SK Operasional,2021-03-05 13,B,0,,2.,,,,,,-7.103200000000,108.425800000000,0,22,22,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Ciamis,Panawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58A50E7F-D94A-4842-9DAB-9BE14B5B8356,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20278680,MTSS MULTAZAM,20278680,"Dusun Sindang, Rt 08 Rw 02",NAGARAJAYA,KEC. PANAWANGAN,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,Wi/I/PP.00.5/1776/2000,31-07-2000,Wi/I/PP.00.5/1776/2000,31-07-2000,Silakan Upload SK (link file tidak valid) => [426619-30360--],2021-03-04 12,B,0,,2.,,,,,,-7.133600000000,108.424600000000,0,56,71,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Ciamis,Panawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58882FD2-11B0-4344-8CE4-632538654F6C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60727390,MTSS NAGARAPAGEUH,60727390,Jl. Nagarapageuh-Panawangan No.46  Rt. 07/02,NAGARAPAGEUH,KEC. PANAWANGAN,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,393/C/H.15/1968,12-06-1968,878 Tahun 2016,05-09-2016,Lihat SK Operasional,2021-03-05 06,,0,,2.,,,,,,-7.103600000000,108.401400000000,0,26,29,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Ciamis,Panawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/32ED8F8F-1588-4C22-8BF7-1B61F68D5219,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20278679,MTSS PANAWANGAN,20278679,Jl. Raya Pusparaya No. 01 Dusun Kaliwon Rt. 002 Rw. 005,SAGALAHERANG,KEC. PANAWANGAN,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,1A/KPTS/Thn1967,09-11-1967,403/PT/P.G.A/B-15/1967,13-11-1967,Lihat SK Operasional,2021-03-04 11,A,0,,2.,,,,,,-7.120000000000,108.384400000000,0,92,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
