prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kab. Sumba Timur,Paberiwai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/003B5939-033C-E111-98FC-93A1E9A6A6F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50303872,SD INPRES KANANGGAR,50303872,Kananggar,KANANGGAR,KEC. PABERIWAI,KAB. SUMBA TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,19.022.2/15/6/1981,01-04-1978,204/PK.421.1/1.644/VII/20,10-07-2008,Silakan Upload SK,,B,"12,720",1. Telkomsel Flash,2. Telkom Speedy,Diesel,,,sdikananggar20@gmail.com,,-10.044400000000,120.377300000000,7,39,36,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,200",6,0,1,2,4,0,0,3,3,0,4,0,0,7,0,5,2,0,1,3,0,2,1,0,1,6,1,1,1,1,1,1,4,2,0,2,1,0,0,0,,,
Nusa Tenggara Timur,Kab. Sumba Timur,Paberiwai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70605A39-033C-E111-B446-378C06FB338C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50303868,SD INPRES KARERA JANGGA,50303868,Karera Jangga,KARERA JANGGA,KEC. PABERIWAI,KAB. SUMBA TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,204/PK.421.1/1.644/VII/2008,01-07-1984,204/PK.421.1/1.644/VII/2008,10-07-2008,Lihat SK Operasional,2023-01-31 08,C,"1,200",1. Lainnya,2. Telkomsel Flash,Lainnya,,,sdikarerajangga1984@gmail.com,,-10.098000000000,120.380900000000,6,38,22,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,"1,300",4,0,1,0,4,0,0,2,4,1,1,0,2,4,0,5,1,0,0,5,1,0,0,0,4,2,1,1,1,1,1,1,1,0,3,2,0,1,0,0,,,
Nusa Tenggara Timur,Kab. Sumba Timur,Paberiwai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80B686E3-023C-E111-9E5C-99CD8A023192,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50303924,SD INPRES PANJIR,50303924,Panjir,MEHANG MATA,KEC. PABERIWAI,KAB. SUMBA TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,No,01-01-1978,01 JANUARI 1978,09-05-1981,Silakan Upload SK,,C,"39,300",1. Lainnya,2. Lainnya,PLN,,,umbu.andhy@gmail.com,,-10.024800000000,120.406900000000,4,48,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,"1,200",6,0,0,1,1,1,0,2,4,0,0,0,3,1,0,3,1,0,1,3,0,0,0,0,1,3,1,1,1,1,1,1,0,6,0,0,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Sumba Timur,Paberiwai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50135A39-033C-E111-AA30-1BCBCC488A4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50303894,SD INPRES WINUMURU,50303894,Lai Dundang,WINU MURU,KEC. PABERIWAI,KAB. SUMBA TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,022.2/2737/83,01-03-1983,204/PK.421/1/1.644/VII/2008,01-03-1983,Lihat SK Operasional,2023-05-01 09,C,"200,000",1. -,2. -,PLN,,,sdiwinumuruu@gmail.com,,-10.098700000000,120.190400000000,6,67,52,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,0,0,5,0,0,1,1,3,2,0,1,5,0,3,3,0,1,1,2,1,0,1,2,4,1,1,1,1,1,1,0,0,3,3,0,0,0,1,,,
Nusa Tenggara Timur,Kab. Sumba Timur,Paberiwai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/402F03E4-023C-E111-9DF8-57A63A7C04CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50303903,SD MASEHI KANANGGAR,50303903,Kananggar,KANANGGAR,KEC. PABERIWAI,KAB. SUMBA TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERSEKOLAHAN MASEHI DI SUMBA ( YAPMAS ),AM5614,Ksr.021.1/1122/82,10-07-2008,204/PK.421.1/1.644/VII/2008,10-07-2008,Lihat SK Operasional,2022-03-18 10,B,"9,600",1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,sdmkananggar02@gmail.com,,-10.045100000000,120.361700000000,6,42,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,2,3,0,0,3,3,0,3,0,2,4,0,3,3,0,1,2,1,0,1,1,4,2,1,1,1,1,1,1,0,2,4,0,0,0,1,0,,,
Nusa Tenggara Timur,Kab. Sumba Timur,Paberiwai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0474C3A-033C-E111-BDF5-F902BC886965,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50303865,SD NEGERI KARERA JANGGA,50303865,Karera Jangga,KARERA JANGGA,KEC. PABERIWAI,KAB. SUMBA TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,130 Tahun 1969,01-01-1969,228/PPO.503/1.259/IV/2014,11-04-2014,Lihat SK Operasional,2022-03-14 08,,"15,621",1. -,2. -,Lainnya,,,sdnkj@gmail.com,,-10.063000000000,120.378000000000,6,64,50,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,1,0,0,5,5,0,1,0,3,3,0,5,1,0,1,4,1,0,0,0,4,2,1,1,1,1,1,1,1,0,0,5,0,0,0,1,,,
Nusa Tenggara Timur,Kab. Sumba Timur,Paberiwai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/801A5839-033C-E111-AF1F-8F6E775A9192,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50303730,SD NEGERI LA AU,50303730,La Au,PRAI MBANA,KEC. PABERIWAI,KAB. SUMBA TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-11-1954,19 TAHUN 1981,01-01-1910,Silakan Upload SK,,C,"800,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-9.754600000000,119.982400000000,7,94,69,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,1,1,4,0,0,3,3,3,1,0,0,7,0,0,7,0,1,2,1,1,0,2,2,5,1,1,1,1,1,1,0,4,2,0,0,0,1,0,,,
Nusa Tenggara Timur,Kab. Sumba Timur,Paberiwai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50425839-033C-E111-A910-BDEEFA74CB4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50303727,SD NEGERI LAI MAHI,50303727,Lai Mahi,MEHANG MATA,KEC. PABERIWAI,KAB. SUMBA TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-08-1963,19 TAHUN 1981,01-01-1981,Silakan Upload SK (link file tidak valid) => [770108-12393--],2023-02-05 22,C,"5,548",1. Telkomsel Flash,2. Telkomsel Flash,Lainnya,,,sdnlaimahi@gmail.com,,-10.013800000000,120.371900000000,6,27,20,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,500",6,0,1,2,3,1,0,2,3,2,1,0,1,5,0,2,4,0,0,1,2,0,0,3,3,3,1,1,1,1,1,1,0,2,4,0,0,0,1,0,,,
Nusa Tenggara Timur,Kab. Sumba Timur,Paberiwai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C15B228-569B-4EFA-AA13-56B8D6848AE1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69855660,SD NEGERI LAIHOBU,69855660,DESA KANANGGAR,KANANGGAR,KEC. PABERIWAI,KAB. SUMBA TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,228/PP0.503/1.259/IV/2014,01-01-1900,228/PPO.503/1.259/IV/2014,11-04-2014,Lihat SK Operasional,2014-09-03 20,B,"150,000",1. -,2. -,Tidak Ada,,,sdnlaihobu@gmail.com,,-10.058900000000,120.405000000000,7,52,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,2,0,0,0,1,1,0,5,6,0,1,0,1,6,0,3,4,1,2,1,2,0,0,1,2,5,1,1,1,1,1,1,0,2,0,4,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Sumba Timur,Paberiwai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0784C3A-033C-E111-BC2F-07FD0470B5E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50303812,SD NEGERI LAITAKU,50303812,Laitaku,LAI TAKU,KEC. PABERIWAI,KAB. SUMBA TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,130,22-07-1980,,01-01-1910,Lihat SK Operasional,2023-01-31 09,C,"28,000",1. Telkomsel Flash,2. Telkomsel Flash,Tenaga Surya,,,sdnlaitaku@yahoo.com,,-10.041810000000,120.419365000000,4,39,49,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,0,0,2,1,0,1,2,1,1,0,3,1,0,1,3,0,1,1,2,0,0,0,3,1,1,1,1,1,1,1,0,0,6,0,0,0,0,0,,,
