prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Papua Barat,Kab. Kaimana,Teluk Arguni Bawah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C04149D2-31F5-E011-ACE1-79A8B92BB37F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401572,SD INPRES NAGURA,60401572,Kampung Nagura,NAGURA,KEC. TELUK ARGUNI BAWAH,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"10,000",1. -,2. -,Tenaga Surya,,,sd_nagura@gmail.com,,-3.357900000000,133.646300000000,7,26,18,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,0,2,4,0,0,3,5,1,1,0,3,4,0,4,3,4,0,0,1,1,1,0,2,5,1,1,1,1,1,1,6,0,0,0,0,0,0,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Bawah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90EB48D2-31F5-E011-A38F-E3708D77E519,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401574,SD INPRES SERARAN,60401574,Kampung Seraran,NAGURA,KEC. TELUK ARGUNI BAWAH,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0,01-01-1910,,01-01-1910,Silakan Upload SK (link file tidak valid) => [560798-147279--],2021-12-28 18,C,"5,000",1. -,2. XL (GSM),Diesel,0,0,sd_seraran@gmail.com,,-3.518700000000,133.565400000000,5,16,24,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",6,0,0,0,3,2,0,0,4,1,0,0,3,2,0,4,1,2,1,1,1,0,0,0,1,4,1,1,1,1,1,1,0,0,6,0,0,0,0,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Bawah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/005049D2-31F5-E011-907E-51A3FDBECBA3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401578,SD INPRES TANUSAN,60401578,Kampung Tanusan,AGERWARA,KEC. TELUK ARGUNI BAWAH,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK (link file tidak valid) => [589819-862979--],2022-02-11 11,C,"15,000",1. -,2. Telkomsel Flash,Diesel,,,sdinprestanusan@gmail.com,,-3.284700000000,133.511200000000,3,28,30,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",10,0,0,2,3,0,0,0,1,1,1,0,1,2,0,2,1,0,2,1,0,0,0,0,1,2,1,1,1,1,1,1,0,0,10,0,0,0,0,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Bawah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0F948D2-31F5-E011-B7FA-41992AF60B78,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401580,SD INPRES UKIARA,60401580,Kampung Ukiara,UKIARA,KEC. TELUK ARGUNI BAWAH,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"15,000",1. -,2. Telkomsel Flash,Diesel,,,sdinpresukiara@gmail.com,,-2.981600000000,134.100500000000,4,28,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",0,0,0,0,3,0,0,1,2,2,0,0,0,4,2,2,0,0,1,2,0,0,1,0,0,4,1,1,1,1,1,1,0,0,0,6,0,0,0,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Bawah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/702206EC-8CFE-E111-A170-FBFCFFC139AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69772593,SD NEGERI MANGGERA,69772593,KAMPUNG MANGGERA,MANGGERA,KEC. TELUK ARGUNI BAWAH,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,425.11/126/2013,25-07-2013,425.11/126/2013,25-07-2013,Silakan Upload SK (link file tidak valid) => [655760-294305--],2022-07-21 08,C,"10,000",1.,2.,Diesel,,,,,-3.085500000000,133.655600000000,7,59,71,6,SD 2013,Pagi/6 hari,,2022/2023-2,XL (GSM),"2,300",6,0,0,0,1,0,0,6,6,0,1,0,1,6,0,4,3,3,1,3,0,0,0,0,5,2,1,1,1,1,1,1,0,0,6,0,0,0,0,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Bawah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6020DF77-5FF3-E211-9651-8BB384D36C6F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69772594,SD NEGERI SUMUN,69772594,Kampung Sumun,WAROMI,KEC. TELUK ARGUNI BAWAH,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,425.11/126/2013,25-07-2013,420/2168/DP/2013,25-07-2013,Lihat SK Operasional,2023-02-13 11,C,"5,000",1.,2.,Diesel,,,,,-3.229900000000,133.799600000000,3,30,29,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",6,0,0,1,1,2,0,0,3,0,0,0,3,0,0,3,0,1,2,0,0,0,0,0,3,0,1,1,1,1,1,1,0,0,6,0,0,0,0,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Bawah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E185FC25-6425-42EE-A445-8F4991142619,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69892723,SD Negeri Waromi,69892723,Kampung Waromi,WAROMI,KEC. TELUK ARGUNI BAWAH,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,425.11/58/III/2015,04-03-2015,420/731/DP/2015,26-03-2015,Lihat SK Operasional,2015-03-27 14,C,"10,000",1. -,2. XL (GSM),Diesel,,,sdn.waromi@gmail.com,,-3.357900000000,133.646300000000,3,18,15,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,000",3,0,0,0,1,0,0,2,3,0,0,0,0,3,0,3,0,0,0,2,0,0,1,0,0,3,1,1,1,1,1,1,3,0,0,0,0,0,0,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Bawah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/004E73D2-31F5-E011-A309-8B173B5AF494,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401588,SD YPK BARARI,60401588,Kampung Barari / Urisa,U R I S A,KEC. TELUK ARGUNI BAWAH,KAB. KAIMANA,PROV. PAPUA BARAT,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Kristen di Tanah Papua,AM7017,DCZ-120,16-01-1959,,01-01-1910,Silakan Upload SK,,C,"10,000",1. -,2. -,Diesel,,,sd_barari@gmail.com,,-3.323500000000,133.897200000000,1,29,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,500",0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,6,0,0,0,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Bawah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/709875D2-31F5-E011-AD90-8BA7857D1542,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401593,SD YPK INARI,60401593,Kampung Inari,I N A R I,KEC. TELUK ARGUNI BAWAH,KAB. KAIMANA,PROV. PAPUA BARAT,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Kristen,AM7011,07/01/1947,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"5,000",1. -,2. XL (GSM),Diesel,,,sdypkinari@gmai.com,,-3.329700000000,133.496400000000,1,20,16,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,5,0,0,0,0,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Bawah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80E472D2-31F5-E011-8E5C-D399DC29E90D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401599,SD YPK MANDIWA,60401599,Kampung Ruara,RUARA,KEC. TELUK ARGUNI BAWAH,KAB. KAIMANA,PROV. PAPUA BARAT,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,"2 1 /SK,PSW-YPK/KMN/X/2022",02-09-2022,900/3883/DPPO/2022,02-09-2022,Lihat SK Operasional,2023-02-14 09,C,"10,000",1. -,2. -,Diesel,,,sdypkmandiwa@gmail.com,,-3.319600000000,134.061000000000,2,22,27,6,SD 2013,Malam/6 hari,,2022/2023-2,Tidak Ada,300,4,0,1,2,2,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,1,0,0,1,2,0,1,1,1,1,1,1,2,0,2,2,0,0,1,0,,,
