prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Utara,Kota Tomohon,Tomohon Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6037E5AC-30F5-E011-BA06-61F1827CFD09,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103239,SD GMIM 2 TARATARA,40103239,Lingkungan Tiga,TARATARA TIGA,KEC. TOMOHON BARAT,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,KEP. 268/I 16.6/Ic 90,01-08-1962,KEP. 268/I 16.6/Ic 90,01-08-1962,Lihat SK Operasional,2019-02-06 08,A,"2,295",1. Telkom Speedy,2. Telkom Speedy,PLN,,0431355463,gmimiitaratara@gmail.com,http,1.316395000000,124.782646700000,7,71,50,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,900,6,0,1,3,6,0,1,1,1,1,5,0,6,1,0,7,0,0,0,0,1,1,1,4,1,6,1,1,1,1,1,1,0,0,6,0,0,0,1,0,,,
Sulawesi Utara,Kota Tomohon,Tomohon Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50B7A7AC-30F5-E011-B274-0DE043E15FD7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103228,SD GMIM 2 WOLOAN,40103228,"Jalan Woloan, no. 24, Lingkungan 5, Kelurahan Woloan 2, Kota Tomohon",WOLOAN DUA,KEC. TOMOHON BARAT,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,KEP. 268 / I 16 . 6 / Ic 90,01-08-1964,KEP. 268 / I 16 . 6 / Ic 90,01-08-1964,Lihat SK Operasional,2023-04-09 04,A,"2,400",1. -,2. Telkom Speedy,PLN,085824213110,,sdgmim2w@gmail.com,,1.317400000000,124.808078300000,10,52,50,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"2,200",6,0,1,7,7,0,2,1,4,0,3,3,8,2,0,10,0,1,0,1,1,1,2,4,0,10,1,1,1,1,1,1,0,1,5,0,0,0,1,0,,,
Sulawesi Utara,Kota Tomohon,Tomohon Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0094E5AC-30F5-E011-8D42-3F44AF253493,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103223,SD GMIM 3 WOLOAN,40103223,Lingkungan 3,WOLOAN TIGA,KEC. TOMOHON BARAT,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,01/F/I/I-1982,01-11-1981,01/F/I/I-1982,01-11-1982,Silakan Upload SK (link file tidak valid) => [433901-650890--],2021-03-30 22,A,"562,500",1. -,2. Lainnya (Serat Optik),PLN,085299882889,,sdgmim3woloan3@gmail.com,,1.316400000000,124.801500000000,8,31,30,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,2,8,0,1,0,0,4,2,2,6,2,0,6,2,0,0,0,0,0,2,6,1,7,1,1,1,1,1,1,0,0,6,0,0,0,1,0,,,
Sulawesi Utara,Kota Tomohon,Tomohon Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/802AE5AC-30F5-E011-8605-53871C15DCD5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103235,SD GMIM I TARATARA,40103235,Jalan Raya Tomohon- Tanawangko,TARATARA DUA,KEC. TOMOHON BARAT,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,KEP. 268/I 16.6/Ic 90,01-08-1960,KEP. 268/I 16.6/Ic 90,25-09-1990,Lihat SK Operasional,2020-09-01 06,A,"2,590",1. Lainnya,2. Lainnya (Kabel),PLN,,,sdgmim1taratara@gmail.com,,1.319060000000,124.776323300000,7,59,58,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"1,300",2,0,1,8,4,0,1,2,3,0,1,3,5,2,0,5,2,0,2,1,0,0,2,2,1,6,1,1,1,1,1,1,0,1,1,4,0,1,0,0,,,
Sulawesi Utara,Kota Tomohon,Tomohon Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00AAA7AC-30F5-E011-99FA-35378039D063,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103237,SD GMIM I WOLOAN,40103237,Woloan satu,WOLOAN SATU,KEC. TOMOHON BARAT,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,KEP. 268/I 16.6/Ic 90,25-09-1990,KEP. 268/I 16.6/Ic 90,25-09-1990,Lihat SK Operasional,2021-08-26 10,A,"1,144",1. -,2. Telkom Speedy,PLN,085256395884,,sdgmim1woloan1@gmail.com,,1.318453300000,124.815241700000,10,74,83,8,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,0,9,0,1,5,7,0,3,1,3,1,4,2,7,3,0,8,2,2,0,0,0,1,4,3,2,8,2,1,1,1,1,2,4,0,5,0,0,0,1,0,,,
Sulawesi Utara,Kota Tomohon,Tomohon Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20ECBBAC-30F5-E011-B216-55B18E215C00,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103246,SD INPRES TARATARA 1,40103246,Taratara,TARATARA,KEC. TOMOHON BARAT,KOTA TOMOHON,PROV. SULAWESI UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"1,440",1. -,2. Lainnya (Serat Optik),PLN,,,sdinprestaratarasatu@gmail.com,,1.322781700000,124.774763300000,9,33,35,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"2,200",7,0,1,0,6,0,0,3,4,0,5,0,6,3,0,9,0,1,0,1,3,1,2,1,2,7,1,1,1,1,1,1,0,0,7,0,0,0,1,0,,,
Sulawesi Utara,Kota Tomohon,Tomohon Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/506FBCAC-30F5-E011-81D9-8953B45ACF25,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103245,SD INPRES TARATARA II,40103245,Lingkungan 4,TARATARA DUA,KEC. TOMOHON BARAT,KOTA TOMOHON,PROV. SULAWESI UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1983,,01-01-1910,Silakan Upload SK,,A,"3,200",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,085696680356,,sdinpresdua@gmail.com,,1.319670400000,124.780145700000,9,34,45,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"2,200",6,1,1,2,5,0,0,4,4,0,5,0,6,3,0,9,0,1,1,0,1,2,3,1,3,6,1,1,1,1,1,1,0,0,6,0,0,0,1,0,,,
Sulawesi Utara,Kota Tomohon,Tomohon Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E047BCAC-30F5-E011-8D7D-E1CF2CF35E13,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103250,SD INPRES WOLOAN 2,40103250,Lingkungan I,WOLOAN DUA,KEC. TOMOHON BARAT,KOTA TOMOHON,PROV. SULAWESI UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1982,01-07-1982,Kep.268/I 16.6/Ic 90,25-09-1990,Silakan Upload SK (link file tidak valid) => [801231-294336--],2023-03-16 13,B,"2,597",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,0431351069,inpreswoloan@yahoo.co.id,,1.317033300000,124.810673300000,9,46,31,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya (Serat Optik),0,1,0,1,2,8,0,0,1,2,2,3,2,6,3,0,9,0,0,1,0,2,2,2,2,1,8,1,1,1,1,1,1,0,1,0,5,0,1,0,0,,,
Sulawesi Utara,Kota Tomohon,Tomohon Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E079E5AC-30F5-E011-AD02-DB98D4222F6C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103178,SD KATOLIK 2 ST YOSEPH WOLOAN,40103178,Lingkungan 2,WOLOAN SATU,KEC. TOMOHON BARAT,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN KATOLIK KEUSKUPAN MANADO,AC4290,156/D.2-XI/91,01-08-1965,268/I 16.6/ IC 90,25-09-1991,Silakan Upload SK,,B,"1,295",1. Telkom Speedy,2. Telkom Speedy,PLN,081340608610,,sdkatolik2woloan1@gmail.com,http,1.319086700000,124.813538300000,6,48,44,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"2,200",7,0,1,3,5,0,0,1,1,1,3,1,5,1,0,6,0,0,1,0,1,1,1,2,0,6,1,1,1,1,1,1,0,0,7,0,0,0,1,0,,,
Sulawesi Utara,Kota Tomohon,Tomohon Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0FDA7AC-30F5-E011-AF5E-B7FA819BFCD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103179,SD KATOLIK 3 WOLOAN,40103179,Lingk VII,WOLOAN TIGA,KEC. TOMOHON BARAT,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN KATOLIK KEUSKUPAN MANADO,AC4290,01/09/1976,01-01-1975,268/I16.1/Ic.90,25-09-1990,Silakan Upload SK (link file tidak valid) => [364209-937621--],2020-09-01 06,A,"2,989",1. -,2. Lainnya (Serat Optik),PLN,,,sdkatolik3woloan3@gmail.com,,1.316057000000,124.798628000000,6,52,42,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"2,200",8,0,1,8,6,0,1,0,1,1,2,2,5,1,1,5,0,0,0,0,0,2,2,2,0,6,1,1,1,1,1,1,5,0,3,0,1,0,0,0,,,
