prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kuanfatu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0E9BA39-033C-E111-90A2-E1581BBFC4AF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300769,SD GMIT BASMUTI,50300769,Kuanfatu,OLAIS,KEC. KUANFATU,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YAPENKRIS AGAPE,AJ3844,43/II.2/I-C/2010,01-08-1947,,01-01-1910,Silakan Upload SK,,B,"2,025",1. -,2. -,PLN,,,,,-10.010400000000,124.407700000000,11,93,63,7,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",9,0,0,2,5,0,3,4,7,3,1,0,1,10,1,3,7,1,3,2,0,0,2,3,4,7,1,1,1,1,1,2,0,5,4,0,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kuanfatu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60A9BA39-033C-E111-AC10-87FBC70E4987,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300770,SD GMIT KAKAN,50300770,Kakan,KUANFATU,KEC. KUANFATU,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Yupenkris Gmit,AH7970,191/YAP-AGP/G/Mei/2023,01-08-1957,DIKBUD.06.02.03/47/2023,01-08-1957,Silakan Upload SK (link file tidak valid) => [827185-514296--],2023-05-30 19,,"30,000",1. -,2. -,PLN,,,sdgmitkakan@gmail.com,http,-10.014000000000,124.448200000000,7,83,80,7,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,200",8,0,1,0,1,0,1,5,6,0,1,0,1,6,0,4,3,0,2,2,1,0,1,1,1,6,2,1,1,1,1,1,8,0,0,0,0,1,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kuanfatu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5058BA39-033C-E111-B6B0-7D155CE501FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300795,SD GMIT KUANFATU,50300795,Jalan Leno Babys,KUANFATU,KEC. KUANFATU,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,153/II.2/I-C/2019,01-08-1912,DIKBUD 06.03.02/28/2019,29-03-2019,Lihat SK Operasional,2023-04-17 04,,"9,460",1. Lainnya,2. -,PLN,,,sdgkuanfatu@yahoo.com,,-10.024600000000,124.438400000000,8,43,32,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,900,4,0,1,2,3,0,1,5,5,2,1,0,1,7,0,6,2,1,3,0,1,0,1,2,1,7,1,1,1,1,1,1,0,4,0,2,0,0,1,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kuanfatu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E038BA39-033C-E111-883D-5B021C978975,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300796,SD GMIT KUSI,50300796,KUSI,KUSI UTARA,KEC. KUANFATU,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,93/II.2/I-C/2012,06-04-1993,,01-01-1910,Silakan Upload SK,,,"4,717",1. -,2. -,Tidak Ada,,,sdgmitkusi@gmail.com,,-10.026400000000,124.463700000000,4,77,72,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,1,1,0,0,1,4,4,0,0,0,1,3,0,0,4,2,0,1,0,0,0,1,1,3,1,1,1,1,1,1,0,3,3,0,0,1,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kuanfatu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A007BB39-033C-E111-9F97-6FA95EAE3AD3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300797,SD GMIT LASI,50300797,Jl.Antoin Nabuasa-Lasi,LASI,KEC. KUANFATU,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YAPENKRIS AGAP SOE,AJ3794,30 GS Lasi,01-08-1945,,01-08-1947,Silakan Upload SK,,,"75,000",1. Smartfren,2. Telkomsel Flash,PLN,,,sdgmit.lasi@yahoo.co.id,,-9.974500000000,124.452900000000,4,42,32,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,"1,300",6,0,0,0,0,0,3,2,4,0,0,0,1,3,0,0,4,0,1,0,0,2,0,1,2,2,1,1,1,1,1,1,6,0,0,0,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kuanfatu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0CBBA39-033C-E111-9E5D-37A456D110C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300780,SD GMIT NIFUSENE,50300780,Basmuti,KUANFATU,KEC. KUANFATU,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,187/YAP-AGP/G/Mei/2023,01-08-1968,-DIKBUD.06.02.03/47/2023,22-05-2023,Lihat SK Operasional,2023-05-27 17,C,"250,000",1. Telkomsel Flash,2. -,PLN,,,sdgmitnifusene@yahoo.co.id,,-10.024400000000,124.438200000000,6,46,33,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,4,0,0,0,2,0,0,4,4,1,1,0,0,6,0,2,4,2,2,0,0,1,0,1,0,6,1,1,1,1,1,1,0,2,2,2,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kuanfatu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0078BA39-033C-E111-9916-53D70DC5ADAC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50306847,SD GMIT OEBO,50306847,OEBO,OEBO,KEC. KUANFATU,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,DIKBUD.06.03.02/28/2019,01-01-1967,DIKBUD.06.03.02/28/2019,29-03-2019,Lihat SK Operasional,2020-11-12 10,,750,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,oebo@gmail.com,http,-10.022700000000,124.459500000000,5,51,63,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,8,0,0,1,1,0,1,3,4,1,0,0,0,5,0,0,5,0,0,1,1,1,2,0,2,3,1,1,1,1,1,1,6,2,0,0,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kuanfatu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/207EF138-033C-E111-B634-2D1C49CCA7D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300860,SD INPRES BASMUTI,50300860,Basmuti,BASMUTI,KEC. KUANFATU,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,060/KEP/HK/1981,17-07-1981,,01-01-1910,Silakan Upload SK,,B,"30,000",1. -,2. -,PLN,,,sdibasmuti@gmail.com,,-10.002700000000,124.430500000000,7,77,76,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",10,0,1,2,5,2,0,0,2,5,0,0,2,5,0,5,2,0,0,2,0,0,5,0,2,5,1,1,1,1,1,1,5,5,0,0,0,1,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kuanfatu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0CBDE38-033C-E111-902B-630A0D361EDE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300862,SD INPRES EBO,50300862,Ebo,OEBO,KEC. KUANFATU,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-08-1984,,01-01-1910,Silakan Upload SK,,C,"1,625",1. -,2. -,PLN,,,kusi_ebo@yahoo.com,,-10.034700000000,124.483500000000,9,96,82,8,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"13,000",3,0,0,1,3,0,0,6,7,2,0,0,2,7,0,2,7,3,1,1,0,0,2,2,4,5,1,1,1,1,2,2,0,3,0,7,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kuanfatu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E054DE38-033C-E111-9945-F918227090A7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300912,SD INPRES KELLE,50300912,Kelle,KELLE,KEC. KUANFATU,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-04-1984,,01-01-1910,Silakan Upload SK (link file tidak valid) => [675030-374621--],2022-08-08 09,C,"12,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdinpreskelle@gmail.com,,-10.037500000000,124.412600000000,8,28,32,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,2,1,3,0,4,8,0,0,0,2,6,0,4,4,2,1,0,2,1,2,0,4,4,1,1,1,1,1,1,0,3,3,0,0,1,0,0,,,
