prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Jawa Timur,Kab. Gresik,Cerme,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60EA3DF4-8B18-E111-BBD7-5FB9FD1FFD2C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20500496,UPT SMP NEGERI 5 GRESIK,20500496,Jl. Raya Cerme Kidul 69,CERME KIDUL,KEC. CERME,KAB. GRESIK,PROV. JAWA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,400/4059/437.53/2019,01-01-1960,400/4059/437.53/2019,01-10-2019,Lihat SK Operasional,2019-10-03 13,A,"6,014",1. Indosat IM3,2. Lainnya (Serat Optik),PLN,0317990030,0317990030,smpn5gresik@gmail.com,http,-7.234700000000,112.565200000000,50,483,471,30,SMP 2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,"56,000",25,0,0,2,32,6,0,12,21,0,18,11,32,18,0,27,23,8,8,5,5,5,7,12,18,32,10,10,10,19,0,6,5,0,0,0,1,,,,,,
Jawa Timur,Kab. Gresik,Cerme,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E1056F5-9750-4116-8442-CDAA005AB852,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718948,MIS AL - KHOIRIYAH,60718948,JALAN MASJID NO. 09DUSUN AMBURAN DESA KANDANGAN KECAMATAN CERME,KANDANGAN,KEC. CERME,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-7.224700000000,112.529000000000,0,71,60,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Cerme,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A642A060-72E4-437D-9556-E2268594D053,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718959,MIS AL HIDAYAH,60718959,JL. RAYA BANJARSARI NO. 24,BANJARSARI,KEC. CERME,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,MIS/25.0191/2017,11-08-2017,MIS/25.0191/2017,11-08-2017,Lihat SK Operasional,2023-04-14 14,A,0,,2.,,,,,,-7.176400000000,112.582200000000,0,175,187,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Cerme,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/03DC3C5B-DD52-4B90-B3B8-7C32A0E01920,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718950,MIS AS SHIBYAN,60718950,DAMPAAN,DAMPAAN,KEC. CERME,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-7.244800000000,112.526300000000,0,55,45,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Cerme,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41F1CBD5-152A-45F0-B123-A14144F38C64,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718964,MIS BAITUSSALAM,60718964,Jl. Mawar RT 001 RW 001 Dusun Betiring,BANJARSARI,KEC. CERME,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,5200 TAHUN 2017,11-08-2017,MIS / 25.0333 / 2017,11-08-2017,Silakan Upload SK (link file tidak valid) => [637873-767839--],2022-06-20 00,A,0,,2.,,,,,,-7.230000000000,112.539500000000,0,77,79,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Cerme,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0B10695-9B7E-4644-B130-AED7D034F54F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718965,MIS BANI HASYIM,60718965,JL. BANI HASYIM NO. 01,LENGKONG,KEC. CERME,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,YAYASAN LEMBAGA PENDIDIKAN ISLAM BANI HASYIM,AO0296,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-7.252300000000,112.520000000000,0,66,76,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Cerme,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8EFD2D8-1010-4CF4-9FC5-1B760C15EDCE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819616,MIS Darul Ubudiyyah,69819616,Jl. Terongbangi Rt.2 Rw.1,DADAPKUNING,KEC. CERME,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Lainnya,,MI/364/2012,24-03-2012,MI/364/2013,30-08-2013,Lihat SK Operasional,2017-12-04 09,B,0,,2.,,,,,,-7.229288000000,112.524345000000,0,44,35,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Cerme,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7543E00-31A8-45CB-A4EA-B683E8B2DD52,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718957,MIS DARUN NAJAH,60718957,KARANGAN CERME,KAMBINGAN,KEC. CERME,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,PP/XI/1969 PT/02/A-6/II-70,29-05-1969,MIS/25.0168/2017,11-08-2017,Lihat SK Operasional,2017-12-05 07,B,0,,2.,,,,,,-7.217200000000,112.551700000000,0,51,51,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Cerme,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45AA3C39-03A3-402F-BCB7-C8E8D356F5EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718954,MIS HIDAYATUL ISLAMIYAH,60718954,GEDANGKULUT CERME,GEDANGKULUT,KEC. CERME,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-7.201500000000,112.532500000000,0,88,92,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Cerme,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2874798-54D2-4E02-B23A-D776FEFFC80F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718960,MIS MANBAUL ULUM,60718960,SEMAMPIR RT 03 RW I CERME GRESIK,DADAPKUNING,KEC. CERME,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,MIS/25.0205/2017,11-08-2017,MIS/25.0205/2017,11-08-2017,Lihat SK Operasional,2018-05-25 07,B,0,,2.,,,,,,-7.200300000000,112.562800000000,0,42,39,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
