prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/35FCE41C-2F3D-499F-9DC3-1ADC50FD5CA6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723306,MIS AL MUHARRAM,60723306,JL. PANGERAN ANTASARI RT 56 NO.,PRAPATAN,KEC. BALIKPAPAN KOTA,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-1.243237000000,116.841619000000,0,83,69,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/079D3D14-637E-4809-B3D6-76C85B00FB5B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723308,MIS AL MUTTAQIEN,60723308,JL. LETJEND S. PARMAN RT.26 NO.25 KELURAHAN GUNUNG SARI ULU BALIKPAPAN TENGAH,KLANDASAN ILIR,KEC. BALIKPAPAN KOTA,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,,,Nomor 123,26-08-2006,NOMOR 155 TAHUN 2020,02-03-2020,Lihat SK Operasional,2021-06-28 00,A,0,,2.,,,,,,-1.255600000000,116.843500000000,0,110,111,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6E30AE5-5F8E-4605-B385-DC54D5035C57,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723307,MIS NAHDLATUL ULAMA,60723307,JL. AHMAD YANI RT 25 NO. 76,KLANDASAN ILIR,KEC. BALIKPAPAN KOTA,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kota Balikpapan,AX6769,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-1.252510000000,116.826990000000,0,249,248,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F4427EBA-1300-4C25-9549-A56C4A63FD4D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69757469,MTSS AL-MUTTAQIEN,69757469,Jalan.S.Parman Gunung Guntur Rt 22 No 47,KLANDASAN ILIR,KEC. BALIKPAPAN KOTA,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,MTs,Kementerian Agama,,,no,22-12-2007,022/kk.16.03.2/PP.00/02/2019,25-07-2019,Lihat SK Operasional,2022-07-27 10,A,0,,2.,,,,,,-1.258691000000,116.836468000000,0,192,231,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/007E9E7E-30F5-E011-9E2D-0D674B6A550E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30401560,SD GAJAH MADA BALIKPAPAN,30401560,Jl Tanjungpura No.20 Rt. 27,TELAGA SARI,KEC. BALIKPAPAN KOTA,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Gajah Mada,AK7909,420/4857/DISDIKBUD,21-10-2021,420/4857/DISDIKBUD,21-10-2020,Lihat SK Operasional,2021-04-27 08,B,540,,2.,,,,sdgajahmada11@yahoo.com,,-1.265700000000,116.828100000000,7,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,7,1,7,0,0,0,0,7,0,2,5,1,4,1,0,0,1,0,4,3,0,0,0,0,0,0,0,0,SD 2013,,,,,,,,,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A09B9E7E-30F5-E011-B60F-BFFF04A2FEFB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402844,SD IT ISTIQOMAH,30402844,"Jl. Singkep No.1, Gn. Dubbs",PRAPATAN,KEC. BALIKPAPAN KOTA,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Istiqamah Balikpapan,AK7922,1902/I26.16/PRK/1997,08-11-1997,420/5946/SKO/Disdikbud,18-07-2022,Lihat SK Operasional,2022-08-04 05,A,"2,496",1. -,2. Telkom Speedy,PLN,,05428502962,sditistiqamahyib@gmail.com,http,-1.278600000000,116.813700000000,15,110,106,10,Sehari Penuh/5 hari,,2022/2023-2,"13,000",12,1,1,4,0,0,16,1,15,0,0,0,2,13,0,11,4,6,4,4,1,0,0,0,3,12,12,0,0,0,1,0,0,0,SD 2013,2,1,1,2,2,2,Tidak Ada,,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/806F9C7E-30F5-E011-85C0-9DCB1771C01C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30401534,SD KARTIKA V-4,30401534,Jl. MT Haryono,DAMAI,KEC. BALIKPAPAN KOTA,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Kartika Jaya Cabang V Mulawarman,AF5673,004 162730416015,01-01-1974,420/069/Dikdas/IV/2016,02-04-1994,Lihat SK Operasional,2020-08-25 11,A,"3,014",1. Telkom Speedy,2. Telkom Speedy,PLN,,0542414724,sdkartikav_4@yahoo.com,,-1.263200000000,116.859200000000,9,139,126,11,Double Shift/6 hari,,2022/2023-2,"3,500",6,0,1,2,0,0,8,4,9,0,0,0,1,8,0,6,3,2,1,1,3,0,1,1,1,8,6,0,0,0,1,0,0,0,SD 2013,2,1,2,2,2,2,Telkom Speedy,,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0429E7E-30F5-E011-8761-DF102EB12D29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30401536,SD KARTIKA V-I BALIKPAPAN,30401536,Jln. Tanjungpura,KLANDASAN ULU,KEC. BALIKPAPAN KOTA,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Kartika Jaya Cabang V Mulawarman,AF5673,35,19-10-2010,01/A/HK/I/1989,21-09-1989,Silakan Upload SK,,A,"2,352",1. -,2. Telkom Speedy,PLN,,0542734492,sdkartikav1@yahoo.co.id,http,-1.273930700000,116.824471900000,7,67,56,7,Sehari Penuh/5 hari,,2022/2023-2,"3,200",7,1,1,2,0,0,3,5,7,0,0,0,3,4,0,6,1,3,2,0,0,0,0,2,0,7,7,0,0,0,1,0,0,0,SD 2013,1,1,1,2,1,1,Tidak Ada,,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70269C7E-30F5-E011-A446-CD5384967AA1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30401532,SD KATOLIK SANTA THERESIA,30401532,Jl. Komplek Pu No.61 Rt.012,TELAGA SARI,KEC. BALIKPAPAN KOTA,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Budi Bakti Karya MASF,AK7880,49 tanggal 15 Juni 1987,15-06-1987,420/1671/PSD-IV/2018,16-04-2018,Lihat SK Operasional,2019-04-08 10,A,"2,120",1. Telkom Speedy,2. Telkom Speedy,PLN,,0542731208,sdk.santatheresia@yahoo.co.id,http,-1.277609400000,116.819969100000,19,225,208,17,Sehari Penuh/5 hari,,2022/2023-2,"66,000",18,1,1,2,0,0,21,2,18,0,1,0,13,6,1,7,11,3,3,0,3,1,3,6,3,16,18,0,0,0,1,0,0,0,SD 2013,3,3,3,3,2,3,Telkom Speedy,,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00449C7E-30F5-E011-AEDB-7B0E5FE4694F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402847,SD KEMALA BHAYANGKARI,30402847,JL. JEND SUDIRMAN RT. 08,KLANDASAN ULU,KEC. BALIKPAPAN KOTA,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Kemala Bhayangkari,AA0760,1268/126.16/DSg/2000,01-01-1958,420 / 6498 / Disdikbud,09-11-2021,Lihat SK Operasional,2022-03-23 12,A,"2,800",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,731951,731951,kemalabhayangkaribppsd@gmail.com,https,-1.277800000000,116.826700000000,19,217,187,13,Sehari Penuh/5 hari,,2022/2023-2,"18,000",13,0,1,8,3,0,22,0,16,1,2,0,9,10,0,18,1,2,4,4,4,1,3,1,8,11,12,1,0,0,1,0,0,0,SD 2013,2,2,2,3,2,2,Telkom Speedy,,,
