prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Selatan,Kab. Luwu Utara,Mappedeceng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA9370CD-CAB7-43C5-8900-DCECB8877968,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69827748,MI Ma`arif,69827748,DUSUN SUMBERSARI 3,HASANAH,KEC. MAPPEDECENG,KAB. LUWU UTARA,PROV. SULAWESI SELATAN,SWASTA,MI,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-2.667482700000,120.410348100000,0,66,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Luwu Utara,Mappedeceng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D75C7193-2FB9-4DEB-B4AF-4F7858261430,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819732,MIS Aisiyah Harapan,69819732,Jln. Trans Sulawesi,HARAPAN,KEC. MAPPEDECENG,KAB. LUWU UTARA,PROV. SULAWESI SELATAN,SWASTA,MI,Kementerian Agama,Lainnya,,1557 Tahun 2011,18-11-2011,1557 Tahun 2011,18-11-2011,Lihat SK Operasional,2019-10-16 08,C,0,,2.,,,,,,-2.580737000000,120.375958000000,0,66,46,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Luwu Utara,Mappedeceng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B4C7848-17E3-4DAB-93B3-0303297CDF5B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723953,MIS ISLAHUDDIN,60723953,DESA KAPIDI,KAPIDI,KEC. MAPPEDECENG,KAB. LUWU UTARA,PROV. SULAWESI SELATAN,SWASTA,MI,Kementerian Agama,,,Kd.21.09.4/PP.00.5/1687/2011,28-12-2011,Kd.21.09.4/PP.00.5/1687/2011,28-12-2011,Lihat SK Operasional,2021-10-27 09,B,0,,2.,,,,,,-2.623100000000,120.378700000000,0,49,36,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Luwu Utara,Mappedeceng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9001B7C2-1E9D-4385-84A1-66BB5DD46F37,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69788491,MTsS AS`ADIYAH SUMBER WANGI,69788491,JLN. TOLADA DESA SUMBER WANGI,SUMBER WANGI,KEC. MAPPEDECENG,KAB. LUWU UTARA,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-2.636298000000,120.385881000000,0,22,9,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Luwu Utara,Mappedeceng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B43997F6-EFED-42FD-A687-55D9392A3D09,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320258,MTSS MA`ARIF,40320258,DESA CENDANA PUTIH,CENDANA PUTIH,KEC. MAPPEDECENG,KAB. LUWU UTARA,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-2.629000000000,120.404100000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Luwu Utara,Mappedeceng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DD4DF722-A99C-4DDA-B3F6-F14677057B13,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320257,MTSS NURUL ISLAM MAPPEDECENG,40320257,JL.POROS CENDANA PUTIH II.,KAPIDI,KEC. MAPPEDECENG,KAB. LUWU UTARA,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,,,izin pendirian,21-12-1999,SK OPERASIONAL,21-12-1999,Lihat SK Operasional,2021-12-14 09,C,0,,2.,,,,,,-2.618700000000,120.384700000000,0,27,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Luwu Utara,Mappedeceng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0E46DF4-C57A-4DF0-8617-384EA0F8D4B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69967510,SD ISLAM NURWAHYUDDIN,69967510,DUSUN SWAKARSA LR. 8B,CENDANA PUTIH SATU,KEC. MAPPEDECENG,KAB. LUWU UTARA,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,-23-,01-07-2012,188.4.45/492/IX/2016,03-09-2016,Lihat SK Operasional,2017-09-29 14,C,0,,2.,,,,sdislamnurwahyuddin66@gmail.com,,-2.621100000000,120.401800000000,4,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,3,1,1,1,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,SD 2013,,,,,,,,,,
Sulawesi Selatan,Kab. Luwu Utara,Mappedeceng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80B86CBE-0D26-E111-990C-B5AA47042AB7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306865,UPT SD NEGERI 126 MAPPEDECENG,40306865,Mappedeceng,MAPPEDECENG,KEC. MAPPEDECENG,KAB. LUWU UTARA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,188.4.45/125/I/2018,01-02-2018,188.4.45/125/I/2018,01-02-2018,Lihat SK Operasional,2019-03-19 21,B,"1,806",1. -,2. Lainnya (Serat Optik),PLN,,,sdn111mappedeceng@yahoo.com,,-2.550000000000,120.372600000000,13,145,132,9,Pagi/6 hari,,2022/2023-2,900,11,0,2,2,10,0,0,3,4,0,6,3,10,3,0,10,3,1,1,2,0,2,5,2,2,11,2,9,0,0,1,1,0,0,SD 2013,2,1,1,2,2,1,Tidak Ada,,,
Sulawesi Selatan,Kab. Luwu Utara,Mappedeceng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80DE6CBE-0D26-E111-AAC2-C5B57F80F05D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306864,UPT SD NEGERI 127 TO BULO,40306864,To Bulo,MAPPEDECENG,KEC. MAPPEDECENG,KAB. LUWU UTARA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,188.4.45/125/I/2018,01-02-2018,188.4.45/125/I/2018,01-02-2018,Lihat SK Operasional,2019-03-19 21,B,"3,660",,2.,,,,sd112tobulo@gmail.com,,-2.564700000000,120.370200000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SD 2013,,,,,,,,,,
Sulawesi Selatan,Kab. Luwu Utara,Mappedeceng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70016DBE-0D26-E111-AF2D-C5745314DD53,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306881,UPT SD NEGERI 128 HARAPAN,40306881,Harapan,HARAPAN,KEC. MAPPEDECENG,KAB. LUWU UTARA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,188.4.45/125/I/2018,01-02-2018,188.4.45/125/I/2018,01-02-2018,Lihat SK Operasional,2019-03-19 21,B,"9,120,400",1. Lainnya (Kabel),2. Lainnya (Kabel),PLN,,,sdn113harapan@gmail.com,http,-2.544400000000,120.388300000000,13,63,66,7,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,8,1,0,4,8,0,4,1,7,6,1,10,2,0,1,3,2,2,5,0,4,9,0,0,6,0,1,0,0,0,SD 2013,1,1,2,1,1,1,Lainnya (Kabel),,,
