prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Utara,Kab. Dairi,Sumbul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A70879BB-D2F9-4F54-A53A-8F745026AA1C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69829356,SD KARINA SUMBUL,69829356,Jln.SISINGAMANGARAJA NO.33,PEGAGAN JULU I,KEC. SUMBUL,KAB. DAIRI,PROV. SUMATERA UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KARINA,AB6726,,24-10-2012,4f/2/122/I/2014,28-01-2014,Silakan Upload SK,,B,199,,2.,,,,melisa283@yahoo.com,,2.737827000000,98.430662000000,0,0,0,0,SD 2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kab. Dairi,Sumbul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4956E115-59C5-420E-89F4-2348D2F77732,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69974975,SD KATOLIK MARIA BUNDA KARMEL,69974975,Jl. Sisingamangaraja No. 37 Sumbul,PEGAGAN JULU I,KEC. SUMBUL,KAB. DAIRI,PROV. SUMATERA UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,II.3/1/009/III/2018,21-03-2018,II.3/1/009/III/2018,21-03-2018,Lihat SK Operasional,2022-03-21 13,A,1,1. -,2. Telkom Speedy,PLN,,,sdksumbul@gmail.com,,2.756800000000,98.450800000000,5,107,75,7,SD 2013,Pagi/6 hari,,2022/2023-2,900,7,0,1,2,0,0,2,4,5,0,0,0,0,5,0,2,3,2,3,0,0,0,0,0,0,5,2,1,1,1,1,1,6,1,0,0,1,0,0,0,Tidak Ada,,,
Sumatera Utara,Kab. Dairi,Sumbul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/400C2DD8-2EF5-E011-8113-F901919DC468,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10220581,SD NEGERI 030331 SUMBUL,10220581,Sumbul,SILEUH-LEUH PARSAORAN,KEC. SUMBUL,KAB. DAIRI,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,6/D-2/1973,01-01-1952,6/D-2/1973,27-07-1973,Silakan Upload SK,,B,"2,881",1. Lainnya,2. Telkom Speedy,PLN,,,matanarilestarimo@yahoo.co.id,,2.742600000000,98.400200000000,10,117,81,6,SD 2013,Pagi/6 hari,,2022/2023-2,450,6,0,1,1,4,0,0,6,7,1,1,1,3,7,0,7,3,3,2,1,1,0,1,2,0,10,1,1,1,1,1,1,5,1,0,0,0,1,0,0,Lainnya,,,
Sumatera Utara,Kab. Dairi,Sumbul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20332DD8-2EF5-E011-A8E2-DB13DA98DE3A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10203601,SD NEGERI 030332 SUMBUL,10203601,Jl. Sm Raja No 245 Sumbul,PEGAGAN JULU I,KEC. SUMBUL,KAB. DAIRI,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1955,,01-01-1910,Silakan Upload SK,,Sertifikat Kedaluwarsa,"2,881",1. -,2. Telkom Speedy,PLN,,,sd32_sumbul@yahoo.com,,2.742800000000,98.400500000000,10,88,61,6,SD 2013,Pagi/6 hari,,2022/2023-2,450,0,0,1,0,8,0,0,2,2,2,4,2,6,4,0,5,5,0,2,0,1,0,3,4,3,7,1,1,1,1,1,1,0,0,0,6,0,1,0,0,Tidak Ada,,,
Sumatera Utara,Kab. Dairi,Sumbul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0742DD8-2EF5-E011-8082-37792F53B62C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10203602,SD NEGERI 030333 SUMBUL,10203602,Jl. Perolihen No. 55 Sumbul,PEGAGAN JULU I,KEC. SUMBUL,KAB. DAIRI,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1968,,01-01-1910,Silakan Upload SK,,C,"2,255",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn030333sumbul@yahoo.com,,2.742800000000,98.400400000000,9,67,58,6,SD 2013,Pagi/6 hari,,2022/2023-2,450,2,0,1,0,6,0,0,3,3,0,4,2,5,4,1,4,4,2,2,0,0,0,3,2,0,9,1,1,1,1,1,1,0,1,1,5,0,0,1,0,Telkomsel Flash,,,
Sumatera Utara,Kab. Dairi,Sumbul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0A92DD8-2EF5-E011-BE45-FFDF23D3AD28,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10203603,SD NEGERI 030334 TELADAN SUMBUL,10203603,Jl. SM. Raja No. 243 Sumbul,PEGAGAN JULU I,KEC. SUMBUL,KAB. DAIRI,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,31-12-1970,,01-01-1910,Silakan Upload SK,,B,"2,881",1. Smartfren,2. Telkom Speedy,PLN,,,sdn34teladansumbul@gmail.com,,2.742900000000,98.400200000000,7,113,81,6,SD 2013,Pagi/6 hari,,2022/2023-2,450,6,0,0,2,3,2,0,2,5,0,1,1,2,5,0,5,2,2,0,3,0,1,0,1,1,6,1,1,1,1,1,1,6,0,0,0,0,0,0,0,Smartfren,,,
Sumatera Utara,Kab. Dairi,Sumbul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0D72CD8-2EF5-E011-BDE4-7F202335A766,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10203594,SD NEGERI 030335 BATANGARI,10203594,Batangari,PEGAGAN JULU IX,KEC. SUMBUL,KAB. DAIRI,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,03-01-1954,,01-01-1910,Silakan Upload SK,,B,"8,972",1. -,2. XL (GSM),PLN,,,krisnasimarmata89@gmail.com,,2.777200000000,98.364000000000,11,111,108,7,SD 2013,Pagi/6 hari,,2022/2023-2,450,9,0,1,3,6,1,0,4,6,0,5,0,3,8,0,7,4,1,0,5,0,0,2,3,2,9,1,1,1,1,2,1,0,6,3,0,0,1,0,0,Tidak Ada,,,
Sumatera Utara,Kab. Dairi,Sumbul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0672DD8-2EF5-E011-8D42-BDAC54FFA215,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10203584,SD NEGERI 030336 BATANG ARI,10203584,Ponjian,PEGAGAN JULU X,KEC. SUMBUL,KAB. DAIRI,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-07-1963,,01-01-1910,Silakan Upload SK,,B,"10,000",1. -,2. -,PLN,,,sdn.36batangari@gmail.com,,2.668500000000,98.478200000000,8,65,50,6,SD 2013,Pagi/6 hari,,2022/2023-2,450,6,0,1,0,3,0,0,5,5,1,2,0,1,7,0,6,2,3,1,1,0,0,0,3,2,6,1,1,1,1,1,1,0,0,6,0,0,0,1,0,Tidak Ada,,,
Sumatera Utara,Kab. Dairi,Sumbul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/209C2DD8-2EF5-E011-A186-E5E19DB3FCC4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10203585,SD NEGERI 030337 BATANGARI,10203585,Tumanggor,PEGAGAN JULU VIII,KEC. SUMBUL,KAB. DAIRI,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,30-07-1968,,01-01-1910,Silakan Upload SK,,B,"3,916",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnegeri030337batangari@gmail.com,,2.769300000000,98.370400000000,8,63,65,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,5,0,0,3,3,0,4,1,5,3,0,7,1,1,1,1,1,1,1,2,2,6,1,1,1,1,1,1,6,0,0,0,1,0,0,0,Telkomsel Flash,,,
Sumatera Utara,Kab. Dairi,Sumbul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0812DD8-2EF5-E011-A1A1-F9D5C59687A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10203587,SD NEGERI 030339 TANJUNG BERINGIN,10203587,Tanjung Beringin,TANJUNG BERINGIN,KEC. SUMBUL,KAB. DAIRI,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1961,,01-01-1910,Silakan Upload SK,,B,576,1. Indosat IM3,2. Indosat IM3,PLN,,,sd030339tberingin@gmail.com,,2.755000000000,98.458500000000,9,65,66,6,SD 2013,Pagi/6 hari,,2022/2023-2,450,7,0,1,2,5,0,0,4,4,0,5,0,3,6,0,7,2,2,2,1,1,0,2,1,1,8,1,1,1,1,1,1,7,0,0,0,1,0,0,0,Indosat IM3,,,
