prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E8C98BD9-CA15-4922-9CD6-C68EFE5C6F8C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708864,MIS AL IRSYAD AL ISLAMIYAH,60708864,Jl. Jati Mulya Desa Sumbermulya RT 22 / RW 11,SUMBERMULYA,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.433400000000,107.940400000000,0,56,51,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F5EE537-60BC-46EC-96C6-C055F0DCD3D9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708865,MIS AL MUSYAHADAH,60708865,Jl Sumurwatu Rt.09 Rw.05,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,INDONESIA,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.443200000000,107.979400000000,0,44,51,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/867A2A3F-7BCC-4913-BC4C-880B0B4F0971,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708866,MIS DARURROHMAN,60708866,Jl. K. Abdul Basyir blok 10,KERTANEGARA,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,Kd.10.12/PP.00.4/442/2006,05-07-2006,Kd.10.12/PP.00.4/442/2006,08-07-2006,Lihat SK Operasional,2022-07-22 08,B,0,,2.,,,,,,-6.456300000000,107.924300000000,0,73,89,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72EBC714-8D45-4C4D-836D-B7E4175DD6F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708867,MIS GUPPI CININI,60708867,Jl. Masjid Baitul Mustaqiem Blok Cinini RT.11 RW.06,SUMBERMULYA,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,M.i-24/PP.00.4/101/1992,31-08-1992,02.00/128/SK/BAN-SM/IX/2018,30-09-2018,Lihat SK Operasional,2021-06-17 14,B,0,,2.,,,,,,-6.424800000000,107.949200000000,0,85,74,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/827B56AA-C6A8-4B3B-BBAC-95C218C068FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708868,MIS MUHAMMADIYAH,60708868,Jl.H. Abdul Ghani,SUKAJATI,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Indramayu,AA3784,Wi/HK.008/599/1991,16-12-1991,AHU-88.AH.01.07,23-06-2010,Lihat SK Operasional,2021-06-17 14,A,0,,2.,,,,,,-6.463200000000,107.941700000000,0,128,98,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97A5E970-09ED-4B31-BC51-FB97E9320A47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708869,MIS NURUL HIKMAH,60708869,Jl. Kenanga No. 23,SUKAJATI,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,W.I/PP.004.1/3226/1991,02-01-1992,W.I/PP.004.1/3226/1991,02-01-1992,Lihat SK Operasional,2021-06-16 19,B,0,,2.,,,,,,-6.463500000000,107.943600000000,0,135,122,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC2F67D4-B650-46AF-9F51-3BDACA7F61B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708870,MIS PUI HAURKOLOT,60708870,Jl. Siliwangi Blok Buyut Rt 16/06,HAURKOLOT,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,w.i/HK.008/713/1991,31-12-1991,w.i/HK.008/713/1991,31-12-1991,Lihat SK Operasional,2021-05-29 12,B,0,,2.,,,,,,-6.470800000000,107.947500000000,0,62,46,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C7E84BF7-1F18-4288-8AE6-AD56E3373FC3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708871,MIS PUI MEKARJATI,60708871,Jl. Jend. Sudirman No. 30,MEKARJATI,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,Wi/HK/008/713/1991,31-12-1991,Kd.10.12/PP.00.4/001/2006,08-07-2006,Lihat SK Operasional,2021-06-16 23,B,0,,2.,,,,,,-6.449900000000,107.942000000000,0,50,44,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCA4CEB1-C64A-4B0D-AE60-12F53B6DC3DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010632,MIS UNGGULAN SUMBERMULYA,70010632,SUMURWEDI II,SUMBERMULYA,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,Nomor,18-09-2020,Nomor,18-09-2020,Lihat SK Operasional,2021-07-07 20,,"1,279",,2.,,,,,,.000000000000,.000000000000,0,44,44,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C97C588E-5E38-4163-A94F-CCA8DA833B03,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70029126,MTs NU HAURGEULIS,70029126,Jl. K. Abdurrahman Dusun Jatimulya RT 22,SUMBERMULYA,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,,,635 TAHUN 2021,28-05-2021,Silakan Upload SK (link file tidak valid) => [206768-322429-https,2022-05-30 15,,0,,2.,,,,,,.000000000000,.000000000000,0,21,19,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
