prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Jawa Tengah,Kota Surakarta,Laweyan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2FAD236C-FED7-4BCD-BF0B-2AB038A9C836,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70024214,SMPIT INSAN MULIA SURAKARTA,70024214,"JL. MANGGIS IV RT 004 RW 006 JAJAR, LAWEYAN, SURAKARTA",JAJAR,KEC. LAWEYAN,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Insan Mulia Surakarta,AE1437,AHU -5321.AH.01.04.Tahun 2013,17-09-2013,420/0105/I-10/PF/XII/2021,31-12-2021,Lihat SK Operasional,2022-09-28 05,,"1,512",1. -,2. Telkom Speedy,PLN,,02717471984,smpitinsanmuliaska@gmail.com,http,-7.550900000000,110.785500000000,17,87,83,7,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"82,500",7,3,1,10,0,0,3,15,16,0,1,0,3,14,0,11,6,11,2,2,2,0,0,0,6,11,3,2,2,7,0,0,0,1,0,0,0,,,,,,
Jawa Tengah,Kota Surakarta,Laweyan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0A938D6-7E6C-4F3E-9067-8F3B304A4064,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60713824,MIS TA~MIRUL ISLAM SURAKARTA,60713824,JL. DR. WAHIDIN NO.36 SURAKARTA,BUMI,KEC. LAWEYAN,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,,,Kd.11.31/5/PP.00/1582/2011,05-09-2011,Kd.11.31/5/PP.00/1582/2011,05-09-2011,Lihat SK Operasional,2016-08-03 08,A,0,,2.,,,,,,-7.569634000000,110.804463000000,0,245,244,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Surakarta,Laweyan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5C44B699-507B-4DE5-A7F5-0C92B1C28390,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20364813,MTSN SURAKARTA II,20364813,"JALAN TRANSITO, SURONALAN, PAJANG, LAWEYAN, SURAKA",PAJANG,KEC. LAWEYAN,KOTA SURAKARTA,PROV. JAWA TENGAH,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,NO 16 TAHUN 1978,16-03-1978,NO 16 TAHUN 1978,16-03-1978,Lihat SK Operasional,2018-06-05 11,A,0,,2.,,,,,,-7.565500000000,110.785000000000,0,399,567,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Surakarta,Laweyan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/207942FA-F576-44F5-80DA-68DE1DBD635A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20364814,MTSS TA`MIRUL ISLAM,20364814,JLN. KH. SAMANHUDI NO. 3 TEGALSARI,BUMI,KEC. LAWEYAN,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,MTs,Kementerian Agama,,,Wk/5.c/8/pgm/Ts/1992,21-01-1992,Wk/5.c/8/pgm/Ts/1992,21-01-1992,Lihat SK Operasional,2016-08-03 07,B,0,,2.,,,,,,-7.569634000000,110.804463000000,0,84,89,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Surakarta,Laweyan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00014059-2DF5-E011-971C-B91EBE18D76F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328225,SD AL AZHAR SYIFA BUDI SOLO,20328225,Jl. Haryo Panular No. 64,PANULARAN,KEC. LAWEYAN,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Amal Sahabat,AG8501,420/0188/L-04/SK-PF/X/2017,23-10-2017,420/0188/L-04/SK-PF/X/2017,23-10-2017,Lihat SK Operasional,2017-10-27 09,A,"3,000",1. -,2. Telkom Speedy,PLN,0271725306,0271725306,sdasbsolo@gmail.com,http,-7.573057000000,110.807703000000,31,258,260,21,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"105,000",24,2,1,2,0,0,37,0,31,0,0,0,15,16,0,29,2,0,5,9,9,6,1,1,13,18,,,,24,0,0,0,1,0,0,0,3,3,3,4,4,4
Jawa Tengah,Kota Surakarta,Laweyan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0E13F59-2DF5-E011-8625-792A75ECA0C3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328246,SD DJAMA`ATUL ICHWAN,20328246,Jl. KH. Agus Salim No.45,SONDAKAN,KEC. LAWEYAN,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",yayasan pendidikan Jama'atul Ikhwan Surakarta,AE1443,420/0001/PF/I/2013,02-01-1922,420/0060/L-08/PF/VII/2015,27-07-2015,Lihat SK Operasional,2020-08-24 20,A,736,1. Telkomsel Flash,2. Telkom Speedy,PLN,0271712224,0271712224,KARYAWANDJI@YAHOO.COM,http,-7.567500000000,110.807000000000,32,333,318,24,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,500,25,1,1,2,0,0,36,3,30,0,1,1,16,16,0,27,5,5,6,2,3,3,4,9,16,16,,,,25,0,0,0,1,0,0,0,4,4,4,4,4,4
Jawa Tengah,Kota Surakarta,Laweyan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3AFDD008-C625-4C51-A982-78156C8AC062,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954518,SD DJAMA`ATUL ICHWAN PROGRAM UTAMA,69954518,Jl. Parangkesit No. 28,SONDAKAN,KEC. LAWEYAN,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",yayasan pendidikan Jama'atul Ikhwan Surakarta,AE1443,109/YPJI/A2-III/IV/2015,01-04-2015,420/0028/L-08/SK-PF/I/2018,23-01-2018,Lihat SK Operasional,2020-08-24 20,B,594,1. -,2. Telkom Speedy,PLN,,0271739816,utamaprogram@gmail.com,http,-7.567979500000,110.784129600000,12,90,82,9,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"33,000",11,0,0,2,0,0,11,3,12,0,0,0,3,9,0,11,1,3,7,1,0,1,0,0,5,7,,,,11,0,0,0,0,0,0,0,1,2,2,2,1,1
Jawa Tengah,Kota Surakarta,Laweyan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70F13F59-2DF5-E011-A3F1-FFB6C92AC606,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328264,SD ISLAM TERPADU NUR HIDAYAH,20328264,Jl. Pisang No 12,KERTEN,KEC. LAWEYAN,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Nur Hidayah Surakarta,AE1454,0211/I03.51/DS/2000,07-02-2000,0211/I03.51/DS/2000,07-02-2000,Lihat SK Operasional,2023-05-10 14,A,"8,000",1. Telkom Speedy,2. Telkom Speedy,PLN & Diesel,,0271724379,sditnurhidayah.sch.id@gmail.com,http,-7.555800000000,110.792000000000,65,352,318,24,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"43,999",24,3,1,2,0,0,56,19,60,0,5,0,31,34,3,50,12,9,6,10,11,22,7,0,28,37,,,,24,0,0,0,1,0,0,0,4,4,4,4,4,4
Jawa Tengah,Kota Surakarta,Laweyan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0F48922-7CFE-E111-8F09-6B6D8BEB4EE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362398,SD Muh. Alam Surya Mentari,20362398,"Jl. Mangga VI Kelurahan Jajar, Kecamatan Laweyan, Kota Surakarta",JAJAR,KEC. LAWEYAN,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kota Surakarta,AN0475,420 / 0011 / L-10/ SK-PF / II / 2023,13-02-2023,425.1/785/SD-AUD/2011,16-02-2011,Lihat SK Operasional,2023-02-15 14,A,765,1. Firstmedia,2. Telkom Speedy,PLN,741155,741155,sdmuhasmsolo@gmail.com,http,-7.554400000000,110.797000000000,23,121,88,11,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Firstmedia,"7,700",12,3,1,2,0,0,17,8,23,0,0,0,5,18,2,17,4,3,6,8,4,0,2,0,7,16,,,,12,0,0,0,1,0,0,0,2,2,2,1,2,2
Jawa Tengah,Kota Surakarta,Laweyan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0933F59-2DF5-E011-99C5-A7156BCB9DFC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328255,SD MUHAMMADIYAH 11 MANGKUYUDAN,20328255,Jl. Songgorunggi No. 23,BUMI,KEC. LAWEYAN,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kota Surakarta,AN0475,E-4/452/1983,08-01-1963,420/0170/L-03/PF/IX/2017,04-09-2017,Lihat SK Operasional,2020-08-24 18,A,539,1. -,2. Lainnya (Kabel),PLN,,0271727058,muh_mangkuyudan_11@yahoo.com,http,-7.568600000000,110.805800000000,16,133,149,12,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"4,401",14,0,0,2,0,0,10,8,16,0,0,0,5,11,0,8,8,9,3,1,0,1,1,1,8,8,,,,14,0,0,0,0,0,0,0,2,1,2,3,2,2
