prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Lampung,Kab. Lampung Utara,Hulu Sungkai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F4621D75-2B09-463E-B656-D5835CE75054,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69733795,MIS AL FURQON,69733795,Dusun Srimulyo RT/RW 001/005,GEDUNG NEGARA,KEC. HULU SUNGKAI,KAB. LAMPUNG UTARA,PROV. LAMPUNG,SWASTA,MI,Kementerian Agama,,,Kd.08.3/44/PP.00.4/1122/2012,03-05-2012,Kd.08.3/44/PP.00.4/1122/2012,03-05-2012,Lihat SK Operasional,2018-03-11 02,C,"1,800",,2.,,,,,,-4.705656000000,104.639885000000,0,72,71,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Utara,Hulu Sungkai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/760D80B1-905C-4F47-A781-6A0EC4F5591D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60705562,MIS DARUTH THOLIBIN,60705562,Dusun 1,GEDUNG MAKRIPAT,KEC. HULU SUNGKAI,KAB. LAMPUNG UTARA,PROV. LAMPUNG,SWASTA,MI,Kementerian Agama,,,Kd.08.3/4/PP.00.4/1373/2009,29-09-2009,Kd.08.3/4/PP.00.4/1373/2009,29-09-2009,Lihat SK Operasional,2018-03-10 01,C,"3,960",,2.,,,,,,-4.656801000000,104.990087000000,0,134,115,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Utara,Hulu Sungkai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/63DFDCC7-EA27-469B-AB3B-E1875310E911,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69787287,MTSS AMAL KITA,69787287,Jalan Pasar Baru No. 139,GEDUNG NEGARA,KEC. HULU SUNGKAI,KAB. LAMPUNG UTARA,PROV. LAMPUNG,SWASTA,MTs,Kementerian Agama,Lainnya,,691/MTs/LU/1988,25-03-1988,691/MTs/LU/1988,25-03-1988,Lihat SK Operasional,2017-11-29 15,B,"6,500",,2.,,,,,,-4.678186000000,104.662605000000,0,30,37,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Utara,Hulu Sungkai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A515B29C-D2AE-4A84-BC41-6D49FF3DC66E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69982774,MTSS MARDHOTILLAH,69982774,JL. KAMPUNG KOMERING NO. 003,KEC. HULU SUNGKAI,KAB. LAMPUNG UTARA,PROV. LAMPUNG,INDONESIA,SWASTA,MTs,Kementerian Agama,,,172 TAHUN 2018,28-05-2018,172 TAHUN 2018,28-05-2018,Silakan Upload SK (link file tidak valid) => [-],2018-12-07 08,C,0,,2.,,,,,,.000000000000,.000000000000,0,10,8,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Utara,Hulu Sungkai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0652070-8B18-E111-BE3A-07C1782BA1F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10803125,SD NEGERI 01 GEDUNG RAJA,10803125,Jl. Pangeran Singa,GEDUNG RAJA,KEC. HULU SUNGKAI,KAB. LAMPUNG UTARA,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,15-05-1971,,01-01-1910,Silakan Upload SK,,B,56,1. -,2. -,PLN,,,sdn1gedungraja@gmail.com,,-4.908300000000,104.759300000000,7,38,27,6,Pagi/6 hari,,2022/2023-2,900,6,0,2,1,3,1,0,3,4,0,2,1,2,5,1,5,1,1,0,2,1,2,0,1,0,7,6,0,0,0,2,0,0,0,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Lampung,Kab. Lampung Utara,Hulu Sungkai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00AA3070-8B18-E111-9616-91E7C47BE38B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10803371,SD NEGERI 02 GEDUNG RAJA,10803371,Jalan Buay Harayap,GEDUNG RAJA,KEC. HULU SUNGKAI,KAB. LAMPUNG UTARA,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,15-05-1979,,01-01-1910,Silakan Upload SK (link file tidak valid) => [752372-28560--],2023-01-09 08,C,"1,890",1. Smartfren,2. Telkomsel Flash,PLN,,,sdn2gedungraja@gmail.com,,-4.630600000000,104.665500000000,8,38,39,6,Pagi/6 hari,,2022/2023-2,900,0,0,1,0,1,4,0,3,7,0,1,0,3,5,0,7,1,2,2,2,0,0,2,0,0,8,0,0,0,4,1,0,0,0,SD 2013,Smartfren,1,1,1,1,1,1,,,
Lampung,Kab. Lampung Utara,Hulu Sungkai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A01E3170-8B18-E111-85E4-F9BE2765DDFB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10803268,SD NEGERI 3 GEDUNG RAJA,10803268,Ds V Gedung Raja,GEDUNG RAJA,KEC. HULU SUNGKAI,KAB. LAMPUNG UTARA,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,420/61-SK/II-LU/02/2015,15-09-2015,420/ 61-SK /II-LU/02/2015,15-09-2015,Lihat SK Operasional,2017-09-07 08,C,1,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn3gedungraja@gmail.com,,-4.664600000000,104.696400000000,9,53,53,6,Pagi/6 hari,,2022/2023-2,900,4,0,0,1,1,4,0,4,9,0,0,0,1,8,0,4,5,2,3,2,1,0,1,0,3,6,0,0,4,2,0,0,0,1,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Lampung,Kab. Lampung Utara,Hulu Sungkai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8079366F-8B18-E111-A68A-FB78A88E563E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10802727,SD NEGERI BERINGIN JAYA,10802727,Beringin Jaya,BERINGIN JAYA,KEC. HULU SUNGKAI,KAB. LAMPUNG UTARA,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,15-05-1982,,01-01-1910,Silakan Upload SK,,C,56,1. -,2. -,PLN,,,sdnberingnjaya@gmail.com,,-4.689900000000,104.712200000000,8,13,21,6,Pagi/6 hari,,2022/2023-2,450,5,0,0,0,1,4,0,3,7,0,1,0,1,7,0,7,1,0,0,4,2,0,2,0,3,5,5,0,0,0,0,0,0,0,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Lampung,Kab. Lampung Utara,Hulu Sungkai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50CC2370-8B18-E111-A932-61197C316131,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10802729,SD NEGERI BUNGLAI TENGAH,10802729,Bunglai Tengah,BUNGLAI TENGAH,KEC. HULU SUNGKAI,KAB. LAMPUNG UTARA,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,15-05-1984,,01-01-1910,Silakan Upload SK,,C,"3,250",1. -,2. Telkomsel Flash,PLN,,,sdnbunglaitengah@gmail.com,http,-4.726600000000,104.682700000000,4,17,20,6,Pagi/6 hari,,2022/2023-2,900,5,0,1,0,0,2,0,2,4,0,0,0,1,3,0,4,0,1,0,1,1,1,0,0,2,2,0,4,1,0,0,0,1,0,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Lampung,Kab. Lampung Utara,Hulu Sungkai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70353170-8B18-E111-81BD-0F9FB0CDB544,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10802732,SD NEGERI GEDUNG MAKRIPAT,10802732,Jalan Raya Tulung Buyut,GEDUNG MAKRIPAT,KEC. HULU SUNGKAI,KAB. LAMPUNG UTARA,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"9,600",1. Smartfren,2. Smartfren,PLN,,,resaamelia186@gmail.com,,-4.683800000000,104.677300000000,8,19,18,6,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,3,3,0,2,5,0,1,2,3,5,0,8,0,0,1,1,1,0,4,1,2,6,0,0,0,6,0,0,0,1,SD 2013,Smartfren,1,1,1,1,1,1,,,
