prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Utara,Kab. Nias Selatan,Oou,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D00616D9-2EF5-E011-A7BB-2BADE60C58DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258112,SD NEGERI 071186 SIMANDRAOLO,10258112,Simandraolo,SIMANDRAOLO,KEC. OOU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Hibah,01-01-1936,Tidak ada,02-01-1936,Silakan Upload SK (link file tidak valid) => [596914-629812--],2022-03-02 02,Sertifikat Kedaluwarsa,"2,880",1. -,2. Telkomsel Flash,PLN,,,sdsimandraolo@gmail.com,,.823900000000,97.626500000000,16,86,116,10,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,8,0,1,0,3,0,0,13,13,0,3,0,0,16,1,7,8,3,5,3,3,1,1,0,5,11,2,1,1,2,2,2,1,6,1,0,1,0,0,0,,,
Sumatera Utara,Kab. Nias Selatan,Oou,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/209616D9-2EF5-E011-9F47-C3BF7590B02A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258130,SD NEGERI 075093 HILIMBOWO OOU,10258130,Desa Hilimbowo,HILIMBOWO,KEC. OOU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1977,,10-02-2021,Silakan Upload SK (link file tidak valid) => [734343-849497--],2022-11-14 08,Sertifikat Kedaluwarsa,"2,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnhilimbowo.075093@gmail.com,,.845630000000,97.622607000000,9,34,32,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,0,9,9,0,0,0,1,8,2,4,3,3,3,1,1,0,1,0,5,4,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Nias Selatan,Oou,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0A416D9-2EF5-E011-A892-D307265FFE6C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258134,SD NEGERI 075099 HILINAMAZIHONO,10258134,Hilinamazihono,HILINAMOZIHONO,KEC. OOU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,800/22-KP/1978,01-01-1977,,01-01-1910,Lihat SK Operasional,2022-11-16 08,B,"5,600",1. Telkomsel Flash,2. -,PLN,,,sd.bawohilinamazihono@gmail.com,,.813800000000,97.631800000000,12,91,84,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,500",9,0,1,2,5,0,0,7,7,2,2,1,0,12,1,8,3,3,1,1,3,1,1,2,5,7,2,1,1,1,1,1,8,0,1,0,0,1,0,0,,,
Sumatera Utara,Kab. Nias Selatan,Oou,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F03617D9-2EF5-E011-9827-4391D2A354DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258145,SD NEGERI 077310 LOLOMAYA,10258145,Desa Hilimbowo,HILIMBOWO,KEC. OOU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/3937-PRP/2006,30-06-2007,420/3937-PRP/2006,30-06-2007,Silakan Upload SK (link file tidak valid) => [699623-494590--],2022-09-02 08,B,"22,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn.077310lolomaya@gmail.com,http,.840700000000,97.617400000000,12,54,51,6,SD 2013,Siang/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,1,3,1,0,0,11,11,1,0,0,1,11,0,8,4,2,4,5,0,1,0,0,4,8,1,1,1,1,1,1,0,0,6,0,0,1,0,0,,,
Sumatera Utara,Kab. Nias Selatan,Oou,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/902817D9-2EF5-E011-8C9B-F74EF0B23696,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258149,SD NEGERI 078015 BAWOSALOO,10258149,Bawosaloo,BAWOSALOO BAWOLUO,KEC. OOU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1985,,01-01-1910,Silakan Upload SK (link file tidak valid) => [715862-809233--],2022-09-27 14,C,"15,000",1. Telkomsel Flash,2. -,PLN,,,sdbawosaloo@gmail.com,,.815300000000,97.661100000000,15,45,55,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,500",6,0,1,0,4,0,0,11,11,2,1,1,1,14,2,8,5,2,4,2,5,1,0,1,6,9,1,1,1,1,1,1,1,2,3,0,0,0,1,0,,,
Sumatera Utara,Kab. Nias Selatan,Oou,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C04517D9-2EF5-E011-8523-87D7D77AE655,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258565,SD NEGERI 078139 HILIMBUASI,10258565,Hilimbuasi,HILIMBUASI,KEC. OOU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1986,,01-01-1910,Silakan Upload SK,,Sertifikat Kedaluwarsa,"15,000",1. -,2. -,PLN,,,sdn-hilimbuasi@yahoo.com,,.815200000000,97.661200000000,12,31,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,7,0,0,1,1,4,0,7,12,0,0,0,1,11,1,7,4,1,2,3,4,2,0,0,9,3,1,1,1,1,1,1,0,3,4,1,0,0,0,1,,,
Sumatera Utara,Kab. Nias Selatan,Oou,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0A618D9-2EF5-E011-8C6C-197EF0480E14,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258344,SD NEGERI 078488 ORUDUA HILILEWUO,10258344,Orudua Hililewuo,HILIORUDUA,KEC. OOU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/13/K/2007,07-02-2007,,01-01-1910,Silakan Upload SK,,Sertifikat Kedaluwarsa,"6,100",1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,sdn078488oruduahililewuo@gmail.com,,.841100000000,97.657400000000,11,51,51,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,500",6,0,1,1,0,5,0,6,11,0,0,0,2,9,1,6,4,1,2,5,1,1,0,1,5,6,1,1,1,1,2,1,0,0,6,0,0,1,0,0,,,
Sumatera Utara,Kab. Nias Selatan,Oou,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60697432-5CFE-E111-AE2C-A5AE2403F62C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258158,SD NEGERI 078492 FADOROHILI,10258158,Fadorohili,SUKA MAJU,KEC. OOU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/13/K/2007,01-01-1910,,01-01-1910,Silakan Upload SK (link file tidak valid) => [770260-174214--],2023-02-06 08,C,"5,650",1. Telkomsel Flash,2. -,PLN,,,sdn_078492fadorohili@yahoo.com,,.845800000000,97.622600000000,8,44,45,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,500",6,0,0,0,0,1,0,7,8,0,0,0,1,7,0,2,6,4,0,2,2,0,0,0,6,2,1,1,1,1,1,1,0,0,6,0,0,0,0,1,,,
Sumatera Utara,Kab. Nias Selatan,Oou,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/708B19DA-2EF5-E011-8C54-4DA045EAE06A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258224,SMP NEGERI 1 OOU,10258224,Simandraolo,SIMANDRAOLO,KEC. OOU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,590/16/LLW/2002,05-07-2004,,01-01-1910,Silakan Upload SK,,C,"5,000",1. -,2. -,PLN,,,smpn.1oou@gmail.com,,.821500000000,97.627200000000,24,132,124,9,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,300",16,0,1,0,0,2,0,22,24,0,0,0,1,23,0,11,13,8,3,9,2,1,0,1,11,13,,,,,,,0,7,9,0,0,0,1,0,3,2,4
Sumatera Utara,Kab. Nias Selatan,Oou,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80D77B32-5CFE-E111-B1E7-CB2D2AF82E7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10261276,SMP NEGERI 2 OOU,10261276,Desa Hilimbowo,HILIMBOWO,KEC. OOU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"12,000",1. -,2. -,PLN,,,smpnegeri2oouy@gmail.com,,.842400000000,97.614000000000,14,61,38,4,SMP 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,450,6,0,1,0,2,1,0,11,13,0,1,0,1,13,0,7,7,6,4,1,1,1,1,0,4,10,,,,,,,0,0,6,0,1,0,0,0,1,2,1
