prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Sumatera Barat,Kab. Lima Puluh Koto,Lareh Sago Halaban,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0726D79-2FF5-E011-899C-3115A59F9C6C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10301148,UPTD SMP NEGERI 3 KEC. LAREH SAGO HALABAN,10301148,Seberang Air,BATU PAYUANG,KEC. LAREH SAGO HALABAN,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1991,05-05-1992,420/009/I/DPK-LK/I/2019,02-01-2019,Lihat SK Operasional,2019-08-30 19,A,"15,750",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,smp3lasahan@gmail.com,,-.241300000000,100.747700000000,18,104,109,8,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",10,1,1,0,12,1,0,5,8,0,6,4,10,8,0,5,13,5,2,3,1,1,1,5,5,13,3,3,2,2,8,0,0,0,1,0,0,,,,,,
Sumatera Barat,Kab. Lima Puluh Koto,Lareh Sago Halaban,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D323A899-A816-41A8-A57C-085F7C33FAB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881829,MIS Jamiatul Huda,69881829,Jorong Indobaleh Timur Nagari Mungo,TANJUANG GADANG,KEC. LAREH SAGO HALABAN,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,SWASTA,MI,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-.260091000000,100.702050000000,0,33,31,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kab. Lima Puluh Koto,Lareh Sago Halaban,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/756AC2A1-AA47-423F-B10C-CDB4B6C470D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10311274,MTSN 4 LIMA PULUH KOTA,10311274,PAKAN SINAYAN,BUKIK SIKUMPA,KEC. LAREH SAGO HALABAN,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,KMA  No 173 Tahun 1968,08-08-1968,KMA  No 173 Tahun 1968,08-08-1968,Lihat SK Operasional,2023-03-21 09,A,0,,2.,,,,,,-.269207000000,100.713640000000,0,276,226,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kab. Lima Puluh Koto,Lareh Sago Halaban,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A6309E1-6278-414D-A806-ECFED965A8ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10311275,MTSS HALABAN,10311275,HALABAN,HALABAN,KEC. LAREH SAGO HALABAN,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-.216608000000,100.734565000000,0,27,16,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kab. Lima Puluh Koto,Lareh Sago Halaban,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FFEB9C96-D8CF-48E4-B5D4-F7344F73CCDE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69968906,SD IT AR-RAHMAN,69968906,Jorong Lareh Nan Panjang,BATU PAYUANG,KEC. LAREH SAGO HALABAN,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Ar Rahman Lareh Nan Panjang,AI8935,064/DPMPTSP-LK/IX/2017,22-09-2017,420/1177/2/DPK-LK/X-2017,20-10-2017,Lihat SK Operasional,2017-10-27 15,C,"3,750",1. -,2. Telkom Speedy,PLN,,,arrahmanlnp@gmail.com,http,-.260100000000,100.730300000000,8,113,87,10,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"4,000",10,0,1,1,0,0,2,7,8,0,0,0,0,8,0,0,8,8,0,0,0,0,0,0,2,6,,,,0,10,0,0,1,0,0,0,2,2,2,2,1,1
Sumatera Barat,Kab. Lima Puluh Koto,Lareh Sago Halaban,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0D84879-2FF5-E011-9F7D-D5CED7D9EF33,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10301306,UPTD SD NEGERI 01 AMPALU,10301306,Jorong Padang Aur,AMPALU,KEC. LAREH SAGO HALABAN,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,420/009/1/DPK-LK/I/2019,01-01-1910,Lihat SK Operasional,2019-10-22 11,B,"1,724",1. -,2. Telkomsel Flash,PLN,,,uptdsdn01ampalu@gmail.com,,.110200000000,100.679500000000,8,76,59,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,8,0,0,2,5,1,0,2,3,1,0,4,6,2,1,5,2,1,2,0,0,0,1,4,3,5,,,,0,0,8,0,0,0,0,0,1,1,1,1,1,1
Sumatera Barat,Kab. Lima Puluh Koto,Lareh Sago Halaban,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40D14979-2FF5-E011-9616-FFDA78E5CD52,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10301307,UPTD SD NEGERI 01 BALAI PANJANG,10301307,Balai Panjang,BALAI PANJANG,KEC. LAREH SAGO HALABAN,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-11-1912,,01-01-1910,Lihat SK Operasional,2019-10-06 05,B,"1,366",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdn01balaipanjang@gmail.com,,-.244100000000,100.724800000000,7,42,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,300",6,0,1,2,5,1,0,1,3,1,1,2,6,1,0,5,2,0,1,1,0,0,1,4,1,6,,,,0,0,6,0,1,0,0,0,1,1,1,1,1,1
Sumatera Barat,Kab. Lima Puluh Koto,Lareh Sago Halaban,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30437B78-2FF5-E011-9EB6-03D7BAA2DDB1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304208,UPTD SD NEGERI 01 BATU PAYUANG,10304208,Pakan Rabaa,BATU PAYUANG,KEC. LAREH SAGO HALABAN,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,458/BTP-LSH/2011,01-01-1935,,01-01-1935,Lihat SK Operasional,2019-09-28 05,B,927,1. Telkomsel Flash,2. Telkom Speedy,PLN,,0752759122,batu_payuang01@rocketmail.com,,-.270500000000,100.716300000000,9,67,58,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,1,2,6,0,0,3,6,1,1,1,6,3,0,9,0,3,1,1,0,0,2,2,1,8,,,,6,0,0,0,1,0,0,0,1,1,1,1,1,1
Sumatera Barat,Kab. Lima Puluh Koto,Lareh Sago Halaban,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60F84979-2FF5-E011-9D90-25E5E98FA1A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304210,UPTD SD NEGERI 01 BUKIK SIKUMPA,10304210,Rageh,BUKIK SIKUMPA,KEC. LAREH SAGO HALABAN,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/01/SDN 30 BKS/I/1981,01-01-1981,420/01/SDN 30 BKS/I/1910,01-01-1910,Lihat SK Operasional,2019-10-05 06,B,"1,998",1. -,2. Telkomsel Flash,PLN,,,sdn01bks@gmail.com,,.127900000000,100.765200000000,8,39,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,2,6,1,0,1,3,0,2,3,7,1,0,7,1,1,2,0,0,0,2,3,1,7,,,,0,0,6,0,0,1,0,0,1,1,1,1,1,1
Sumatera Barat,Kab. Lima Puluh Koto,Lareh Sago Halaban,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A00C4979-2FF5-E011-98A9-11DD403DC590,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10301315,UPTD SD NEGERI 01 HALABAN,10301315,Kapalo Koto Halaban,HALABAN,KEC. LAREH SAGO HALABAN,KAB. LIMA PULUH KOTO,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/009/1/ DPK-LK/1/2019,02-01-2019,420/009/1/ DPK-LK/1/2019,02-01-2019,Lihat SK Operasional,2019-10-29 07,B,"8,023",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,komitesdn01halaban@gmail.com,,-.337500000000,100.742700000000,8,72,60,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Telkomsel Flash,"1,297",7,0,1,2,5,1,0,2,5,0,1,2,4,4,0,6,2,2,2,0,0,0,1,3,1,7,,,,4,3,0,0,1,0,0,0,1,1,1,1,1,1
