prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Barat,Kab. Cianjur,Karang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4ECDFF68-B7E7-49D0-9710-0579E6A2F154,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976203,AL-MADINAH,69976203,Kp. Bungursari RT 03/06,CIHERANG,KEC. KARANG TENGAH,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,844 TAHUN 2017,06-09-2017,844 TAHUN 2017,06-09-2017,Silakan Upload SK (link file tidak valid) => [-],2018-05-04 08,B,0,,2.,,,,,,.000000000000,.000000000000,0,72,39,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Karang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7356D437-87D2-45FB-80B1-98F070C1C6DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60707622,MIN 1 Cianjur,60707622,Jl. Didi Prawirakusumah Desa Maleber,MALEBER,KEC. KARANG TENGAH,KAB. CIANJUR,PROV. JAWA BARAT,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,,,Keputusan Menteri Agama No 212 Tahun 2015,27-07-2015,Lihat SK Operasional,2019-01-23 09,A,0,,2.,,,,,,-6.821200000000,107.173700000000,0,400,385,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Karang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F477501-EC31-4960-B405-083922B67BFA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60707623,MIS AL-KHOERIYYAH,60707623,Kp. Benda RT 02 RW 07,SUKATARIS,KEC. KARANG TENGAH,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,742 Tahun 2016,01-08-2016,742 Tahun 2016,01-08-2016,Lihat SK Operasional,2021-03-04 12,B,0,,2.,,,,,,-6.803100000000,107.149400000000,0,153,174,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Karang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82E7ED05-B918-4C70-8C14-985534F748BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60707624,MIS AL-MUNAWWARAH,60707624,Jl. Kh Saleh Km. 07 Kp. Nanggela,BABAKANCARINGIN,KEC. KARANG TENGAH,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,1.10.13.06.239,16-09-1985,Kd.10.03/4/PP.00.4/406/2010,21-06-2010,Lihat SK Operasional,2021-03-05 08,B,0,,2.,,,,,,-6.820800000000,107.199300000000,0,87,90,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Karang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6687CEE9-06AB-435F-9DAE-C38BC911174C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60707625,MIS ASSAADAH,60707625,Jl. Hegarmanah No.02 Desa Hegarmanah Kecamatan Karangtengah Kabupaten Cianjur,HEGARMANAH,KEC. KARANG TENGAH,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.821500000000,107.154000000000,0,178,198,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Karang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB971936-B589-4E18-AF7F-BDA0A12B18A4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60707626,MIS ASSASUL ISLAM,60707626,Kp. Cirata Rt 01 Rw 06,BABAKANCARINGIN,KEC. KARANG TENGAH,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,M.10/Y-13/16/III/75,01-02-1975,-Kd.10.03/4/PP.00.4/406/2010,21-06-2010,Lihat SK Operasional,2021-03-03 14,B,0,,2.,,,,,,-6.798800000000,107.209200000000,0,87,72,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Karang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70BB76C1-A9C1-44D8-9460-B762A01A6278,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60707628,MIS AT-TANBIH,60707628,Kp. Ciheulang RT 02/02,LANGENSARI,KEC. KARANG TENGAH,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,AHU-345-AH.02.01.TAHUN 2011,09-05-2011,0244/SKP-IO/2016,05-09-2016,Lihat SK Operasional,2021-03-04 13,B,0,,2.,,,,,,-6.835500000000,107.192400000000,0,108,91,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Karang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27DE159B-9C2B-471D-86FA-C66A1E57F1A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60707627,MIS ATS-TSUUR,60707627,Jl. Kh. Opo Mustopa Rt 01 Rw 02 Kp. Ancol Maleber,MALEBER,KEC. KARANG TENGAH,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,1.10.13.06.071,16-03-1978,Mi-13/KP.08.8/1936/1990,20-12-1990,Lihat SK Operasional,2021-03-05 13,B,0,,2.,,,,,,-6.826400000000,107.176100000000,0,77,86,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Karang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B5C4F64-D8F7-4C32-BA72-6FC5A079BC89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69982757,MIS DARURROHMAN,69982757,KP. CIROYOM,KEC. KARANG TENGAH,KAB. CIANJUR,PROV. JAWA BARAT,INDONESIA,SWASTA,MI,Kementerian Agama,,,764 TAHUN 2018,06-06-2018,764 TAHUN 2018,06-06-2018,Silakan Upload SK (link file tidak valid) => [-],2018-12-07 08,C,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Karang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B006EE1E-3819-42AC-AB42-3D46AB01CD9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60707629,MIS ISLAMIYAH KOPO,60707629,Jl. Didi Prawirakusumah No. 102 Rt. 02/07,SUKAMANAH,KEC. KARANG TENGAH,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.815930000000,107.167866000000,0,61,60,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
