prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Papua,Kab. Sarmi,Bonggo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40A4B640-31F5-E011-B928-FD6BC7991170,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301996,SD INPRES ARMOPA,60301996,Kampung Armopa,ARMOPA,KEC. BONGGO,KAB. SARMI,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1987,12-11-1977,420/305?P&K/SK.I-OPS/VI/2018,29-06-2018,Lihat SK Operasional,2018-09-10 08,C,0,,2.,,,,sumarno607@yahoo.com,,-2.280800000000,139.599400000000,6,24,19,6,SD 2013,,,2022/2023-2,,6,0,0,0,4,0,0,2,2,1,3,0,3,3,0,5,1,0,1,2,0,1,1,1,3,3,1,1,1,1,1,1,0,6,0,0,0,0,0,1,,,,
Papua,Kab. Sarmi,Bonggo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00BEB640-31F5-E011-A0D1-67633E01A4CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301997,SD INPRES ARMOPA I,60301997,Kiren,UPT-SP I / KIREN,KEC. BONGGO,KAB. SARMI,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1988,27-07-1998,420/305?P&K/SK.I-OPS/VI/2018,29-06-2018,Lihat SK Operasional,2018-09-10 08,C,"10,000",1. -,2. Telkomsel Flash,PLN,,,sdinpresarmopa1@gmail.com,,-2.302000000000,139.565300000000,7,57,64,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,3,1,0,3,5,1,1,0,3,4,0,4,3,2,1,1,0,2,0,1,1,6,1,1,1,1,1,1,0,0,0,6,0,0,0,1,Tidak Ada,,,
Papua,Kab. Sarmi,Bonggo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0CAB640-31F5-E011-A927-83ACC770DED1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301998,SD INPRES ARMOPA II,60301998,Armopa Ii,UPT-SP II / BEBON JAYA,KEC. BONGGO,KAB. SARMI,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1994,14-03-1990,420/305/SK.1/OPS/P&K/VI/2018,29-06-2018,Lihat SK Operasional,2018-09-10 08,B,"10,000",1. -,2. Telkomsel Flash,PLN,,,sihonospd77@gmail.com,,-2.279700000000,139.546000000000,5,73,68,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,4,0,0,1,1,1,3,0,4,1,0,4,1,1,0,1,0,0,1,2,2,3,1,1,1,1,1,1,3,0,0,3,0,0,0,1,Tidak Ada,,,
Papua,Kab. Sarmi,Bonggo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0D7B640-31F5-E011-B266-517C0E9E7E52,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302001,SD INPRES ARMOPA III,60302001,JL.Raya Sarmi - Jayapura,TETOM,KEC. BONGGO,KAB. SARMI,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,sk.22.3. 45/kab.jpr/2001,11-07-2001,420/305/SK.1/OPS/P&K/VI/2018,29-06-2018,Lihat SK Operasional,2018-09-10 08,C,"5,000",1. -,2. Telkomsel Flash,PLN,,,Sdinpresarmopaiii@gmail.com,,-2.341500000000,139.587000000000,9,45,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,0,0,0,1,2,2,0,5,7,0,2,0,2,7,0,7,2,0,3,1,0,1,3,1,3,6,1,1,1,1,1,1,0,0,0,6,0,0,0,1,Tidak Ada,,,
Papua,Kab. Sarmi,Bonggo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20B1B640-31F5-E011-8A9B-0DD117FB2F14,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302016,SD INPRES KRIM,60302016,Anus,MAWESWARES,KEC. BONGGO,KAB. SARMI,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,2000,14-01-1998,420/305?P&K/SK.I-OPS/VI/2018,29-06-2018,Lihat SK Operasional,2018-09-10 09,C,"4,800",1. -,2. Telkomsel Flash,PLN,,,sdinpreskrim01@gmail.com,,-2.310500000000,139.523600000000,2,36,13,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,200",6,0,1,2,1,1,0,0,1,1,0,0,1,1,0,2,0,0,1,0,0,0,0,1,0,2,1,1,1,1,1,1,6,0,0,0,1,0,0,0,Tidak Ada,,,
Papua,Kab. Sarmi,Bonggo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A00BB740-31F5-E011-9E14-07F3F6FB8B50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302027,SD NEGERI ARMOPA VII,60302027,Rimser Sari,UPT-SP VII / RIMSER SARI,KEC. BONGGO,KAB. SARMI,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/ 544 / P&K /2021,01-01-1910,420/ 544 / P&K /2021,01-01-1910,Lihat SK Operasional,2021-11-19 17,B,"7,076",1. -,2. -,PLN,,,,,-2.287735000000,139.537296000000,7,86,67,7,SD 2013,Pagi/6 hari,,2022/2023-2,900,7,0,1,1,5,1,0,1,3,2,2,0,3,4,0,7,0,1,0,2,2,0,0,2,6,1,2,1,1,1,1,1,7,0,0,0,0,1,0,0,Tidak Ada,,,
Papua,Kab. Sarmi,Bonggo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B453C2D-C7A7-460B-BC27-8CDDD9E36C6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70037125,SD NEGERI SRUM,70037125,Kampung Srum,SRUM,KEC. BONGGO,KAB. SARMI,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,003/ 018/ Dis-Bonggo/ 2022,25-04-2022,420/  327 / P&K /2022,01-06-2022,Lihat SK Operasional,2023-02-03 13,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Papua,Kab. Sarmi,Bonggo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0E00E41-31F5-E011-8C05-533B1A0C7213,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302043,SD YPK MAWESWARES,60302043,Maweswares,MAWESWARES,KEC. BONGGO,KAB. SARMI,PROV. PAPUA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,c-2019.BT.01.02.Th 2005,21-12-2005,420/305/SK.I-OPS/P&K/VI/2018,29-06-2018,Lihat SK Operasional,2020-11-16 07,Tidak Terakreditasi,"10,000",1. -,2. Telkomsel Flash,PLN,,,sdypkmaweswares@gmail.com,,-2.273100000000,139.488000000000,3,40,33,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,0,2,2,0,0,1,1,0,2,0,2,1,0,2,1,0,0,0,1,1,0,1,2,1,1,1,1,1,1,1,6,0,0,0,0,0,0,0,Tidak Ada,,,
Papua,Kab. Sarmi,Bonggo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0ED0E41-31F5-E011-A5ED-43E0E6331129,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302047,SD YPK TARONTHA,60302047,Tarontha,TARONTA,KEC. BONGGO,KAB. SARMI,PROV. PAPUA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,01-10-1996,,01-01-1910,Silakan Upload SK,,Tidak Terakreditasi,"5,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdypktarontha@gmail.com,,-2.392200000000,139.612000000000,5,23,24,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,900,1,0,0,0,2,0,0,3,3,2,0,0,0,5,2,2,1,0,1,1,2,1,0,0,1,4,1,1,1,1,1,1,0,1,0,5,0,0,0,0,Telkomsel Flash,,,
Papua,Kab. Sarmi,Bonggo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80C64B41-31F5-E011-8EE9-6DE4E8D9ECB4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302048,SMP NEGERI 1 BONGGO,60302048,Armopa,ARMOPA,KEC. BONGGO,KAB. SARMI,PROV. PAPUA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,05-03-1982,,01-01-1910,Silakan Upload SK,,,"30,000",1. Lainnya (Satelit),2. Telkomsel Flash,PLN,081243846412,,smpnegeri1bonggo@gmail.com,,-2.342600000000,139.594200000000,14,80,76,6,SMP 2013,Pagi/6 hari,,2022/2023-2,"1,300",7,0,0,2,10,2,0,2,7,0,6,1,4,10,0,12,2,2,2,3,3,0,0,4,7,7,,,,,,,0,7,0,0,0,0,0,0,Lainnya (Satelit),2,2,2
