prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Barat,Kab. Bogor,Cisarua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1EF10A4F-B9BB-4223-B24E-DA6E9C5BC3F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60706776,MIS AL IKHLAS,60706776,Jl. Sindang Subur Kp.Sampay RT.004/013,TUGU SELATAN,KEC. CISARUA,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,W.i/PP.004.1/1694/1991,04-05-1991,W.i/HK. 008/392/1991,01-05-1991,Lihat SK Operasional,2023-03-29 08,B,0,,2.,,,,,,-6.694000000000,106.956500000000,0,224,196,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bogor,Cisarua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E2FA1AC-CA8E-4EC7-8D1C-80ED94F051B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60706777,MIS ALI HASANUDIN,60706777,Kp.Cijulang Rt.03/05 Ds.Kopo,KOPO,KEC. CISARUA,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,W.i/HK.008/392/1991,05-05-1991,W.i/PP.004.1/1680/1991,01-05-1991,Lihat SK Operasional,2020-02-29 11,C,0,,2.,,,,,,-6.659900000000,106.893700000000,0,16,8,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bogor,Cisarua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0C956412-A46B-410F-AE77-2D898308EC0C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976199,MIS ASSALAM,69976199,Kp. Sawah RT. 02 RW. 02,CILEMBER,KEC. CISARUA,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,654 TAHUN 2017,06-09-2017,654 TAHUN 2017,06-09-2017,Lihat SK Operasional,2019-10-10 16,B,0,,2.,,,,,,-6.642000000000,106.921400000000,0,101,106,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bogor,Cisarua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/06E6086E-7153-4387-8845-A0EC1D3E5780,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60706778,MIS ATHFALIYAH,60706778,Kp.Cisarua dalam RT 04 RW 06,KOPO,KEC. CISARUA,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.660500000000,106.906300000000,0,94,97,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bogor,Cisarua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E6BC56CA-EA09-480F-8DE1-8748B911930C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277488,MTSS AL HASANI,20277488,Kp. Babakansirna Rt. 02/02,KOPO,KEC. CISARUA,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.657500000000,106.935800000000,0,102,57,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bogor,Cisarua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D4B6BB9-4E5A-4F0C-B947-0719B440C1EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277489,MTSS AL IKHLAS,20277489,Jln. Sukamaju 1 Kp. Sampay Rt.04/13,TUGU SELATAN,KEC. CISARUA,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,D/Kw.10/MTs/1448/2009,25-03-2009,Kw.10.4/4/PP.00.5/346/2009,25-03-2009,Lihat SK Operasional,2020-02-29 10,B,0,,2.,,,,,,-6.694000000000,106.956500000000,0,91,97,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bogor,Cisarua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6315CB06-C400-44A4-BE3B-B3A83B5092F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277490,MTSS BAETURRAHMAN,20277490,Kp.Cisaruadalam Rt.05/06,KOPO,KEC. CISARUA,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,,01-01-1900,,01-01-1900,Silakan Upload SK (link file tidak valid) => [782534-983773--],2023-02-19 20,,0,,2.,,,,,,-6.662100000000,106.903200000000,0,62,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bogor,Cisarua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ECE4E908-2C9E-4A02-9745-A3FA843682E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277491,MTSS DARUL QUR`AN,20277491,Kp. Anyar Rt.02/03 No. 08 Cisarua Bogor 16750,CISARUA,KEC. CISARUA,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,Kd.10.01/4/PP.00.4/705a/2010,03-06-2010,Kd.10.01/4/PP.00.4/705a/2010,03-06-2010,Lihat SK Operasional,2020-02-04 15,A,0,,2.,,,,,,-6.682400000000,106.934500000000,0,437,369,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bogor,Cisarua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00B12113-2CF5-E011-8641-37F8C6BA840A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20230607,SD AL AMANIYYAH,20230607,Kp Muara Rt 04/04,KOPO,KEC. CISARUA,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al-Amaniyyah,AN8041,421.2/396/KPTS/HUK,02-12-2004,421.2/396/KPTS/HUK,02-12-2004,Lihat SK Operasional,2020-08-27 09,B,900,1. Smartfren,2. 3 (Tri),PLN,,,sdalamaniyyah11@gmail.com,,-6.655600000000,106.902100000000,7,100,96,6,Pagi/6 hari,,2022/2023-2,400,6,0,1,2,0,0,9,0,7,0,0,0,2,5,0,2,5,3,0,1,1,1,0,1,3,4,6,0,0,1,1,0,0,0,SD 2013,Smartfren,1,1,1,1,1,1,,,
Jawa Barat,Kab. Bogor,Cisarua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/244A3EDD-10BE-4554-A0BE-C7E3B322C9BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70027243,SD IT WADI AL AHGAFF,70027243,KP. PASANGGRAHAN RT 002 RW 002,CITEKO,KEC. CISARUA,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN WADI AL AHGAFF,AX4102,001/11/WADI/2018,02-02-2018,421.2/287/00008/DPMPTSP/2022,17-03-2022,Lihat SK Operasional,2022-03-24 16,,"1,632",1. -,2. Lainnya,PLN,,,,,-6.678779300000,106.928548900000,14,122,103,9,Sehari Penuh/5 hari,,2022/2023-2,"2,195",9,0,0,2,0,0,3,12,14,0,0,0,0,14,0,2,12,10,0,3,1,0,0,0,2,12,9,0,0,0,0,0,0,0,SD 2013,Tidak Ada,2,2,2,2,1,0,,,
