prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Riau,Kab. Pelalawan,Ukui,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F51A1CD6-BD74-4DAB-8948-D8E5B01A101F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60704449,MIN 1 PELALAWAN,60704449,JL. RADEN SALEH NO. 8,LUBUK KEMBANG SARI,KEC. UKUI,KAB. PELALAWAN,PROV. RIAU,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,Kd.04.07/03/PP.00/13/186,04-04-2010,,17-07-1995,Silakan Upload SK (link file tidak valid) => [442753-689202--],2021-04-30 10,A,0,,2.,,,,,,-.123830000000,102.164047000000,0,101,111,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Pelalawan,Ukui,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25094AF4-D4B6-435C-9D41-C6E7F47DB938,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69728425,MIS AL ISLAMIYAH,69728425,JL. LAPANGAN BINA KRIDA,SILIKUAN HULU,KEC. UKUI,KAB. PELALAWAN,PROV. RIAU,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-.152832000000,102.209000000000,0,138,125,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Pelalawan,Ukui,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85C17C82-C883-439A-936A-198355CA139E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10499177,MTSS AL ISLAMIYAH,10499177,JL.RAYA DESA KAMPUNG BARU RT.12 RW.06,KAMPUNG BARU,KEC. UKUI,KAB. PELALAWAN,PROV. RIAU,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-.161700000000,102.059100000000,0,58,42,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Pelalawan,Ukui,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7A6C932F-647F-4F72-9E62-1B8C20BE113B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69727659,MTSS AL ISTIQOMAH,69727659,JL. ARIFIN AHMAD,LUBUK KEMBANG SARI,KEC. UKUI,KAB. PELALAWAN,PROV. RIAU,SWASTA,MTs,Kementerian Agama,,,kd.04.07/04/pp.00/559/2012,21-12-2012,kd.04.07/04/pp.00/559/2012,21-12-2012,Lihat SK Operasional,2020-01-03 08,C,0,,2.,,,,,,-.281163000000,102.022666000000,0,26,28,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Pelalawan,Ukui,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DDC6D887-6129-4BCC-999C-AD1A77698878,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69726322,MTSS BAHRUL ULUM,69726322,JL. LINTAS TIMUR,SILIKUAN HULU,KEC. UKUI,KAB. PELALAWAN,PROV. RIAU,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-.198509000000,102.127071000000,0,67,60,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Pelalawan,Ukui,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EA52554E-9ECD-451D-A08F-EB74B0239CCC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69727653,MTSS MIFTAHUL HUDA,69727653,SILIKUAN HULU,SILIKUAN HULU,KEC. UKUI,KAB. PELALAWAN,PROV. RIAU,SWASTA,MTs,Kementerian Agama,,,Kd.04.07/03/PP.00/28/2010,04-04-2010,Kd.04.07/03/PP.00/Kep/187/2010,04-04-2010,Lihat SK Operasional,2019-12-23 08,B,0,,2.,,,,,,-.230900000000,102.107200000000,0,49,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Pelalawan,Ukui,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54B99255-FDF4-4FD0-A499-43FF73DA55A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70038239,SD BINA ABDI WIJAYA,70038239,"Dusun v Rt/Rw 003/009, Desa Lubuk Kembang Bunga, Kec. Ukui, Kab. Pelalawan",LUBUK KEMBANG BUNGA,KEC. UKUI,KAB. PELALAWAN,PROV. RIAU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,137/DPMPTSP/IPSPF/2022/003,23-09-2022,421/disdikbud-PPSD/2022/1050,08-09-2022,Lihat SK Operasional,2023-03-21 15,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Pelalawan,Ukui,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0CAC6C4-B4FB-E111-85B6-D3063A58B5A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10497371,SD Global Andalan Estate Ukui,10497371,Komp. PT.RAPP Estate Ukui,LUBUK KEMBANG BUNGA,KEC. UKUI,KAB. PELALAWAN,PROV. RIAU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KERINCI CITRA KASIH,AH3441,137/KPPT/IMB/VII/2009/42,23-07-2009,137/DPMPTSP/IPPSP/IPPSP/2020/29,21-09-2020,Lihat SK Operasional,2021-09-02 16,A,"10,000",1. -,2. Telkomsel Flash,PLN & Diesel,,,sd_globalukui@yahoo.co.id,http,.419000000000,102.169800000000,7,64,63,6,Pagi/6 hari,,2022/2023-2,"2,200",6,0,1,7,0,0,8,0,7,0,0,0,0,7,1,5,1,2,0,5,0,0,0,0,3,4,6,0,0,0,1,0,0,0,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Riau,Kab. Pelalawan,Ukui,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/223345D9-EC5B-4339-8F1C-0AAC70D3AC38,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69978052,SD IT MUHAMMADIYAH,69978052,Jl. K.H. Ahmad Dahlan jalur IV.,BUKIT GAJAH,KEC. UKUI,KAB. PELALAWAN,PROV. RIAU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Pelalawan,AO5547,02-HT.01.03.A.165,29-01-2014,0220001602594,29-06-2020,Lihat SK Operasional,2021-08-19 11,B,"20,000",1. Lainnya (Wavelan),2. Telkom Speedy,PLN,,,sditmuhammadiyah04@gmail.com,http,-.147900000000,102.145600000000,14,111,68,8,Pagi/6 hari,,2022/2023-2,"4,300",9,0,2,9,0,0,2,13,14,0,0,0,0,14,0,10,4,11,2,1,0,0,0,0,5,9,3,6,0,0,0,2,0,0,1,2,1,2,1,1,SD 2013,Lainnya (Wavelan),,,
Riau,Kab. Pelalawan,Ukui,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0C59CC7-2FF5-E011-84C8-4F4AAE5E22D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10404714,SD NEGERI 001 UKUI,10404714,Ukui,UKUI SATU,KEC. UKUI,KAB. PELALAWAN,PROV. RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/DISDIK/2015/177,01-01-1910,420/DISDIK/2015/177,01-01-1910,Lihat SK Operasional,2020-11-24 15,A,"6,732",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdnegeri.001ukui@gmail.com,,-.128400000000,102.156700000000,24,204,202,18,Double Shift/6 hari,,2022/2023-2,"2,200",13,2,1,4,17,0,0,7,7,5,9,3,16,8,2,18,4,1,3,5,2,3,4,6,6,18,5,6,2,0,1,0,0,0,3,3,3,3,3,3,SD 2013,Telkomsel Flash,,,
