prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Aceh,Kab. Gayo Lues,Terangun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DD6890D-09B8-4AB7-B285-4AD6A838F584,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60703386,MIS TERANGUN,60703386,DESA BUKUT,BUKUT,KEC. TERANGUN,KAB. GAYO LUES,PROV. ACEH,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,4.073300000000,97.022100000000,0,8,7,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Aceh,Kab. Gayo Lues,Terangun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20F8C590-2EF5-E011-98E1-99A53A6B11AC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104512,SD NEGERI 1 TERANGUN,10104512,Jalan Terangun Blang Pidie,TERANGUN,KEC. TERANGUN,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"5,600",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn1terangun@gmail.com,,4.077159200000,97.065108600000,13,142,96,9,Pagi/6 hari,,2022/2023-2,"1,800",9,0,2,2,5,0,0,8,9,0,4,0,2,11,1,10,2,4,4,3,2,0,0,0,1,12,9,0,0,3,2,0,0,0,SD 2013,Telkomsel Flash,1,1,2,2,2,1,,,
Aceh,Kab. Gayo Lues,Terangun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0C37F71-3CFE-E111-8B35-43C6F2E20C1C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10110282,SD NEGERI 10 TERANGUN,10110282,KP. BUKUT,BUKUT,KEC. TERANGUN,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"4,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn10trg@gmail.com,,4.062596400000,97.017145400000,5,37,24,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,1,0,0,4,4,0,1,0,1,4,0,2,3,2,2,0,0,1,0,0,2,3,6,0,0,0,1,0,0,0,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Terangun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0E87F71-3CFE-E111-B816-774AF4C9AC95,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10110279,SD NEGERI 11 TERANGUN,10110279,KP. MELELANG,MELELANG,KEC. TERANGUN,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"5,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdnegeri.11terangun@gmail.com,,4.031300000000,96.911900000000,10,22,14,6,Pagi/6 hari,,2022/2023-2,900,3,0,1,0,1,2,0,7,9,0,1,0,1,9,0,9,1,1,4,4,1,0,0,0,7,3,0,0,3,3,0,0,1,0,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Terangun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/39CBBCF4-D583-46ED-B1EE-AAF7FC73C4D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69899941,SD NEGERI 12 TERANGUN,69899941,Jl. Blangkede,PANTAN LUES,KEC. TERANGUN,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.1/399.1/2014,04-08-2014,421.1/399.1/2014,04-08-2014,Lihat SK Operasional,2015-08-14 16,C,"1,250",1. -,2. -,PLN,,,sdn12terangun@gmail.com,,4.039384000000,96.919918000000,9,34,36,6,Pagi/6 hari,,2022/2023-2,880,5,0,0,2,3,0,0,6,9,0,0,0,2,7,0,8,1,3,5,1,0,0,0,0,4,5,0,0,5,1,0,0,0,0,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Terangun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8006C690-2EF5-E011-956A-99E202F07594,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104594,SD NEGERI 2 TERANGUN,10104594,Jalan Terangun - Blang Pidie,BLANG KUNCIR,KEC. TERANGUN,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"1,600",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn2terangun@yahoo.com,,4.079629900000,97.042305400000,8,94,77,6,Pagi/6 hari,,2022/2023-2,"1,800",6,0,1,1,4,0,0,4,6,1,1,0,1,7,0,5,3,4,2,1,1,0,0,0,2,6,6,0,0,0,1,0,0,0,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Terangun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B014C690-2EF5-E011-A5DF-4D8CE19EA3F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104491,SD NEGERI 3 TERANGUN,10104491,Desa Soyo,SOYO,KEC. TERANGUN,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,01007601100001,11-05-1995,10760921311993,01-01-1985,Silakan Upload SK,,B,"60,000",1. Telkomsel Flash,2. -,PLN,,,Sdnegeri3terangun@gmail.com,,4.085200000000,97.023500000000,10,35,43,6,Pagi/6 hari,,2022/2023-2,"1,320",6,0,1,4,2,1,0,7,10,0,0,0,2,8,0,10,0,2,6,2,0,0,0,0,3,7,0,6,0,0,1,0,0,0,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Terangun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5024C690-2EF5-E011-A2F2-8F3B537AEC6A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104488,SD NEGERI 4 TERANGUN,10104488,Desa Padang,PADANG,KEC. TERANGUN,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,No.798/1916,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"2,100",1. Lainnya,2. Telkomsel Flash,PLN,,,sekolahdasarnegeri4terangun@gmail.com,,4.055893900000,97.072662500000,13,116,79,9,Pagi/6 hari,,2022/2023-2,900,9,0,0,2,6,0,0,7,8,0,5,0,3,10,0,11,2,3,7,1,0,1,1,0,4,9,0,3,6,0,0,0,0,1,SD 2013,Lainnya,1,1,2,2,2,1,,,
Aceh,Kab. Gayo Lues,Terangun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B032C690-2EF5-E011-8B78-43BFA115F042,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104600,SD NEGERI 5 TERANGUN,10104600,Desa Pantan LUes,PANTAN LUES,KEC. TERANGUN,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"4,900",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,4.048130900000,97.097688200000,8,8,19,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,3,0,0,5,6,0,2,0,1,7,0,6,2,2,4,1,0,0,1,0,3,5,6,0,0,0,1,0,0,0,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Terangun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2041C690-2EF5-E011-8E93-9DD0D42FAE85,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104614,SD NEGERI 6 TERANGUN,10104614,Desa Gewat,GEWAT,KEC. TERANGUN,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"4,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn6trg@gmail.com,,4.058993700000,97.060552300000,10,11,23,6,Pagi/6 hari,,2022/2023-2,900,6,0,2,1,6,0,0,4,7,0,2,1,1,9,0,8,2,2,3,2,1,0,2,0,6,4,4,2,0,0,2,0,0,0,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
