prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Aceh,Kab. Aceh Besar,Darul Imarah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50701BFD-B0DF-4761-9103-12904CCB4C55,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033053,MI HAFIZH CENDEKIA,70033053,GAMPONG LAMSIDAYA,LAMSIDAYA,KEC. DARUL IMARAH,KAB. ACEH BESAR,PROV. ACEH,SWASTA,MI,Kementerian Agama,,,,,373 TAHUN 2022,05-08-2022,Silakan Upload SK (link file tidak valid) => [233196-769792-https,2022-09-06 10,,0,,2.,,,,,,.000000000000,.000000000000,0,140,85,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Aceh,Kab. Aceh Besar,Darul Imarah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7F988E13-CC63-4B30-95A8-CCBED37DC3A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60703113,MIN 11 ACEH BESAR,60703113,JLN. SOEKARNO HATTA NO.30,LAM BHEU,KEC. DARUL IMARAH,KAB. ACEH BESAR,PROV. ACEH,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,5.519580000000,95.304400000000,0,155,168,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Aceh,Kab. Aceh Besar,Darul Imarah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB749EC7-A095-483B-936E-6355E80AF064,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60703111,MIN 13 ACEH BESAR,60703111,JL. TGK. FAKINAH,LAMKAWEE,KEC. DARUL IMARAH,KAB. ACEH BESAR,PROV. ACEH,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,5.500264000000,95.330299000000,0,347,375,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Aceh,Kab. Aceh Besar,Darul Imarah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28D1084E-B775-4240-AC15-D7E42DC3DB18,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60703114,MIN 19 ACEH BESAR,60703114,JL. PESANTREN NIDAUL ISLAM,JEUMPET AJUN,KEC. DARUL IMARAH,KAB. ACEH BESAR,PROV. ACEH,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,5.518782000000,95.295329000000,0,130,126,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Aceh,Kab. Aceh Besar,Darul Imarah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6B348BF6-1AD2-41A9-A008-63357882B8EB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60703112,MIN 40 ACEH BESAR,60703112,JL. MESJID DAROY NO. 02 DESA PUNIE,PUNIE,KEC. DARUL IMARAH,KAB. ACEH BESAR,PROV. ACEH,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,5.504848000000,95.304317000000,0,107,94,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Aceh,Kab. Aceh Besar,Darul Imarah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99907BA1-84DB-4173-A4B2-EBC9C2DA8992,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033052,MTs Samudera Pasai Madani,70033052,Jln. Umong Guci,JEUMPET AJUN,KEC. DARUL IMARAH,KAB. ACEH BESAR,PROV. ACEH,SWASTA,MTs,Kementerian Agama,,,,,356 TAHUN 2022,01-08-2022,Silakan Upload SK (link file tidak valid) => [233195-172048-https,2022-09-06 10,,"9,303",,2.,,,,,,.000000000000,.000000000000,0,72,65,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Aceh,Kab. Aceh Besar,Darul Imarah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85402E5D-13C1-426E-B424-FF180AED1AFB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10114371,MTSN 8 ACEH BESAR,10114371,JL. PEUKAN BILUY KM. 7  COT GUE,KUTA KARANG,KEC. DARUL IMARAH,KAB. ACEH BESAR,PROV. ACEH,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,5.501212000000,95.330053000000,0,175,220,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Aceh,Kab. Aceh Besar,Darul Imarah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AEB5F136-0FFB-4271-9E0A-8BF89505AF07,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10100346,MTSS KEUTAPANG DUA,10100346,JL. HADIAH DESA LAMBHEU KEUTAPANG DUA,LAM BHEU,KEC. DARUL IMARAH,KAB. ACEH BESAR,PROV. ACEH,SWASTA,MTs,Kementerian Agama,,,22,05-12-1981,Nomor 336 Tahun 2019,24-07-2019,Lihat SK Operasional,2020-08-24 19,B,0,,2.,,,,,,5.514300000000,95.304400000000,0,127,87,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Aceh,Kab. Aceh Besar,Darul Imarah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/439BDB16-6C4B-4EB6-8B77-7F751961C741,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70039204,SD IT MUTIARA ILMU,70039204,"Jl. Dr. M. Hasan No. 90 A, Desa Lamcot",LAMCOT,KEC. DARUL IMARAH,KAB. ACEH BESAR,PROV. ACEH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,AHU-0017264.AH.01.04 Tahun 2017,21-11-2017,237 TAHUN 2023,10-01-2023,Lihat SK Operasional,2023-05-04 15,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Aceh,Kab. Aceh Besar,Darul Imarah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5067E890-2EF5-E011-9B3E-75A42700178D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10107375,SD IT NURUL FIKRI ACEH,10107375,Jl. T. Nek,LAMTHEUN,KEC. DARUL IMARAH,KAB. ACEH BESAR,PROV. ACEH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Nurul Fikri Aceh Darussalam,AI7534,15,29-01-2005,087 Tahun 2020,30-11-2020,Lihat SK Operasional,2022-08-26 08,A,"6,135",1. -,2. Telkom Speedy,PLN,06516302059,06516302059,sditnurulfikriaceh@yahoo.co.id,,5.506568300000,95.320838300000,37,277,228,21,Sehari Penuh/5 hari,,2022/2023-2,"2,700",21,0,1,15,0,0,23,17,37,0,0,0,4,33,1,23,13,13,12,9,1,1,0,1,7,30,4,17,0,0,0,1,0,0,3,4,3,3,4,4,SD 2013,Tidak Ada,,,
