prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Barat,Kab. Karawang,Klari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3663434F-B803-4E0A-A05B-08F56C9E9CFC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69888345,MI Al Istiqlal,69888345,Dusun Cirejag I RT. 06 RW 03,CIBALONGSARI,KEC. KLARI,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,Lainnya,,0078/0078/IO.MI.0007/2014,17-12-2014,7207 Tahun 2014,17-12-2014,Lihat SK Operasional,2022-08-01 19,A,0,,2.,,,,,,-6.345500000000,107.372600000000,0,308,286,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Klari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88BC5482-CF2B-4B2F-A778-39BC9D9B1A95,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69956180,MI Daarul Qur an,69956180,Jl. Telagasari No.17 Kawali,DUREN,KEC. KLARI,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,Lainnya,,0156/IPM/2016,20-06-2016,412 Tahun 2016,20-06-2016,Lihat SK Operasional,2020-01-30 14,B,0,,2.,,,,,,-6.359400000000,107.378900000000,0,193,152,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Klari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/15BC9C49-7628-4F30-B9C4-A2ADC1FF39BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709177,MIS AL IANAH,60709177,Jl. Raya Kosambi No. 06 RT.  20 RW. 06,DUREN,KEC. KLARI,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,1/10/06/06/01,,1/10/06/06/01,,Silakan Upload SK,,A,0,,2.,,,,,,-6.369400000000,107.373200000000,0,472,480,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Klari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/032966DE-55F1-443A-A351-35BF5EB9A4A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70005527,MIS AL UMM,70005527,DUSUN CIBALADO RT. 029 RW. 008,GINTUNGKERTA,KEC. KLARI,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,0169/IPM/2019,15-07-2019,926 Tahun 2019,15-07-2019,Lihat SK Operasional,2021-06-08 14,,"1,040",,2.,,,,,,.000000000000,.000000000000,0,216,228,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Klari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FE95A971-1AC3-405A-8EB2-AFF7D8954A5B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709179,MIS AL-IKHLAS GINTUNG KOLOT,60709179,Dusun Gintung Kolot RT. 017 RW. 004,GINTUNGKERTA,KEC. KLARI,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,Kd.10.15/4/PP.00.4/150/2011,03-10-2011,Kd.10.15/4/PP.00.4/150/2011,03-10-2011,Lihat SK Operasional,2020-07-21 14,B,0,,2.,,,,,,-6.372534000000,107.383964000000,0,198,155,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Klari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1494AB52-1D64-4C0F-A553-1D29480FC92D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70002896,MIS BANI 'ALWAN,70002896,DUSUN KOPO RT/RW. 010/002 DESA KLARI KEC. KLARI,KLARI,KEC. KLARI,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,AHU-0016631.AH.01.04. Tahun 2017,08-11-2017,924 Tahun 2019,15-07-2019,Lihat SK Operasional,2020-07-22 14,,"1,985",,2.,,,,,,.000000000000,.000000000000,0,72,49,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Klari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36BC8E7A-BBD3-434A-B46A-D2BBAD4125FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709178,MIS NIHAYATUL HIDAYAH,60709178,Jl. H. Sayuti No. 20 RT. 02/01,SUMURKONDANG,KEC. KLARI,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.367059000000,107.375280000000,0,45,37,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Klari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A6CC91D5-5E40-4C8E-9FA7-D33D22F4EA66,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709180,MIS NURUL FALAH CIBALONGSARI,60709180,Perum De Griya Blok B11,CIBALONGSARI,KEC. KLARI,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.359508000000,107.359045000000,0,277,295,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Klari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C651F342-AB1C-4AE9-9502-74E8230941D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709181,MIS RAUDHOTUL JANNAH,60709181,Kp. Mangga Besar 1 RT. 11/03,WALAHAR,KEC. KLARI,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,Kd.10.15/4/PP.00.4/149.1/2012,27-07-2012,32.15/MI/136/2012,27-07-2012,Lihat SK Operasional,2020-06-19 19,A,0,,2.,,,,,,-6.384000000000,107.374100000000,0,301,245,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Klari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0DA80C74-231B-48E3-A673-FD09FAB4E344,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70027540,MTs AL-ISTIQLAL,70027540,"Dusun Cirejag 1 RT 06 RW 03, Desa Cibalongsari, Kec. Klari  Karawang",CIBALONGSARI,KEC. KLARI,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,126/ND-IO/2021,28-05-2021,666 TAHUN 2021,28-05-2021,Lihat SK Operasional,2022-10-05 11,,0,,2.,,,,,,-6.345500000000,107.372600000000,0,21,23,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
