prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0343D09-30F5-E011-84E0-7F566814426A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104145,SD NEGERI 01 KETIAT,30104145,KETIAT,CIPTA KARYA,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"6,471",1. -,2. Telkomsel Flash,PLN,,,ketiatsdn01@gmail.com,,.829666700000,109.434865000000,17,162,160,12,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",11,0,1,2,7,0,0,10,10,1,5,1,7,10,0,15,2,4,3,3,1,1,2,3,4,13,2,2,2,2,2,2,3,8,0,0,0,0,1,0,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00423D09-30F5-E011-AF9F-8FE3D4E4CF59,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30109253,SD NEGERI 02 SUNGAI BETUNG,30109253,Sungai Betung,SUKA MAJU,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1961,,01-01-1910,Silakan Upload SK,,A,"8,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn2sungaibetung@gmail.com,,.814547900000,109.380128500000,10,74,46,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"5,500",0,0,0,0,3,0,0,7,7,1,1,1,2,8,0,6,4,2,4,1,0,0,1,2,4,6,1,1,1,1,1,1,0,0,0,7,0,0,0,1,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/004F3D09-30F5-E011-A058-FF3454AFFC86,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104101,SD NEGERI 03 KAWAN,30104101,Suka maju,SUKA MAJU,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,896/10/SDN.03/I/1976,01-01-1976,896/10/SDN.03/I/1976,01-01-1976,Silakan Upload SK (link file tidak valid) => [486363-922186--],2021-08-05 11,C,"3,472",1. Indosat IM3,2. Telkomsel Flash,PLN,,,kawan03sdn@gmail.com,,.811142300000,109.388211100000,14,88,90,10,SD 2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,"1,000",0,0,0,0,5,2,0,7,10,1,2,1,4,10,0,9,5,4,3,1,1,0,2,3,5,9,2,1,2,2,1,2,0,0,0,8,0,0,0,1,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F05B3D09-30F5-E011-BEE2-ED0230E21BCF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104122,SD NEGERI 04 KERANJI,30104122,Keranji,KARYA BHAKTI,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1975,,01-01-1910,Silakan Upload SK,,B,"11,850",1. -,2. Indosat IM3,PLN,,,sdnkeranji4@gmail.com,,.782420000000,109.387523300000,7,69,80,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,500",3,0,0,0,4,1,0,2,3,0,4,0,4,3,0,4,3,0,1,3,2,0,0,1,1,6,1,1,1,1,1,1,3,0,0,4,0,0,0,0,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0683D09-30F5-E011-9DF2-F7E368796BFA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104200,SD NEGERI 05 LAMAT SEMALAT,30104200,Dusun Lamat Semalat,CIPTA KARYA,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-12-1978,,01-01-1910,Silakan Upload SK,,B,"5,000",1. Indosat IM3,2. Indosat IM3,PLN,0,0,sdn05lamatsemalat@yahoo.com,,.812100000000,109.410400000000,9,82,93,6,SD 2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,900,6,0,0,2,4,0,0,5,5,0,3,1,4,5,1,5,3,2,0,2,1,0,2,2,2,7,1,1,1,1,1,1,0,6,0,2,0,0,0,1,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0753D09-30F5-E011-96DC-CF2BF5FC457C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104201,SD NEGERI 06 JIRAK,30104201,JIRAK,KARYA BHAKTI,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-10-1981,,01-01-1910,Silakan Upload SK,,B,"43,500",1. -,2. Telkomsel Flash,PLN,,,sdn06subet@gmail.com,,.757426600000,109.400710000000,7,31,23,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,0,4,1,0,2,3,0,4,0,2,5,0,5,2,0,2,0,4,0,0,1,3,4,1,1,1,1,1,1,6,0,0,0,1,0,0,0,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0823D09-30F5-E011-A444-59E4B96D0AF8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104219,SD NEGERI 07 SEPOTENG,30104219,Dusun Sepoteng,SUKA BANGUN,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1980,,01-01-1910,Silakan Upload SK,,C,"72,940",1. Telkomsel Flash,2. -,PLN,,,sdn07sepoteng@gmail.com,,.846283300000,109.365235000000,11,62,39,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,0,0,7,2,0,2,4,2,5,0,4,7,0,7,4,4,1,1,1,0,2,2,3,8,1,1,1,1,1,1,0,0,6,0,0,0,0,1,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E08F3D09-30F5-E011-9FC8-D3B74E5741FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104172,SD NEGERI 08 SEMIDANG,30104172,Semidang,SUKA MAJU,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"10,000",1. Indosat IM3,2. Telkomsel Flash,PLN,0,,sdnsemidang@yahoo.com,,.815456600000,109.360063300000,7,58,47,6,SD 2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,"3,800",6,0,1,2,3,1,0,3,4,1,2,0,2,5,0,6,1,1,2,2,0,0,1,1,3,4,1,1,1,1,1,1,0,6,0,0,0,0,1,0,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E09C3D09-30F5-E011-9619-3B0456B3FA82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30108277,SD NEGERI 09 MELIKAR,30108277,Dsn Melikar,SUKA MAJU,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,420/061/PEND,09-04-2008,Silakan Upload SK,,C,"3,000",1. -,2. Telkomsel Flash,PLN,,,sdn09melikar@yahoo.co.id,,.795253800000,109.367868500000,5,28,16,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,2,1,0,2,4,0,1,0,2,3,0,4,1,1,1,1,0,0,2,0,1,4,1,1,1,1,1,1,0,2,0,2,0,0,0,0,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4AEEEB40-36E7-4805-B19C-4C8CCCAE5AF2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901065,SDN 10 MELAKOS,69901065,Dusun Melakos,SUKA BANGUN,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,318/DISDIKBUD/TAHUN 2015,08-06-2015,420/110/DISDIKBUD-C.2,14-07-2015,Lihat SK Operasional,2015-09-05 15,Tidak Terakreditasi,"10,000",1. -,2. -,Tenaga Surya,,,sd10melakos@gmail.com,,.861577900000,109.325513700000,1,21,17,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,50,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,2,0,0,0,0,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19591073-504D-449A-92D1-8BB86E91FCA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901066,SDN 11 BENGKUANG,69901066,Dusun Bengkuang,KARYA BHAKTI,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,318/DISDIKBUD/TAHUN 2015,08-06-2015,420/110/DISDIKBUD-C.2,14-07-2015,Lihat SK Operasional,2015-09-05 15,Tidak Terakreditasi,0,1. Telkomsel Flash,2. Telkomsel Flash,Tidak Ada,,,sdn11bengkuang@gmail.com,,.773089100000,109.410155700000,5,13,20,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Telkomsel Flash,0,0,0,0,0,1,1,0,3,4,0,1,0,2,3,0,3,2,2,0,1,1,1,0,0,2,3,1,1,1,1,1,1,0,0,0,6,0,0,0,0,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/895C6359-08F4-411A-9A7F-FFBF96473794,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901067,SDN 12 SENGKABANG,69901067,Dusun Sengkabang,SUKA BANGUN,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,318/DISDIKBUD/TAHUN 2015,08-06-2015,420/110/DISDIKBUD-C.2,14-07-2015,Lihat SK Operasional,2015-09-05 15,C,"5,400",1. Lainnya (Wavelan),2. Telkomsel Flash,Diesel,,,sdn12sengkabang@mail.com,,.869000000000,109.353000000000,3,19,37,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya (Wavelan),"1,300",2,0,0,0,0,0,0,3,3,0,0,0,1,2,0,2,1,1,1,1,0,0,0,0,0,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5069B709-30F5-E011-9D82-E19E56A3478D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30107578,SMP NEGERI 1 SUNGAI BETUNG,30107578,Jl. Raya Sungai Betung,SUKA MAJU,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/014/Pend,28-03-2006,420/014/Pend,28-03-2006,Lihat SK Operasional,2023-02-28 14,A,"19,800",1. Linknet,2. Telkom Astinet,PLN,,,smpn1seibetung@yahoo.com,,.814100000000,109.393700000000,20,235,233,14,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,Linknet,"5,000",13,3,2,1,10,0,0,10,12,0,8,0,9,11,0,15,5,3,8,3,3,2,1,0,5,15,,,,,,,10,1,2,1,2,0,0,0,5,5,4
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F046670A-F3F7-E111-9E84-E5DB09FE35B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30108318,SMP NEGERI 2 SUNGAI BETUNG,30108318,Dusun Keranji,KARYA BHAKTI,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/642/DISDIKBUD-D2,16-07-2009,420/642/DISDIKBUD-D2,16-07-2018,Lihat SK Operasional,2018-07-28 14,B,"15,500",1. -,2. -,PLN,0,0,smpn2seibetung@gmail.com,,.780596400000,109.385709100000,9,59,41,4,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,500",4,1,1,4,3,1,0,5,8,0,1,0,4,5,0,5,4,1,6,0,0,0,1,1,5,4,,,,,,,4,0,0,0,1,0,0,0,1,2,1
Kalimantan Barat,Kab. Bengkayang,Sungai Betung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50DC99D6-2A64-456C-A871-0C5C62C3DA5D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901063,SMPN 3 SUNGAI BETUNG,69901063,Jalan Sepoteng,SUKA BANGUN,KEC. SUNGAI BETUNG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,318/DISDIKBUD/TAHUN 2015,08-06-2015,420/110/DISDIKBUD-C.2,14-07-2015,Lihat SK Operasional,2015-09-05 15,Tidak Terakreditasi,"10,000",1. -,2. Telkomsel Flash,PLN,,,smpn3sungaibetung@gmail.com,,.846269500000,109.365163100000,14,50,51,3,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,2,1,1,0,7,0,0,7,12,0,2,0,3,11,0,10,4,2,9,3,0,0,0,0,5,9,,,,,,,0,2,0,0,1,0,0,0,1,1,1
