prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Ngawi,Kasreman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86E7DF29-9C87-475E-A59B-73576C56E4EB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582541,MTSS JABAL NURROHMAN KASREMAN,20582541,JLN. RAYA NGAWI - KASREMAN KM.8 KEC.KASREMAN KAB. NGAWI,JATIREJO,KEC. KASREMAN,KAB. NGAWI,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-7.410500000000,111.513100000000,0,15,15,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Ngawi,Kasreman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/804009F2-8B18-E111-B1BF-8B9B6C96F66D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508717,SD NEGERI CANGAKAN 1,20508717,Jl.ngawi-caruban,CANGAKAN,KEC. KASREMAN,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,INPRES No 4 TH 1957/1958,01-07-1957,420/1198.272/404.301/2022,29-08-2022,Lihat SK Operasional,2022-09-02 02,B,"90,000",1. Indosat IM3,2. Telkom Speedy,PLN,,,sdncangakan01@gmail.com,,-7.410400000000,111.499400000000,7,26,24,6,Sehari Penuh/5 hari,,2022/2023-2,900,6,0,1,2,5,1,0,1,2,1,2,2,5,2,0,2,5,0,2,0,0,0,1,4,3,4,0,6,0,0,1,0,0,0,SD 2013,Indosat IM3,1,1,1,1,1,1,,,
Jawa Timur,Kab. Ngawi,Kasreman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40B909F2-8B18-E111-B72B-77AE12EBD43C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508716,SD NEGERI CANGAKAN 2 KASREMAN,20508716,Ds. Cangakan,CANGAKAN,KEC. KASREMAN,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"1,968",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdncangakan02@gmail.com,,-7.418100000000,111.501200000000,7,33,27,6,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,1,2,4,0,0,3,3,0,3,1,5,2,0,7,0,1,1,1,3,0,0,1,1,6,0,2,0,4,0,0,1,0,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Jawa Timur,Kab. Ngawi,Kasreman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/006909F2-8B18-E111-810E-A9FF8FBF42CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20509094,SD NEGERI GUNUNGSARI 1,20509094,Ds.gunungsari,GUNUNGSARI,KEC. KASREMAN,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-03-1951,,01-01-1910,Silakan Upload SK,,B,"1,650",1. XL (GSM),2. Telkomsel Flash,PLN,,,sdngunungsari1kasremanngawi@gmail.com,http,-7.373900000000,111.539300000000,10,57,66,6,Sehari Penuh/5 hari,,2022/2023-2,"1,300",4,0,1,2,4,0,0,6,6,1,3,0,5,5,0,9,1,4,1,3,0,1,1,0,5,5,0,3,1,2,0,0,1,0,SD 2013,XL (GSM),1,1,1,1,1,1,,,
Jawa Timur,Kab. Ngawi,Kasreman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80A509F2-8B18-E111-BB36-2362E0E0ED64,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20509105,SD NEGERI GUNUNGSARI 2,20509105,Ds. GUNUNGSARI,GUNUNGSARI,KEC. KASREMAN,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,07-06-1977,,10-07-1979,Silakan Upload SK,,B,0,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,sdngnsr2@gmail.com,,-7.379600000000,111.553000000000,6,29,22,6,Sehari Penuh/5 hari,,2022/2023-2,900,4,0,1,2,3,1,0,2,3,1,2,0,4,2,0,5,1,1,0,1,1,1,1,1,5,1,0,3,1,2,0,0,1,0,SD 2013,Telkom Speedy,1,1,1,1,1,1,,,
Jawa Timur,Kab. Ngawi,Kasreman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0CC09F2-8B18-E111-A204-D57823765F3D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20509106,SD NEGERI GUNUNGSARI 3 KASREMAN,20509106,Ds. Gunungsari,GUNUNGSARI,KEC. KASREMAN,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1982,,01-07-1983,Silakan Upload SK,,B,"2,016",1. Indosat Mentari,2. Telkom Speedy,PLN,0,,gsari6248@gmail.com,http,-7.386600000000,111.526800000000,7,27,34,6,Sehari Penuh/5 hari,,2022/2023-2,900,6,0,1,2,5,0,0,2,3,0,3,1,6,1,0,5,2,0,0,3,1,1,1,1,5,2,6,0,0,0,0,0,1,0,SD 2013,Indosat Mentari,1,1,1,1,1,1,,,
Jawa Timur,Kab. Ngawi,Kasreman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40080AF2-8B18-E111-BBD2-19EC13138608,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20509086,SD NEGERI JATIREJO 2 KASREMAN,20509086,Ds. Jatirejo,JATIREJO,KEC. KASREMAN,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,02-01-1976,Silakan Upload SK,,B,"2,500",1. Indosat IM3,2. Linknet,PLN,,,jatirejosdn22@gmail.com,,-7.442000000000,111.501400000000,7,90,85,6,Sehari Penuh/5 hari,,2022/2023-2,900,6,1,1,2,5,0,0,2,2,0,5,0,6,1,0,6,1,0,1,2,2,0,0,2,2,5,0,4,2,0,1,0,0,0,SD 2013,Indosat IM3,1,1,1,1,1,1,,,
Jawa Timur,Kab. Ngawi,Kasreman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/001909F2-8B18-E111-B5E1-A52490A491FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508893,SD NEGERI KARANGMALANG 1 KASREMAN,20508893,"Desa Karangmalang, Kec. Kasreman, Kab. Ngawi",KARANG MALANG,KEC. KASREMAN,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,425/02.06/404.307.04/2009,12-07-1979,420/1198.232/404.301/2022,29-08-2022,Lihat SK Operasional,2023-02-23 09,B,0,1. Lainnya,2. Lainnya (Serat Optik),PLN,,,sdnkarangmalang1@gmail.com,http,-7.415200000000,111.512800000000,8,38,29,6,Sehari Penuh/5 hari,,2022/2023-2,900,3,0,1,0,4,0,0,4,4,1,1,2,5,3,0,4,4,0,1,2,1,2,0,2,5,3,2,1,0,3,0,0,1,0,SD 2013,Lainnya,1,1,1,1,1,1,,,
Jawa Timur,Kab. Ngawi,Kasreman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F02C09F2-8B18-E111-809D-8F54F2E73908,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508892,SD NEGERI KARANGMALANG 2 KASREMAN,20508892,Dsn Karangmalang,KARANG MALANG,KEC. KASREMAN,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,425/01.07/404.307.04/1976,01-11-1976,-00000,01-01-1900,Silakan Upload SK (link file tidak valid) => [504926-748470--],2021-08-28 12,B,"1,520",1. Lainnya,2. Lainnya (Serat Optik),PLN,,,sdnkarangmalangii@yahoo.co.id,http,-7.414800000000,111.509900000000,6,28,27,5,Sehari Penuh/5 hari,,2022/2023-2,900,6,0,0,1,5,0,0,1,1,1,1,3,5,1,0,2,4,0,0,1,2,0,1,2,1,5,0,3,3,0,0,0,0,1,SD 2013,Lainnya,0,1,1,1,1,1,,,
Jawa Timur,Kab. Ngawi,Kasreman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0310AF2-8B18-E111-ABE7-23B8CECDA547,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508891,SD NEGERI KASREMAN 1 KASREMAN,20508891,Jl. Raya Kasreman RT. 02 RW. 01,KASREMAN,KEC. KASREMAN,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,0,1. -,2. Telkom Speedy,PLN,,,sdnkasreman1kec.kasreman@gmail.com,,-7.409200000000,111.511900000000,8,59,64,6,Sehari Penuh/5 hari,,2022/2023-2,"1,300",6,0,0,2,2,0,0,6,7,0,1,0,3,5,0,6,2,2,1,2,2,0,0,1,2,6,6,0,0,0,0,0,0,1,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
