prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/405F9940-31F5-E011-BE54-896E7B15EABD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302070,SD INPRES MINDIPTANA,60302070,Mindiptana,MINDIPTANA,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,,"9,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdimindiptana81@gmail.com,,-5.879710000000,140.704240000000,10,144,117,9,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,1,3,0,0,7,8,1,1,0,2,8,2,5,3,1,1,0,5,1,2,0,6,4,1,1,2,1,2,2,0,2,0,13,0,0,0,0,,,
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60519940-31F5-E011-9083-9D40E587FCB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302072,SD INPRES OSSO KAMKA,60302072,Mindiptana,MINDIPTANA,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,108/BAN-SM/SK/XII/2018,17-12-2018,108/BAN-SM/SK/XII/2018,17-12-2018,Lihat SK Operasional,2022-09-27 15,C,"9,180",1. Lainnya (Satelit),2. Lainnya (Satelit),PLN,,,sdinpres_1212ossokamka@gmail.com,,-5.867913000000,140.697492000000,10,102,91,7,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya (Satelit),"300,000",13,0,0,2,5,0,0,5,6,4,0,0,2,8,3,5,2,0,0,1,1,3,4,1,3,7,1,1,1,1,1,2,13,0,0,0,0,0,0,0,,,
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40359940-31F5-E011-B799-C9FB0837FF6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302073,SD INPRES SESNUK,60302073,Kampung Sesnukt,EPSEMBIT,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"6,400",1. -,2. -,Lainnya,,,lukastakndare1980@gmail.com,,-5.881500000000,140.737200000000,3,24,27,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,0,0,1,0,0,2,3,0,0,0,0,3,1,1,1,0,1,1,0,0,1,0,2,1,1,1,1,1,1,1,5,0,1,0,0,0,0,0,,,
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0BBFE40-31F5-E011-96D7-4D3EB29B7A19,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302104,SD YPPK ANGGAMBURAN,60302104,ANGGAMBURAN,EPSEMBIT,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN PERSEKOLAHAN KATOLIK MERAUKE,AJ4188,421/52/ P & K/ I / 1910,01-01-1910,-421/53/P&K/2/1910,01-01-1910,Silakan Upload SK (link file tidak valid) => [747775-297020--],2022-12-23 15,Tidak Terakreditasi,"5,000",1. Telkomsel Flash,2. Telkomsel Flash,Tidak Ada,,,sdyppkanggamburan20@gmail.com,,-5.965900000000,140.678200000000,3,31,24,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,1,2,0,0,0,0,2,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,,,
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00C9FE40-31F5-E011-A645-85A42E4233A8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302110,SD YPPK IMKO,60302110,Kampung Imko,IMKO,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN PERSEKOLAHAN KATOLIK MERAUKE,AJ4188,421/52/P&K/I/2020,28-01-2020,421/52/P&K/I/2020,28-01-2020,Lihat SK Operasional,2021-05-02 19,Tidak Terakreditasi,"5,000",,2.,,,,sdyppkimko2021@gmail.com,,-5.888112000000,140.740653000000,3,0,0,0,SD 2013,,,2022/2023-2,,,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,1,2,0,0,0,2,1,,,,,,,0,0,0,0,0,0,0,0,,,
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8027FF40-31F5-E011-8542-55C7E5E3518A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302112,SD YPPK KAKUNA,60302112,Kampung Kakuna,KAMKA,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN PERSEKOLAHAN KATOLIK MERAUKE,AJ4188,,10-03-1986,,01-01-1910,Silakan Upload SK,,Tidak Terakreditasi,"8,000",1. -,2. Telkomsel Flash,PLN,,,,,-5.838907000000,140.707070000000,3,25,14,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,1,1,1,0,0,0,1,2,1,1,1,1,1,1,4,2,0,0,0,0,0,0,,,
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10A1FE40-31F5-E011-A9C0-2B9307BBA082,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302120,SD YPPK MINDIPTANA,60302120,Jalan Misi Mindiptana,MINDIPTANA,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN PERSEKOLAHAN KATOLIK MERAUKE,AJ4188,10/BP/I-Skep/I/2020,29-01-2020,420/1.659/P&K/XI/2020,13-11-2020,Lihat SK Operasional,2020-11-19 09,C,"5,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdyppkmindiptana20@gmail.com,http,-5.872973000000,140.700725000000,5,24,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,0,1,0,0,0,5,5,0,0,0,1,4,0,2,3,2,1,0,0,0,2,0,2,3,1,1,1,1,1,1,6,0,0,0,0,0,0,0,,,
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60F2FE40-31F5-E011-B2CC-D32929911F7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302129,SD YPPK TINGGAM,60302129,Kampung Tinggam,TINGGAM,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN PERSEKOLAHAN KATOLIK MERAUKE,AJ4188,229/BP/I-SKEP/XI/2020,26-11-2020,420/147/TAHUN 2020,28-01-2020,Lihat SK Operasional,2023-04-17 05,Tidak Terakreditasi,0,1. Telkomsel Flash,2. Linknet,PLN,,,,,-5.870600000000,140.665700000000,6,32,34,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,2,0,4,0,0,2,2,2,2,0,3,3,1,3,2,0,1,3,1,0,0,1,4,2,1,1,1,1,1,1,0,0,6,0,0,2,0,0,,,
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60FFFE40-31F5-E011-818E-E14E04F57D31,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302130,SD YPPK UMAP,60302130,UMAP,UMAP,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN PERSEKOLAHAN KATOLIK MERAUKE,AJ4188,421/52/P&K/I/2020,28-01-2020,421/52/P&K/I/2020,28-01-2020,Lihat SK Operasional,2021-02-10 21,Tidak Terakreditasi,"80,000",1. -,2. -,Tidak Ada,,,,,-5.954935000000,140.782048000000,3,18,16,4,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,200",3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,1,2,0,0,0,0,2,1,0,1,1,1,1,0,0,3,0,0,0,0,0,0,,,
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/000CFF40-31F5-E011-8A53-411FCC4C7EBB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302135,SD YPPK WANGGATKIBI,60302135,Mindiptana,WANGGATKIBI,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN PERSEKOLAHAN KATOLIK MERAUKE,AJ4188,421/52/P&K/I/2020,28-01-2020,420/147/ Tahun 2020,01-01-1910,Lihat SK Operasional,2023-02-17 11,Tidak Terakreditasi,"10,000",1. -,2. -,PLN,,,sdyppkwanggatkibi20@gmail.com,,-5.775845000000,140.728342000000,6,39,28,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,500",6,0,0,0,1,0,0,5,5,1,0,0,0,6,0,0,6,1,0,0,2,0,1,2,1,5,1,1,1,1,1,1,6,0,0,0,0,0,0,0,,,
Papua Selatan,Kab. Boven Digoel,Mindiptana,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/38276599-D373-4F3C-AE73-65A1D486F27C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69980064,SMP Negeri 2 Krounjendit Mindiptana,69980064,Jalan Trans Papua Km. 75,OSSO,KEC. MINDIPTANA,KAB. BOVEN DIGOEL,PROV. PAPUA SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420 / 607 / Tahun 2018,06-09-2018,420 / 607 / Tahun 2018,06-09-2018,Lihat SK Operasional,2018-09-07 15,,0,1. Lainnya,2. Lainnya (Kabel),PLN,,,smpnegeri2krounjenditmindiptana@yahoo.com,,-6.000687000000,140.870728300000,9,48,52,4,SMP 2013,Pagi/6 hari,,2022/2023-2,Lainnya,"1,300",4,0,0,0,1,0,0,8,9,0,0,0,1,8,0,7,2,2,4,2,1,0,0,0,4,5,,,,,,,3,0,1,0,0,0,0,0,1,2,1
