prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Gorontalo,Kab. Gorontalo Utara,Anggrek,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80ACEDD0-6585-E111-9DC7-E3A37EB453F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40501812,SMP NEGERI 3  ANGGREK,40501812,Jl. Labanu Anggrek,MOOTILANGO,KEC. ANGGREK,KAB. GORONTALO UTARA,PROV. GORONTALO,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,07-01-2007,,01-01-1910,Silakan Upload SK,,B,"3,325",1. -,2. -,PLN,,,smpnegeri3anggrek@gmail.com,,.782300000000,122.826500000000,12,22,22,3,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,3,1,1,0,6,3,0,3,7,1,4,0,5,7,0,9,3,3,0,3,2,2,1,1,4,8,1,1,1,0,3,0,0,0,1,0,0,,,,,,
Gorontalo,Kab. Gorontalo Utara,Anggrek,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/007C2187-92FE-E111-BCAD-4F33B3AC1943,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40501876,SMP NEGERI 5  ANGGREK,40501876,Trans Sulawesi,IBARAT,KEC. ANGGREK,KAB. GORONTALO UTARA,PROV. GORONTALO,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.1/smpn7anggrek,01-01-2008,420/DIKPORA-KAB/SEK/1154/VII/2016,27-07-2016,Lihat SK Operasional,2016-09-06 15,B,"2,000",1. -,2. Telkomsel Flash,PLN,,,smpnegeri.5anggrek@gmail.com,https,.848700000000,122.769300000000,15,70,80,6,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"3,300",6,1,1,2,9,2,0,4,8,0,6,1,9,6,1,11,3,4,1,5,1,0,2,2,3,12,2,2,2,6,0,0,0,1,0,0,0,,,,,,
Gorontalo,Kab. Gorontalo Utara,Anggrek,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7CD143F6-0134-4613-82DA-22B68C6B1885,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60724177,MIS AL-KHAIRAAT TOLANGO,60724177,Jln. Trans Sulawesi,TOLANGO,KEC. ANGGREK,KAB. GORONTALO UTARA,PROV. GORONTALO,SWASTA,MI,Kementerian Agama,,,Kd.30.01/4/PP.00/1657/2006,06-12-2006,Kd.30.01/4/PP.00/1657/2006,06-12-2006,Lihat SK Operasional,2018-09-27 14,B,700,,2.,,,,,,.852600000000,122.755800000000,0,95,110,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Gorontalo,Kab. Gorontalo Utara,Anggrek,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40B5BFD0-6585-E111-BC82-5DF46F439F43,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40500627,SD NEGERI 1 ANGGREK,40500627,Dusun Olibua,TOLONGIO,KEC. ANGGREK,KAB. GORONTALO UTARA,PROV. GORONTALO,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,420/DISDIK-KAB/PEMDIKDAS/146/IV/2018,01-01-1910,Lihat SK Operasional,2018-04-23 08,B,"2,985",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,sdn1anggrek@gmail.com,,.801800000000,122.829400000000,17,126,113,10,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"2,200",3,0,0,0,6,2,0,9,12,0,5,0,6,11,0,14,3,6,3,4,1,1,2,0,4,13,,,,1,2,0,7,0,0,0,1,2,2,2,1,2,1
Gorontalo,Kab. Gorontalo Utara,Anggrek,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30509ED0-6585-E111-BD0A-132C826A5E3F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40500646,SD NEGERI 10 ANGGREK,40500646,Jl. Susumi Paguyaman,ILUHELUMA,KEC. ANGGREK,KAB. GORONTALO UTARA,PROV. GORONTALO,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/DISDIK.KAB/PEMDIKDAS/448/1V/2018,01-01-1910,420/DISDIK.KAB/PEMDIKDAS/448/1V/2018,01-01-1910,Lihat SK Operasional,2019-07-03 06,B,"1,625",1. Lainnya,2. Lainnya,PLN,0,,sdnegeri10anggrek@gmail.com,http,.838900000000,122.733500000000,8,29,22,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,900,3,0,0,1,3,1,0,4,6,0,2,0,5,3,0,5,3,1,2,1,2,1,1,0,3,5,,,,0,3,0,2,0,0,0,1,1,1,1,1,1,1
Gorontalo,Kab. Gorontalo Utara,Anggrek,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/704DC0D0-6585-E111-8236-FD2B2C510B53,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40501803,SD NEGERI 11 ANGGREK,40501803,Dusun Ayubuku,ILANGATA,KEC. ANGGREK,KAB. GORONTALO UTARA,PROV. GORONTALO,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/DISDIK/PEMDIKDAS/139/IV/2007,07-01-2007,420/DISDIK/PEMDIKDAS/1393/IV/2022,13-04-2022,Lihat SK Operasional,2022-06-20 08,B,"2,160",1. -,2. Lainnya,PLN,,,sdn11anggrek@gmail.com,,.841000000000,122.785600000000,8,56,41,7,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,450,6,0,0,2,5,0,0,3,4,0,3,1,5,3,0,7,1,1,2,1,3,0,0,1,1,7,,,,6,0,0,0,0,0,0,1,1,1,1,2,1,1
Gorontalo,Kab. Gorontalo Utara,Anggrek,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0811E87-92FE-E111-899B-6F5E928AF58D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60729069,SD NEGERI 12 ANGGREK,60729069,Hiyalo Oyile,HIYALOOYILE,KEC. ANGGREK,KAB. GORONTALO UTARA,PROV. GORONTALO,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,420/DIKPORA-KAB/SEK/1594,05-12-2014,Silakan Upload SK,,B,"1,375",1. -,2. XL (GSM),PLN,,,sdn12_anggrek@yahoo.com,,.814000000000,122.819800000000,8,43,36,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,6,0,1,2,3,4,0,1,6,0,2,0,7,1,0,3,5,0,0,2,2,0,3,1,2,6,,,,3,0,3,0,1,0,0,0,1,1,1,1,1,1
Gorontalo,Kab. Gorontalo Utara,Anggrek,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40E31E87-92FE-E111-B250-F54C5F8D43D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69758287,SD NEGERI 13 ANGGREK,69758287,Jl. Bukit Tinggi Desa Datahu Kec. Anggrek,DATAHU,KEC. ANGGREK,KAB. GORONTALO UTARA,PROV. GORONTALO,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/sdn 1 datahu/01/I/200,01-01-1910,420/sdn 1 datahu/01/I/200,01-01-1910,Silakan Upload SK,,C,56,1. -,2. Telkomsel Flash,PLN,,,sdn1datahu@yahoo.co.id,,.820300000000,122.818200000000,7,29,16,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,3,0,0,2,2,1,0,4,6,0,0,1,3,4,0,4,3,1,2,1,0,2,0,1,1,6,,,,0,3,0,0,0,0,0,0,1,1,1,1,1,1
Gorontalo,Kab. Gorontalo Utara,Anggrek,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30131F87-92FE-E111-A6FA-99EEC758DE3F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69787764,SD NEGERI 14 ANGGREK,69787764,"Jl. Desa Iloheluma, Kecamatan Anggrek",ILUHELUMA,KEC. ANGGREK,KAB. GORONTALO UTARA,PROV. GORONTALO,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,Tidak Terakreditasi,441,1. -,2. -,Tidak Ada,,,sdn14anggrek01@gmail.com,,.808400000000,122.769200000000,10,7,16,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,0,2,0,0,0,1,0,0,9,9,1,0,0,1,9,1,5,4,1,1,5,1,0,1,1,3,7,,,,2,0,0,0,0,0,0,0,1,1,1,1,1,1
Gorontalo,Kab. Gorontalo Utara,Anggrek,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90471F87-92FE-E111-BE8E-B9E8DB4CFB98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69773559,SD NEGERI 15 ANGGREK,69773559,Botongo,DUDEPO,KEC. ANGGREK,KAB. GORONTALO UTARA,PROV. GORONTALO,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"2,646",1. -,2. Telkomsel Flash,Tenaga Surya,,,sdnlimabelasanggrek@gmail.com,,.846500000000,122.749600000000,6,9,8,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,450,0,0,0,0,4,1,0,1,3,0,2,1,4,2,0,4,2,0,2,1,1,1,1,0,2,4,,,,0,0,0,3,0,0,0,0,1,1,1,1,1,1
