prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A3F8CAA-5207-401E-8C22-2FF4EF86DE54,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819473,MIS Batu Ejung,69819473,Jl. Lintas Sumatera Bengkulu-Padang Desa Batu Ejung,TERAMANG JAYA,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,SWASTA,MI,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-2.620279000000,101.555503000000,0,71,49,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDFBE22C-B83C-4399-A3C4-DEA6F2093644,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69725743,MIS RAUDHATUNNAJAH,69725743,JALAN LINTAS BENGKULU-PADANG KM. 227,BUNGA TANJUNG,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-2.704674000000,101.406441000000,0,48,53,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96FFF5AD-E904-4450-9118-F513C96CE3DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10701337,MTSS AL FALAH,10701337,JL. LINTAS BARAT SUMATERA PERNYAH,PASAR BANTAL,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,SWASTA,MTs,Kementerian Agama,,,Kd.07.05/03/PP.00/222/2012,24-02-2012,Kd.07.05/03/PP.00/222/2012,24-02-2012,Lihat SK Operasional,2017-02-24 10,C,0,,2.,,,,,,-2.728900000000,101.343700000000,0,16,6,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC23BEC7-6D4E-4975-BBF7-CDB71EAD37F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69787286,MTsS RAUDHATUNNAJAH,69787286,JALAN LINTAS BENGKULU PADANG KM 227 TERAMANG JAYA,TERAMANG JAYA,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,SWASTA,MTs,Kementerian Agama,Lainnya,,Kd.07.05/03/PP.00/22212012,24-02-2012,Kd.07.05/03/PP.00/1097/2013,16-09-2013,Lihat SK Operasional,2021-11-15 08,Sertifikat Kedaluwarsa,0,,2.,,,,,,-2.723306000000,101.366436000000,0,30,44,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/005360DC-31F5-E011-9D62-F3F0659DF436,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10701385,SD NEGERI 01 TERAMANG JAYA,10701385,DESA NELAN INDAH,NELAN INDAH,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"4,000",1. Telkomsel Flash,2. Linknet,PLN,,,sdn01.terjaya@gmail.com,,-2.485500000000,101.366500000000,9,71,69,7,Pagi/6 hari,,2022/2023-2,0,9,0,1,0,2,0,0,7,7,0,1,1,3,6,0,7,2,1,3,1,2,0,1,1,1,8,0,9,0,0,0,1,0,0,SD 2013,Telkomsel Flash,1,2,1,1,1,1,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/706160DC-31F5-E011-8FDA-0B56D02AE366,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10701397,SD NEGERI 02 TERAMANG JAYA,10701397,Desa Bunga Tanjung,BUNGA TANJUNG,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,25-06-1928,,01-01-1910,Silakan Upload SK,,A,"9,600",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,bungatanjung16072018@gmail.com,,-2.742200000000,101.389300000000,19,152,126,13,Pagi/6 hari,,2022/2023-2,900,15,0,1,2,7,0,0,12,12,2,4,1,6,13,1,17,1,0,4,7,5,0,2,1,4,15,9,3,3,0,1,0,0,0,SD 2013,Telkomsel Flash,3,2,1,2,2,3,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/007060DC-31F5-E011-BFCA-69B92FACA645,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10701379,SD NEGERI 03 TERAMANG JAYA,10701379,Jalan Desa Teramang Jaya,TERAMANG JAYA,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1980,,01-01-1910,Silakan Upload SK,,C,"2,150",1. -,2. -,PLN,,,esdetiga_teramangjaya@yahoo.com,,-2.786900000000,101.346700000000,7,31,19,6,Pagi/6 hari,,2022/2023-2,900,7,0,1,0,3,0,0,4,6,0,1,0,2,5,0,6,1,0,4,1,0,0,2,0,2,5,7,0,0,0,1,0,0,0,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C07E60DC-31F5-E011-8432-935B2C695DAF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10701389,SD NEGERI 04 TERAMANG JAYA,10701389,Desa Pondok Baru,PONDOK BARU,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,12-05-1989,,01-01-1910,Silakan Upload SK,,B,"7,500",1. Lainnya,2. Telkomsel Flash,PLN,,,sdn04pondokbaru@gmail.com,,-2.509500000000,101.378600000000,8,60,68,6,Pagi/6 hari,,2022/2023-2,900,6,1,1,0,4,0,0,4,4,0,2,2,4,4,0,5,3,1,1,2,1,2,1,0,1,7,6,0,0,0,1,0,0,0,SD 2013,Lainnya,1,1,1,1,1,1,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/408D60DC-31F5-E011-9F15-4108D075D55E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10701166,SD NEGERI 05 TERAMANG JAYA,10701166,DESA NENGGALO,NENGGALO,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"5,625",1. -,2. -,PLN,,,sdn05.teramangjaya@gmail.com,,-2.515600000000,101.355600000000,7,26,24,6,Pagi/6 hari,,2022/2023-2,"1,300",1,0,1,0,5,0,0,2,3,0,4,0,5,2,0,5,2,0,1,2,1,1,1,1,2,5,0,0,1,5,1,0,0,0,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C09B60DC-31F5-E011-84E6-8F79C8F51CFA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10701391,SD NEGERI 06 TERAMANG JAYA,10701391,Desa Mandi Angin Jaya,MANDI ANGIN JAYA,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,02-02-1980,,01-01-1910,Silakan Upload SK,,B,"4,200",1. -,2. -,PLN,,,sdn06tj.bantal@yahoo.com,,-2.557400000000,101.418900000000,20,126,95,11,Pagi/6 hari,,2022/2023-2,900,12,0,1,2,9,0,0,11,11,2,5,2,9,11,0,12,8,1,2,2,8,2,4,1,3,17,4,4,4,0,1,0,0,0,SD 2013,Tidak Ada,1,2,2,2,2,2,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60AB60DC-31F5-E011-9D98-2108D3C15657,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10701134,SD NEGERI 07 TERAMANG JAYA,10701134,Jalan lintas Bengkulu - Padang,BANDAR JAYA,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,2000,02-03-2000,,01-01-1910,Silakan Upload SK,,C,"2,500",1. -,2. Telkomsel Flash,PLN,,,sdn07tj@gmail.com,,-2.675100000000,101.339900000000,8,64,53,6,Sehari Penuh/6 hari,,2022/2023-2,300,5,0,0,1,2,0,0,6,6,1,1,0,2,6,0,5,3,2,1,3,0,0,1,1,3,5,0,2,3,1,0,0,0,0,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0BA60DC-31F5-E011-92F2-393C72FD700C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10703067,SD NEGERI 08 TERAMANG JAYA,10703067,Desa Lubuk Selandak,LUBUK SELANDAK,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,2008,05-09-2008,2008,05-09-2008,Lihat SK Operasional,2020-03-18 09,C,"3,000",1. -,2. -,PLN,0,,sdn08teramangjaya@gmail.com,,-2.884000000000,101.410700000000,6,32,25,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,0,3,0,0,3,3,0,2,1,4,2,0,6,0,1,0,3,1,0,0,1,3,3,0,6,0,0,0,0,0,0,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50A30872-F8FA-E111-A480-7B64FE5EA5CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10703497,SD NEGERI 09 TERAMANG JAYA,10703497,Desa Sido Makmur,SIDO MAKMUR,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,217 Tahun 2010,09-06-2010,,01-01-1910,Silakan Upload SK,,B,"5,000",1. Lainnya,2. Lainnya (Kabel),PLN,,,sdn09tj@gmail.com,,-2.691600000000,101.341700000000,9,53,45,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,3,0,0,6,6,0,3,0,3,6,0,8,1,1,2,3,2,1,0,0,0,9,6,0,0,0,0,1,0,0,SD 2013,Lainnya,1,1,1,1,1,1,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF97CF9D-8EA6-434A-B737-B6B39E8D545D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69786447,SD NEGERI 10 TERAMANG JAYA,69786447,Jl.Lintas Bengkulu-Padang Desa Pernyah Kecamatan Teramang Jaya Kab.Mukomuko,PERNYAH,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,nomor 170/2013,21-03-2013,SK BUPATI NOMOR 170 TAHUN,21-03-2013,Silakan Upload SK,,C,"4,500",1. Telkomsel Flash,2. Telkom Astinet,PLN,,,sdn10teramangjaya@gmail.com,,-2.856100000000,101.428600000000,7,48,31,6,Pagi/6 hari,,2022/2023-2,900,2,0,2,1,1,0,0,6,6,0,0,1,2,5,1,5,1,0,1,2,2,1,1,0,1,6,0,0,2,4,0,1,1,0,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D907B5F5-8A4C-4289-85F7-D9060882B6BD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881815,SD NEGERI 11 TERAMANG JAYA,69881815,Desa Bunga Tanjung Estate,BUNGA TANJUNG,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,100-694 Tahun 2014,09-06-2014,100-694 Tahun 2014,09-06-2014,Lihat SK Operasional,2014-12-23 14,C,0,1. Telkomsel Flash,2. Linknet,PLN,,,sdnegeri11teramangjaya@gmail.com,,-2.723500000000,101.373300000000,10,78,73,7,Pagi/6 hari,,2022/2023-2,"1,300",5,0,0,0,3,0,0,7,7,0,2,1,4,6,1,9,0,0,3,2,4,0,0,1,3,7,4,1,0,5,0,0,0,0,SD 2013,Telkomsel Flash,1,2,1,1,1,1,,,
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F08E90DC-31F5-E011-A7F0-833634D0C1A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10703135,SMP NEGERI 04 MUKOMUKO,10703135,Jl Bukit Mandi Angin Jaya,MANDI ANGIN JAYA,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,20-11-1984,,10-12-1985,Silakan Upload SK,,B,"21,410",1. -,2. Telkomsel Flash,PLN,,,smpn04mm.mukomuko@gmail.com,,-2.761400000000,101.335600000000,20,134,105,9,Pagi/6 hari,,2022/2023-2,900,10,1,1,2,8,0,0,12,15,0,5,0,5,15,0,18,2,2,5,7,4,1,0,1,7,13,0,10,0,0,0,1,0,0,SMP 2013,Tidak Ada,,,,,,,3,3,3
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/808491DC-31F5-E011-B2A4-E909A6D58717,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10702730,SMP NEGERI 21 MUKOMUKO,10702730,Desa Bandar Jaya,BANDAR JAYA,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"2,474",1. -,2. Telkom Speedy,PLN,0,0,smpn21mukomuko@gmail.com,,-2.468100000000,101.369800000000,8,34,35,3,Pagi/6 hari,,2022/2023-2,900,3,1,1,2,5,0,0,3,6,0,2,0,1,7,0,7,1,3,2,1,1,1,0,0,1,7,3,0,0,0,1,0,0,0,SMP 2013,Tidak Ada,,,,,,,1,1,1
Bengkulu,Kab. Muko-muko,Teramang Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E006ECC4-FBFA-E111-A9D0-D7F07577E06F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10703258,SMP NEGERI 29 MUKOMUKO,10703258,Teramang Jaya,TERAMANG JAYA,KEC. TERAMANG JAYA,KAB. MUKO-MUKO,PROV. BENGKULU,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,12-09-2007,,05-09-2008,Silakan Upload SK,,Tidak Terakreditasi,"5,508",1. Indosat IM3,2. -,PLN,,,smpn29mukomuko@yahoo.com,,-2.786900000000,101.337900000000,5,9,9,3,Pagi/6 hari,,2022/2023-2,900,3,0,1,2,2,1,0,2,5,0,0,0,2,3,0,5,0,1,2,1,0,1,0,0,1,4,3,0,0,0,1,0,0,0,SMP 2013,Indosat IM3,,,,,,,1,1,1
