prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Jawa Timur,Kab. Gresik,Driyorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90B33FF4-8B18-E111-BC76-29F5364FF3C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20500495,UPT SMP NEGERI 8 GRESIK,20500495,Jalan Raya Tenaru Driyorejo,TENARU,KEC. DRIYOREJO,KAB. GRESIK,PROV. JAWA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,400/4059/437.53/ 2019,14-07-1981,400/4059/437.53/ 2019,01-10-2019,Lihat SK Operasional,2019-10-03 12,A,"12,840",1. Telkom Speedy,2. Telkom Speedy,PLN,0317507318,0317507318,smpn1driyorejo85@yahoo.com,http,-7.353900000000,112.627900000000,57,509,542,33,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"54,000",26,2,1,0,44,4,0,9,20,1,20,16,40,17,1,47,9,7,7,3,7,6,13,14,20,37,11,11,11,14,6,6,4,1,0,0,0,,,,,,
Jawa Timur,Kab. Gresik,Driyorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/012CF856-FDB2-464C-9136-718DB28692E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69977733,MI AN-NUR,69977733,TENARU,TENARU,KEC. DRIYOREJO,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,766 TAHUN 2017,23-01-2017,766 TAHUN 2017,23-01-2017,Silakan Upload SK (link file tidak valid) => [-],2018-06-03 10,B,0,,2.,,,,,,.000000000000,.000000000000,0,54,38,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Driyorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88B447F7-5474-4843-BB4C-F116228565FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69977735,MI MIFTAHUL MA`ARIF,69977735,KALANGAN,KARANGANDONG,KEC. DRIYOREJO,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,YAYASAN PENDIDIKAN DAN PONDOK PESANTREN MIFTAHUL ULUM,AX5984,5468 TAHUN 2017,15-08-2017,5468 TAHUN 2017,15-08-2017,Silakan Upload SK (link file tidak valid) => [-],2018-06-03 10,B,0,,2.,,,,,,-7.354700000000,112.566200000000,0,27,14,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Driyorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/572C3832-EA2D-491C-9EBB-F4D436A8BDE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718974,MIS AL MUKHLASHIN,60718974,"DSN. NGOROREJO, DS.TANJUNGAN",TANJUNGAN,KEC. DRIYOREJO,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,Wm.06/PP.3.2/4821/93,19-11-1993,Kd.13.25/5/PP.00.6/519/SK/2010,28-06-2010,Lihat SK Operasional,2017-12-05 12,B,0,,2.,,,,,,-7.355200000000,112.589000000000,0,81,81,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Driyorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/641B7153-9E99-4713-84FB-14F303B84A0F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718972,MIS DARUL ULUM,60718972,DESA MOJOSARIREJO RT,MOJOSARIREJO,KEC. DRIYOREJO,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,Lm/3/III/1978,20-03-1978,Kd.13.25/5/PP.00.6/444/SK/2010,28-07-2010,Lihat SK Operasional,2017-12-04 07,A,0,,2.,,,,,,-7.349900000000,112.584200000000,0,83,83,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Driyorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C8CDF70F-BF65-45A0-82E3-8F830DD297BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718969,MIS MIFTAHUL FIQHIYYAH,60718969,GADUNG DRIYOREJO GRESIK,KRIKILAN,KEC. DRIYOREJO,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-7.323700000000,112.642900000000,0,93,77,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Driyorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD1DB3F8-23CC-45F8-881E-AB5DC433FD2D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718970,MIS MIFTAHUL HUDA,60718970,JL. BALAI DESA BANJARAN,KRIKILAN,KEC. DRIYOREJO,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,-MIS / 25.0187 / 2017,11-08-2017,-MIS / 25.0187 / 2017,11-08-2017,Lihat SK Operasional,2017-12-11 07,A,0,,2.,,,,,,-7.356500000000,112.580600000000,0,162,154,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Driyorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/163114A2-BEAD-4803-BA18-1A13EB229D26,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718971,MIS MIFTAHUL ULUM,60718971,DS. KESAMBEN WETAN,KESAMBENWETAN,KEC. DRIYOREJO,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-7.351300000000,112.617900000000,0,300,260,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Driyorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0C6EDF3-BE9A-4032-BD1E-F8026E968994,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718973,MIS NURUL HUDA,60718973,DS. SUMPUT,SUMPUT,KEC. DRIYOREJO,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-7.350300000000,112.604600000000,0,87,69,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Gresik,Driyorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5425CC33-80A4-459A-B55F-0B4717232677,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718968,MIS SABILUL MUBTADI`IN,60718968,RANDEGANSARI,RANDEGANSARI,KEC. DRIYOREJO,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-7.313800000000,112.606200000000,0,134,112,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
