prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Tenggara,Kab. Kolaka Timur,Loea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7172C004-853A-472E-B444-036AB3CB00D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69969561,ADI WIDYA PASRAMAN DWITAWANA SARASWATI,69969561,lalorondu,TINOMU,KEC. LOEA,KAB. KOLAKA TIMUR,PROV. SULAWESI TENGGARA,SWASTA,Adi W P,Kementerian Agama,YAYASAN PASRAMAN DWITAWANA SARASWATI,AW9586,167 TAHUN 2017,13-09-2017,167 TAHUN 2017,13-09-2017,Lihat SK Operasional,2017-11-13 15,,"4,939",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,,,-4.093100000000,121.880900000000,8,46,51,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"5,498",6,0,0,0,0,0,8,2,8,0,0,0,1,7,0,7,1,3,1,4,0,0,0,0,4,4,6,0,0,0,0,0,0,0,,,,,,,,,
Sulawesi Tenggara,Kab. Kolaka Timur,Loea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92C56921-AD01-494F-86E1-8B10DA73844F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60724054,MIS JABAL NUR,60724054,JL. LAPANGAN NO. 4 LOEA,LOEA,KEC. LOEA,KAB. KOLAKA TIMUR,PROV. SULAWESI TENGGARA,SWASTA,MI,Kementerian Agama,Lainnya,,Nomor 43 Tahun 2012,28-02-2012,Nomor 43 Tahun 2012,28-02-2012,Lihat SK Operasional,2016-05-09 07,C,0,,2.,,,,,,-4.086500000000,121.885300000000,0,12,14,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kab. Kolaka Timur,Loea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4AE7EE3F-BBFE-4402-86D5-B66B758645A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69727789,MTSS JABAL NUR LOEA,69727789,JL. LAPANGAN NO. 4 LOEA,LOEA,KEC. LOEA,KAB. KOLAKA TIMUR,PROV. SULAWESI TENGGARA,SWASTA,MTs,Kementerian Agama,,,Nomor,28-02-2012,Nomor,28-02-2012,Lihat SK Operasional,2016-05-02 18,C,0,,2.,,,,,,-4.086800000000,121.885200000000,0,38,17,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kab. Kolaka Timur,Loea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0EE10CA-30F5-E011-A702-B99BAAE8895F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401513,SD NEGERI 1 IWOIKONDO,40401513,"Jalan Iwoikondo,Desa Iwoikondo Kecamatan Loea Kabupaten Kolaka Timur",IWOIKONDO,KEC. LOEA,KAB. KOLAKA TIMUR,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,188.45/257 Tahun 2016,01-07-1996,188.45/257 Tahun 2016,30-08-2016,Lihat SK Operasional,2021-06-21 08,C,"4,950",1. -,2. -,PLN,085311000851,,sdn1iwoikondo@gmail.com,http,-4.091500000000,121.936300000000,9,23,16,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"4,500",6,0,1,0,6,0,0,3,4,1,2,2,6,3,1,8,0,0,2,1,1,2,1,2,3,6,3,0,3,0,1,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Timur,Loea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40A2F7C9-30F5-E011-9198-A7A6699A1A47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401437,SD NEGERI 1 LALOWURA,40401437,Jl Padat Karya desa lalowura,LALOWURA,KEC. LOEA,KAB. KOLAKA TIMUR,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,21.02.02.04.00007,10-08-1980,188.45/257.Tahun 2016,30-08-1916,Lihat SK Operasional,2021-10-28 09,C,"10,000",1. -,2. -,PLN,,,sdnlalowura@gmail.com,,-4.084300000000,121.902500000000,10,43,46,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,7,0,2,1,6,0,0,4,6,1,3,0,4,6,1,7,2,1,1,3,2,0,3,0,0,10,3,0,4,0,2,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Timur,Loea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E01AF1C9-30F5-E011-AEBF-A9B95887DE3D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401756,SD NEGERI 1 LAMOARE,40401756,Jln.Cempaka Blok C.,TEPOSUA,KEC. LOEA,KAB. KOLAKA TIMUR,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,188.44/257,31-12-1974,188.45/257,31-12-1986,Lihat SK Operasional,2021-08-31 22,B,"4,750",1. -,2. Telkomsel Flash,PLN,085330222096,,sdn1lamoare01@gmail.com,http,-4.098700000000,121.890000000000,10,52,54,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,0,4,4,3,0,3,7,0,3,0,6,4,0,9,1,1,2,2,3,0,2,0,5,5,3,3,0,0,0,0,0,1,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Timur,Loea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0D7F7C9-30F5-E011-933E-09A2972A539D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401743,SD NEGERI 1 LOEA,40401743,Jl. Rate-rate Ladongi,LOEA,KEC. LOEA,KAB. KOLAKA TIMUR,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1955,01-08-1959,21-02-02-04-4-00002,12-12-2001,Silakan Upload SK,,B,"4,140",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnloea1@gmail.com,,-4.084995000000,121.886313000000,12,83,75,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",7,0,1,4,5,2,0,5,8,2,1,1,7,5,1,8,3,0,3,2,3,0,2,2,1,11,2,0,5,0,1,0,0,0,2,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Timur,Loea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4026E9C9-30F5-E011-83A5-8D64817E0630,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401577,SD NEGERI 1 MATAIWOI,40401577,Desa Mataiwoi,MATAIWOI,KEC. LOEA,KAB. KOLAKA TIMUR,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-07-1976,188.45/257 TAHUN 2016,30-08-2016,Lihat SK Operasional,2021-10-28 08,B,"5,150",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnmataiwoi1@gmail.com,,-4.094300000000,121.829100000000,10,25,31,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,1,3,4,0,3,7,0,3,0,5,5,1,7,2,1,0,3,4,1,0,1,2,8,3,0,3,0,0,1,0,0,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Timur,Loea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2094F1C9-30F5-E011-88AA-65FEFC195049,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401589,SD NEGERI 1 PEATOA,40401589,Jl. Poros Kendari Kolaka,PEATOA,KEC. LOEA,KAB. KOLAKA TIMUR,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,188.45/258/1986,31-12-1986,188.45/257/2016,31-12-2016,Lihat SK Operasional,2021-10-26 09,C,"4,200",1. -,2. -,PLN,,,sdn1peatoa@gmail.com,,-4.079200000000,121.916600000000,10,49,50,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,0,2,6,1,0,3,4,1,5,0,6,4,1,7,2,0,2,2,2,2,1,1,2,8,0,6,0,0,0,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Timur,Loea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/405CEAC9-30F5-E011-818B-3D5F7BA96D49,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401716,SD NEGERI 1 SIMBALAI,40401716,LORONG BENDUNGAN,SIMBALAI,KEC. LOEA,KAB. KOLAKA TIMUR,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-03-1998,188.45/257 TAHUN 2016,30-08-2016,Lihat SK Operasional,2021-10-28 08,C,"1,271",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,simbalaisdn1@gmail.com,,-4.088127500000,121.798437300000,9,69,63,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,1,4,4,0,1,6,0,0,3,8,1,0,9,0,0,1,1,3,0,1,3,2,7,0,0,6,0,0,0,1,0,1,1,1,1,1,1,,,
