prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/325B4113-DE89-4C0D-84AD-3724D3A68141,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964631,ADI WIDYA PASRAMAN SUTASOMA NABIRE,69964631,Jalan Poros Bumi Raya,BUMI RAYA,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,SWASTA,Adi W P,Kementerian Agama,Yayasan Subhatma Dharma,AJ4257,34 TAHUN 2016,29-02-2016,34 TAHUN 2016,29-02-2016,Lihat SK Operasional,2021-02-10 19,,"1,800",1. Telkomsel Flash,2. -,PLN,,,awp.sutasomanabire@gmail.com,,-3.446900000000,135.447800000000,7,47,39,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,500",7,0,2,0,1,0,5,2,7,0,0,0,0,7,0,3,4,6,0,1,0,0,0,0,2,5,7,0,0,0,2,0,0,0,,,,,,,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17FDFB8A-0D35-455D-927D-9D6DC7B7868E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70025647,Madyama Widya Pasraman Sutasoma,70025647,Jl. Poros Bumi raya,BUMI RAYA,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,SWASTA,Madyama W P,Kementerian Agama,Yayasan Subhatma Dharma,AJ4257,503/02/2022,07-02-2022,NO 47 TAHUN 2022,06-04-2022,Lihat SK Operasional,2023-02-17 13,,"1,250",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smpmwp.sutasomanabire@gmail.com,,.000000000000,.000000000000,8,9,9,2,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",2,0,0,0,3,0,3,3,7,0,1,0,0,8,0,6,2,4,2,1,1,0,0,0,5,3,0,2,0,0,0,0,0,0,,,,,,,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88C62110-949B-47D2-A680-B28D54FB4A77,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983077,MIS QUEEN AL-FALAH,69983077,JL. TRISAKTI,KALI SEMEN,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,SWASTA,MI,Kementerian Agama,,,525 TAHUN 2018,10-09-2018,525 TAHUN 2018,10-09-2018,Lihat SK Operasional,2019-11-14 12,C,0,,2.,,,,,,.000000000000,.000000000000,0,75,61,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F025A540-31F5-E011-8F8F-012A594939AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301730,SD  Negeri Inpres 02 Bumi Raya,60301730,Kampung Bumi Raya Jalur V Barat,BUMI RAYA,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,800/1661/2015,01-01-2015,800/1760/2015,01-01-2015,Lihat SK Operasional,2016-10-27 19,B,"10,000",1. -,2. Lainnya,PLN,,,,,-3.453992500000,135.449698600000,11,54,77,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,7,0,0,0,7,2,0,2,5,1,3,2,4,7,0,7,4,2,3,1,0,1,4,0,6,5,2,0,5,0,0,0,0,0,1,1,1,1,1,1,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9EB416F-EE81-41D2-B56C-8584AE58F2E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70012836,SD ISLAM MENARA ILMU,70012836,Jl. Raya nabire - wanggar,KALI SEMEN,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Menara Ilmu,AC8807,503/09/2021,19-08-2021,503/08/2021,16-08-2021,Lihat SK Operasional,2021-09-08 22,,"7,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,4,10,16,2,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",2,0,0,1,0,0,2,3,4,0,0,0,0,4,0,2,2,2,1,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0037AB40-31F5-E011-8DC3-C79E0125A141,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301729,SD Negeri Inpres 01 Bumi Raya,60301729,Kampung Bumi Raya Jalur 4 Timur,BUMI RAYA,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,800/1666/2015,01-01-2015,800/1765/2015,01-01-2015,Lihat SK Operasional,2016-10-27 19,B,"10,000",1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,sekolahkubumiraya01@gmail.com,,-3.452295000000,135.451653300000,15,162,146,11,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",11,0,0,2,4,6,0,5,11,2,1,1,4,11,2,10,3,2,10,1,0,1,1,0,4,11,1,10,0,0,0,0,0,0,2,2,1,2,2,2,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F057AA40-31F5-E011-94A4-F52A40642AC9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302754,SD NEGERI INPRES 01 KALISEMEN,60302754,Desa Kalisemen,KALI SEMEN,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,800/1664/2015,01-01-2015,800/1763/2015,01-01-2015,Lihat SK Operasional,2016-10-27 19,C,"15,000",1. -,2. Lainnya (Satelit),PLN,,,sdni01kalisemen@gmail.com,,-3.437275000000,135.443773300000,12,79,66,7,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,8,0,1,0,5,5,0,2,8,3,1,0,7,5,2,8,2,3,3,0,3,0,1,2,4,8,0,2,6,0,0,0,1,0,2,1,1,1,1,1,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/100AA540-31F5-E011-AF2C-D5EC6675F4A8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302755,SD Negeri Inpres 02 Kalisemen,60302755,Jalan Palapa Kampung Kalisemen,KALI SEMEN,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,800/1668/2015,01-01-2015,800/1767/2015,01-01-2015,Lihat SK Operasional,2016-10-27 19,A,"10,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdn02kalisemen@gmail.com,,-3.435505000000,135.446816700000,15,166,145,11,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",10,0,1,4,8,5,0,2,9,2,3,1,10,5,0,14,1,2,2,3,2,3,1,2,5,10,6,0,4,7,1,0,0,0,2,2,2,1,2,2,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D00DAB40-31F5-E011-B549-0FA9D409CEF0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302756,SD Negeri Inpres Kaliwadio,60302756,Jln Poros Nabire Dogiyai Km. 07.Gerbang Sadu,GERBANG SADU,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,800/1662/2015,01-01-2015,800/1761/2015,01-01-2015,Lihat SK Operasional,2016-10-27 19,B,"5,000",1. Telkomsel Flash,2. Lainnya,PLN,,,sdninpkaliwadio01@gmail.com,,-3.410334400000,135.492483800000,11,93,89,8,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,7,0,1,0,6,3,0,2,7,0,2,2,6,5,1,8,2,3,1,2,1,2,2,0,3,8,0,7,0,0,0,1,0,0,2,1,1,1,2,1,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2033AD40-31F5-E011-966C-13CCE4573E94,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302773,SD Negeri Inpres Wadio,60302773,"Jalan Rajawali, RT/RW",WADIO,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,800/1663/2015,01-01-2015,800/1762/2015,01-01-2015,Silakan Upload SK (link file tidak valid) => [482071-252882--],2021-08-02 17,A,"10,000",1. -,2. Lainnya,PLN,,,sdnwadio2014@gmail.com,,-3.427152100000,135.468652900000,18,166,139,12,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"5,000",13,0,1,9,10,5,0,3,9,2,6,1,12,6,0,17,1,3,4,4,0,0,6,1,5,13,13,0,0,0,1,0,0,0,2,2,2,2,2,2,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D040A540-31F5-E011-A985-F3D70B2A2570,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301768,SD Negeri Inpres Waroki,60301768,Desa Waroki Rt 01,WAROKI,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,800/1706/2015,01-01-2015,800/1807/2015,01-01-2015,Lihat SK Operasional,2016-10-29 12,C,"22,500",1. -,2. -,PLN,,,andilindairianirumabar@gmail.com,,-3.367458300000,135.419073300000,9,99,61,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,200",6,0,0,0,4,2,0,3,6,1,2,0,2,7,0,6,3,2,2,1,1,0,2,1,3,6,0,0,6,0,0,0,0,1,1,1,1,1,1,1,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70C1AB40-31F5-E011-9ECB-4FC85EFC339A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304124,SD Negeri Wadio Tengah,60304124,Jl. Jayanti Atas,WADIO,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/764/2009,10-11-2009,420/764/2009,10-11-2009,Silakan Upload SK,,,"5,000",,2.,,0,0,SDNWadioTengah@yahoo.com,,-3.411650000000,135.474931700000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00B3AB40-31F5-E011-9A4A-CF94AAE00965,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301772,SD Negeri Yanarif Waroki,60301772,Jl. Jdf. Kamp Waroki Kiri,WAROKI,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,800/1667/2015,01-01-2015,800/1766/2015,01-01-2015,Lihat SK Operasional,2016-10-27 19,C,"27,150",1.,2.,PLN,,,,,-3.392258700000,135.431225800000,7,47,49,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",5,0,1,0,0,0,0,7,7,0,0,0,0,7,0,3,4,3,1,2,0,0,1,0,1,6,0,2,3,1,0,1,0,0,1,1,1,1,1,1,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B059F974-9DFE-E111-8D0F-81A14D46B708,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69774768,SDN Wako Wadio Bawah,69774768,Wadio Bawah,WADIO,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,800/1665/2015,01-01-2015,800/1764/2015,01-01-2015,Lihat SK Operasional,2016-10-27 19,C,"10,000",1.,2.,PLN,,,,,-3.398800000000,135.462400000000,11,79,62,7,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",0,0,0,0,1,5,0,5,11,0,0,0,2,9,0,8,3,4,2,2,1,2,0,0,3,8,0,0,0,6,0,0,0,0,2,1,1,1,1,1,,,
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0FBCA87-E587-4304-96D4-124E332565BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69786245,SMP Menara Ilmu,69786245,Jl. Kamp. Baru Kamp. Kali Semen,WADIO,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Menara Ilmu,AC8807,002/VIII/SMP/YPMI/2012,01-08-2012,425/2037/2013,08-08-2012,Lihat SK Operasional,2021-08-18 09,B,"7,500",1.,2.,PLN,,,,,-3.421100000000,135.461100000000,10,51,31,4,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"4,500",3,0,0,2,5,1,2,2,6,0,3,1,3,7,0,9,1,3,2,1,3,0,1,0,4,6,0,3,0,0,0,0,0,0,,,,,,,1,2,1
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60BF7541-31F5-E011-A544-D141F704D868,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60303811,SMP Negeri 1 Nabire Barat,60303811,Jl. Poros Desa Waroki,WAROKI,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-08-2008,,01-01-1900,Silakan Upload SK (link file tidak valid) => [387318-120497--],2020-10-07 13,B,"1,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,0,smpsatunabar@gmail.com,,-3.367381700000,135.419495000000,11,52,41,4,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",5,1,1,0,6,2,0,3,9,0,1,1,2,9,0,9,2,3,3,2,2,0,0,1,4,7,1,4,0,0,0,1,0,0,,,,,,,2,1,1
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/405F4841-31F5-E011-BFF2-BDFFBFBB7FDA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301878,SMP Negeri 2 Wanggar,60301878,Jl. Diponegoro,KALI SEMEN,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1557/O/1984,20-11-1984,1557/O/1984,20-11-1984,Silakan Upload SK,,A,"18,915",1. Telkomsel Flash,2. Lainnya (Satelit),PLN,0,,smpn002wanggar@gmail.com,,-3.437000000000,135.446015000000,38,280,214,17,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"11,000",17,1,1,2,18,10,0,10,23,0,8,7,13,25,1,28,9,10,9,6,2,1,7,3,13,25,8,9,0,0,0,1,0,0,,,,,,,6,5,6
Papua Tengah,Kab. Nabire,Nabire Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/327FFFD0-6798-4EEC-90B6-770020E18DC0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69774771,SMPN 3 Nabire Barat,69774771,Jl. Bintang Kalimerah,KALI SEMEN,KEC. NABIRE BARAT,KAB. NABIRE,PROV. PAPUA TENGAH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/772/2013,13-05-2013,800/1194/2013,13-05-2013,Lihat SK Operasional,2018-10-02 20,B,"10,000",1. -,2. -,PLN,,,Yusupsampepaembonan@gmail.com,,-3.402958300000,135.461681700000,12,59,33,4,SMP 2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,2,2,6,6,0,0,10,0,2,0,3,9,0,11,1,2,4,2,0,2,2,0,6,6,0,3,0,0,2,0,0,0,,,,,,,1,2,1
