prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Utara,Kab. Tapanuli Selatan,Arse,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90E8C0D8-2EF5-E011-B88E-FF6CC45909F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10206843,SDN No. 100401 PINAGAR,10206843,PINAGAR,PINAGAR,KEC. ARSE,KAB. TAPANULI SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/04/1982,01-01-1910,420/1540/2016,27-05-2016,Lihat SK Operasional,2017-10-16 08,B,"2,000",1. -,2. -,PLN,,,sdn100401bbx@gmail.com,,1.798000000000,99.339500000000,5,19,21,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,6,0,1,0,3,0,0,2,2,0,2,1,4,1,0,5,0,0,1,1,0,2,0,1,0,5,1,1,1,1,1,1,3,3,0,0,1,0,0,0,,,
Sumatera Utara,Kab. Tapanuli Selatan,Arse,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A037C1D8-2EF5-E011-A4B9-DB84DF16F995,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10206842,SDN No. 100402 TANOPONGGOL,10206842,Tano Ponggol,DALIHAN NATOLU,KEC. ARSE,KAB. TAPANULI SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,422/50/1952,01-01-1952,420/1541/2016,27-05-2016,Lihat SK Operasional,2016-11-23 08,C,825,1. -,2. Telkomsel Flash,Tidak Ada,,,sdn100402tanoponggol@gmail.com,,1.701400000000,99.289000000000,5,9,7,5,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,0,0,1,0,0,4,4,1,0,0,0,5,0,2,3,2,1,0,1,0,0,1,3,2,1,1,0,1,1,1,0,3,3,0,0,0,0,0,,,
Sumatera Utara,Kab. Tapanuli Selatan,Arse,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A044C1D8-2EF5-E011-BD92-73541940F2AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10206841,SDN No. 100403 ARSE,10206841,Jonggol Julu,ARSE NAULI,KEC. ARSE,KAB. TAPANULI SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/57/1952,05-01-1952,420/1542/2016,27-05-2016,Lihat SK Operasional,2016-11-22 13,B,"5,850",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn100403arse21@gmail.com,,1.718000000000,99.294300000000,11,96,71,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,8,0,0,2,7,0,0,4,4,1,5,1,7,4,2,8,1,2,1,2,0,1,1,4,1,10,1,1,2,1,1,1,0,7,1,0,0,0,0,0,,,
Sumatera Utara,Kab. Tapanuli Selatan,Arse,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8056F3DC-2EF5-E011-A38B-DD089AF216ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207212,SDN No. 100404 AEK HAMINJON,10207212,AEK HAMINJON,AEK HAMINJON,KEC. ARSE,KAB. TAPANULI SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/03/1982,02-01-1982,420/1543/2016,27-05-2016,Lihat SK Operasional,2016-11-22 13,B,"1,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn.no.10040.hnp@gmai.com,,1.723700000000,99.318700000000,7,60,54,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,0,0,5,0,0,2,3,0,4,0,5,2,0,6,1,1,1,0,1,0,2,2,0,7,1,1,1,1,1,1,0,6,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Tapanuli Selatan,Arse,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/206CC1D8-2EF5-E011-B372-F92077AA7B2B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207211,SDN No. 100405 NANGGAR JATI HUTAPADANG,10207211,NANGGAR JATI HUTA PADANG,NANGGAR JATI HUTA PADANG,KEC. ARSE,KAB. TAPANULI SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/06/1954,15-03-1954,420/1544/2016,27-05-2016,Lihat SK Operasional,2016-11-28 20,C,"1,625",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,mastulen.pospos@gmail.com,,1.716600000000,99.321400000000,9,34,33,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,0,4,0,0,5,7,0,1,1,4,5,1,4,4,2,2,3,0,1,0,1,2,7,1,1,1,1,1,1,0,6,0,0,0,1,0,0,,,
Sumatera Utara,Kab. Tapanuli Selatan,Arse,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4079C1D8-2EF5-E011-BA2F-C1300C7DCDE9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10206852,SDN No. 100406 NATAMBANG RONCITAN,10206852,NATAMBANG RONCITAN,NATAMBANG RONCITAN,KEC. ARSE,KAB. TAPANULI SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/08/1950,03-01-1950,420/1545/2016,27-05-2016,Lihat SK Operasional,2016-11-24 12,B,"2,340",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn.100406rcti@gmail.com,,1.804300000000,99.397700000000,9,44,52,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,0,4,2,0,3,5,0,4,0,5,4,1,7,1,0,1,4,0,2,1,1,1,8,1,1,1,1,1,1,0,6,0,0,1,0,0,0,,,
Sumatera Utara,Kab. Tapanuli Selatan,Arse,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1086C1D8-2EF5-E011-8135-B1EF08046F28,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10206853,SDN No. 100407 LANCAT,10206853,Lancat,LANCAT,KEC. ARSE,KAB. TAPANULI SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,17-01-1952,01-01-1910,420/1546/2016,01-01-1910,Lihat SK Operasional,2016-11-14 08,B,"4,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn100407lancatt@gmail.com,,1.726700000000,99.317600000000,9,34,28,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,450,6,0,2,0,3,2,0,4,6,0,1,2,4,5,0,5,4,3,1,2,0,0,0,3,2,7,1,1,1,1,1,1,0,6,0,0,1,1,0,0,,,
Sumatera Utara,Kab. Tapanuli Selatan,Arse,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E092C1D8-2EF5-E011-B9F5-5DF7BFB7BCFD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10206854,SDN No. 100408 SIPOGU,10206854,Sipogu,SIPOGU,KEC. ARSE,KAB. TAPANULI SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/16/I/1954,02-01-1954,420/1547/2016,27-05-2016,Lihat SK Operasional,2016-11-24 09,B,962,1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdn.sipogu@yahoo.com,,1.842100000000,99.362400000000,6,27,27,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,6,0,1,1,5,0,0,1,1,0,4,1,7,-1,0,6,0,0,1,0,3,0,0,2,0,6,1,1,1,1,1,1,0,5,1,0,1,0,0,0,,,
Sumatera Utara,Kab. Tapanuli Selatan,Arse,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0D4C1D8-2EF5-E011-8AD4-85F067729CFF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10206865,SDN No. 100409 HUTAPADANG,10206865,Hutapadang,NANGGAR JATI HUTA PADANG,KEC. ARSE,KAB. TAPANULI SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/02/1975,03-02-1975,420/1548/2016,27-05-2016,Lihat SK Operasional,2016-11-23 23,B,"2,749",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,0,sdn100409hutapadang@gmail.com,,1.695100000000,99.325400000000,9,39,50,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,0,0,3,1,0,5,6,0,2,1,5,4,0,8,1,4,0,3,0,0,1,1,1,8,1,1,1,1,1,1,0,3,3,0,0,0,0,0,,,
Sumatera Utara,Kab. Tapanuli Selatan,Arse,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7049F3DC-2EF5-E011-9616-4BC2691F7ADB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10206864,SDN No. 100410 ARSE,10206864,Arse,ARSE NAULI,KEC. ARSE,KAB. TAPANULI SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,3574/664/2009,27-04-2009,420/1549/2016,27-05-2016,Lihat SK Operasional,2017-10-11 14,C,"2,400",1. XL (GSM),2. Telkomsel Flash,PLN,,,sdn100410arse@gmail.com,,1.746000000000,99.317400000000,10,29,36,6,SD 2013,Pagi/6 hari,,2022/2023-2,XL (GSM),900,6,0,1,0,6,1,0,3,4,0,4,2,6,4,2,7,1,0,0,3,2,0,2,3,1,9,1,1,1,1,1,1,0,6,0,0,1,0,0,0,,,
