prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Barat,Kab. Bandung Barat,Cihampelas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/913CF92D-399F-41BC-9742-371F53A588AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709470,MIS AL-JANAH,60709470,Jl. Pembangunan RT 01/06,CIHAMPELAS,KEC. CIHAMPELAS,KAB. BANDUNG BARAT,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,01-01-1900,,01-01-1900,Silakan Upload SK (link file tidak valid) => [451535-522318--],2021-06-03 06,B,0,,2.,,,,,,-7.021100000000,107.469500000000,0,133,110,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bandung Barat,Cihampelas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5A5B87EA-2CAD-4F4E-B491-C2901315EEE2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709454,MIS CIHURANG,60709454,Kp. Cihurang RT 01/04,SINGAJAYA,KEC. CIHAMPELAS,KAB. BANDUNG BARAT,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,32-17/MI/015/210,26-04-2010,1/10/15/28/127/ NO.037/U/1975,02-02-1981,Lihat SK Operasional,2021-05-29 12,B,0,,2.,,,,,,-6.951600000000,107.479700000000,0,58,54,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bandung Barat,Cihampelas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F30F778-50DC-4E82-9A79-CB619DE4F54F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709455,MIS CILAMBUUH,60709455,Kp. Cilambuuh RT 05/11,MEKARMUKTI,KEC. CIHAMPELAS,KAB. BANDUNG BARAT,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.928500000000,107.480500000000,0,43,25,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bandung Barat,Cihampelas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF12DDB4-D147-4129-8823-4DE5DAD0B683,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709457,MIS CISALAK II,60709457,Kp. Cibunar,CITAPEN,KEC. CIHAMPELAS,KAB. BANDUNG BARAT,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.958700000000,107.492500000000,0,66,70,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bandung Barat,Cihampelas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD36E638-ED08-4DFB-8D22-1370045720EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709458,MIS CISALAK III,60709458,Kp. Cisalak rt/rw 02/02 Desa Tanjung Wangi,CITAPEN,KEC. CIHAMPELAS,KAB. BANDUNG BARAT,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.950000000000,107.486800000000,0,79,67,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bandung Barat,Cihampelas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F29F77E7-9BD1-4318-9924-80C46B3C6B14,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819529,MIS Daarul Hikmah Al-Qorni,69819529,Kp. Buni sari no 2 Rt 02 Rw 10 Ds. Pataruman,CIHAMPELAS,KEC. CIHAMPELAS,KAB. BANDUNG BARAT,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,Lainnya,,32/117/MI/193/2013,02-09-2013,32/117/MI/193/2013,02-09-2013,Lihat SK Operasional,2021-03-23 15,B,0,,2.,,,,,,-7.009969000000,107.477616000000,0,95,85,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bandung Barat,Cihampelas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/570231E7-108F-4AB7-B919-94AC39BE26C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709459,MIS MUSLIMIN AWILARANGAN,60709459,Kp. Awilarangan RT 03/08,MEKARMUKTI,KEC. CIHAMPELAS,KAB. BANDUNG BARAT,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.933100000000,107.474300000000,0,64,65,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bandung Barat,Cihampelas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2CC3338-680E-49ED-8DD7-460565149B0F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709460,MIS MUSLIMIN BUNDER,60709460,Kp. Nagrak Desa Tanjungjaya,PATARUMAN,KEC. CIHAMPELAS,KAB. BANDUNG BARAT,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.924400000000,107.420100000000,0,44,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bandung Barat,Cihampelas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EE282C04-C48A-4A01-97DA-1FB8A4212128,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709456,MIS MUSLIMIN CISALAK I,60709456,Kp. Cisalak Rt.01/Rw.03,KEC. CIHAMPELAS,KAB. BANDUNG BARAT,PROV. JAWA BARAT,INDONESIA,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-7.040331000000,107.476760000000,0,113,85,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Bandung Barat,Cihampelas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7C6BFFAD-DBD3-437F-8DF7-4296DFDEE1DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60709461,MIS MUSLIMIN CITAPEN,60709461,Kp. Sukalilah Rt.04/Rw.07,CITAPEN,KEC. CIHAMPELAS,KAB. BANDUNG BARAT,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.936900000000,107.484900000000,0,133,141,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
