prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Sumatera Utara,Kab. Nias Barat,Lahomi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9595CF6-825D-491F-A86F-F4B2570587AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69991670,SMP NEGERI 4 LAHOMI,69991670,Hiliadulo,HILIADULO,KEC. LAHOMI,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421-183 Tahun 2019,22-07-2019,421.3/1823-KP/Disdik/2019,22-07-2019,Lihat SK Operasional,2019-10-22 14,,"3,162",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,performanceperdana@gmail.com,,.999300000000,97.512300000000,17,24,25,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,0,0,0,0,1,1,0,15,16,1,0,0,1,16,0,10,7,7,4,5,1,0,0,0,6,11,1,1,1,0,0,0,3,0,0,0,0,,,,,,
Sumatera Utara,Kab. Nias Barat,Lahomi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/502C9BEA-44FE-E111-AE70-810DCAE68CBC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258931,UPTD SD NEGERI NO. 071174 LASARA,10258931,Tiga Serangkai,TIGA SERANGKAI,KEC. LAHOMI,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,421/01/LSR/1910,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-03-26 00,B,"3,965",1. -,2. Telkomsel Flash,PLN,,,sdnlasara@yahoo.com,,.982929000000,97.479916000000,19,40,56,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,7,0,1,1,6,3,0,10,13,1,3,2,4,15,1,11,7,6,4,2,3,2,1,1,6,13,,,,7,0,0,0,1,0,0,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Lahomi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D04FFFD8-2EF5-E011-9146-4938B962A10B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258932,UPTD SD NEGERI NO. 071175 ONOWAEMBO,10258932,Onowaembo,ONOWAEMBO,KEC. LAHOMI,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.3/104-KP/1954,10-03-1954,-421.3/676-KP/DISDIK/2016,09-03-2018,Lihat SK Operasional,2022-03-24 05,B,"1,941",1. Telkomsel Flash,2. -,PLN,,,sdonowaembo@yahoo.com,http,.987501000000,97.492532000000,13,32,40,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,8,0,1,0,4,3,0,6,9,0,3,1,6,7,3,8,2,0,2,2,3,2,3,1,4,9,,,,7,1,0,0,0,1,0,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Lahomi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00F3FBDC-2EF5-E011-B5EE-B3434C3DE3AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258933,UPTD SD NEGERI NO. 071176 SITOLUBANUA,10258933,Sitolubanua,SITOLUBANUA,KEC. LAHOMI,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/01/STLB/1956,06-01-1956,,01-01-1910,Lihat SK Operasional,2022-03-24 05,B,"6,163",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnegerisitolubanua@yahoo.com,,.977441000000,97.512166000000,21,37,44,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,4,0,0,0,4,4,0,13,17,0,4,0,8,13,1,17,3,6,5,6,2,0,1,1,8,13,,,,0,0,4,3,0,0,0,1,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Lahomi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E05CFFD8-2EF5-E011-94F7-6B3DA622E8ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258935,UPTD SD NEGERI NO. 071177 ONOLIMBU,10258935,ONOLIMBU,ONOLIMBU,KEC. LAHOMI,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/01/ON/1963,10-01-1963,,01-01-1910,Lihat SK Operasional,2022-03-24 05,B,"7,000",1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,sdnonolimbu@yahoo.com,http,.993223000000,97.497584000000,10,115,93,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",13,0,1,1,3,1,0,6,7,0,3,0,1,9,0,7,3,3,2,1,0,2,2,0,3,7,,,,0,11,2,0,0,1,0,0,2,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Lahomi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D069FFD8-2EF5-E011-8CC3-6FB319C7E157,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207751,UPTD SD NEGERI NO. 071178 LOLOWAU,10207751,Lolowau,LOLOWAU,KEC. LAHOMI,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/01/LLW/1910,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-03-24 05,B,"11,250",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn071178lolowau@gmail.com,,1.000499000000,97.512264000000,18,34,30,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,6,0,1,1,4,2,0,12,14,1,3,0,2,16,1,12,5,6,3,3,3,2,1,0,6,12,,,,0,6,0,0,0,1,0,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Lahomi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2077FFD8-2EF5-E011-93E6-DFDDF2F8B605,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207749,UPTD SD NEGERI NO. 071180 IRAONOGAILA,10207749,Iraonogaila,IRAONOGAILA,KEC. LAHOMI,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1951,10-06-1951,421.3/681-KP/DISDIK/2018,09-03-2018,Lihat SK Operasional,2022-03-24 05,B,"5,460",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn.iraonogaila@yahoo.com,http,.975600000000,97.497200000000,17,47,45,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,11,0,1,2,6,3,0,8,12,0,4,1,8,9,1,13,3,2,3,6,2,0,4,0,3,14,,,,11,0,0,0,1,0,0,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Lahomi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1084FFD8-2EF5-E011-927E-E52D464DF10C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207817,UPTD SD NEGERI NO. 075091 BAWOZAMAIWO,10207817,Bawozamaiwo,BAWAZAMAIWO,KEC. LAHOMI,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/01/BWZ/1910,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-03-24 05,B,"1,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,perdahia@gmail.com,,.974288000000,97.511541000000,16,73,76,8,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,2,6,2,0,8,10,4,2,0,4,12,1,11,4,4,1,5,2,2,1,1,4,12,,,,0,6,0,0,0,1,0,0,1,1,1,2,2,1
Sumatera Utara,Kab. Nias Barat,Lahomi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0EF01D9-2EF5-E011-8913-976BF497805F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207766,UPTD SD NEGERI NO. 077308 DASOGE E,10207766,Dasogee,ONOWAEMBO,KEC. LAHOMI,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/01/DSG/1910,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-03-24 05,B,"3,600",1. Telkomsel Flash,2. Telkomsel Flash,Diesel,,,sdn077308dasogee72@gmail.com,,1.002430000000,97.480775000000,25,29,24,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,7,0,1,0,8,2,0,15,19,2,4,0,4,21,2,17,6,4,8,6,3,4,0,0,9,16,,,,0,4,3,0,0,1,0,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Lahomi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0BA600D-45FE-E111-A7F4-791E39A05655,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207790,UPTD SD NEGERI NO. 078434 SISOBAOHO,10207790,Sisobaoho,SISOBAOHO,KEC. LAHOMI,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/01/SBH/2001,15-10-2001,421.3/1572KP/DISDIK/2018,30-04-2018,Lihat SK Operasional,2022-07-22 06,B,"2,025",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn078434sisobaoho@gmail.com,http,.967063000000,97.519000000000,13,45,50,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,6,0,1,1,5,0,0,8,8,0,5,0,5,8,0,9,4,2,3,4,1,2,0,1,4,9,,,,0,6,0,0,0,1,0,0,1,1,1,1,1,1
