prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Sumatera Utara,Kab. Nias Barat,Mandrehe Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D440E230-0C21-4ECD-B6AA-71140DDF771F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69981360,SMP Negeri 4 Mandrehe Barat,69981360,Ononamolo III,ONONAMOLO III,KEC. MANDREHE BARAT,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421-363 Tahun 2018,31-08-2018,421.3/2023-KP/Disdik/2018,03-09-2018,Lihat SK Operasional,2018-10-17 14,C,"6,000",1. -,2. Telkomsel Flash,PLN,,,smpn4mabar@gmail.com,,1.004787000000,97.429906000000,16,26,36,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,1,1,0,3,6,0,7,14,0,2,0,4,12,0,13,3,6,6,2,2,0,0,0,8,8,1,1,1,0,3,0,0,1,0,0,0,,,,,,
Sumatera Utara,Kab. Nias Barat,Mandrehe Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/203E00D9-2EF5-E011-8443-CF4228EB5C47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258480,UPTD SD NEGERI NO. 071088 MAZINGO,10258480,Mazingo,MAZINGO,KEC. MANDREHE BARAT,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-03-24 07,B,"2,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdn88mazingo@yahoo.com,,1.024500000000,97.445800000000,17,53,32,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,0,0,8,0,0,9,9,3,4,1,5,12,0,11,6,3,3,4,3,0,3,1,10,7,,,,3,0,0,4,0,0,0,1,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Mandrehe Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/004B00D9-2EF5-E011-9FCB-A3A6941801EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258482,UPTD SD NEGERI NO. 071090 SISOBAOHO,10258482,Sisobaoho,SISOBAOHO,KEC. MANDREHE BARAT,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-03-24 07,B,"4,995",1. Telkomsel Flash,2. Telkomsel Flash,Diesel,,,uptdsdn071090sisobaoho@gmail.com,,.991023000000,97.445574000000,9,37,28,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"5,000",6,0,1,1,1,3,0,5,8,0,1,0,4,5,0,8,1,0,1,3,4,1,0,0,6,3,,,,0,1,5,0,0,0,1,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Mandrehe Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10919800-C4FD-E111-978D-9F128F76BDF9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258509,UPTD SD NEGERI NO. 075059 LASARABAGAWU,10258509,LASARABAGAWU,LASARABAGAWU,KEC. MANDREHE BARAT,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-03-24 07,C,"12,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnlasarabagawu@gmail.com,,1.000400000000,97.419300000000,26,120,114,12,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",3,0,0,0,6,7,0,13,21,1,4,0,10,16,1,19,6,6,7,6,5,0,1,1,11,15,,,,0,1,2,11,0,0,0,1,2,2,1,2,2,3
Sumatera Utara,Kab. Nias Barat,Mandrehe Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0DBF7D8-2EF5-E011-B5F3-B9CACA8AF3D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258615,UPTD SD NEGERI NO. 076095 HILIDAURA,10258615,Hilidaura,HILIDAURA,KEC. MANDREHE BARAT,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-03-24 07,B,"8,220",1. Lainnya (Wavelan),2. Telkomsel Flash,PLN,,,sdnhilidaura0766095@gmail.com,,1.029100000000,97.426000000000,17,93,84,10,SD 2013,Siang/6 hari,,2022/2023-2,Lainnya (Wavelan),0,11,0,1,0,4,4,0,9,13,2,2,0,9,8,2,12,3,5,2,6,1,1,2,0,7,10,,,,11,0,0,3,1,0,0,0,1,2,1,2,2,2
Sumatera Utara,Kab. Nias Barat,Mandrehe Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E08500D9-2EF5-E011-8A9E-571FC1CC5E63,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258653,UPTD SD NEGERI NO. 076714 HILIWAITO,10258653,Hiliwaito,ONOLIMBU RAYA,KEC. MANDREHE BARAT,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-03-24 07,B,"2,043",1. -,2. -,PLN,,,hiliwaito85@gmail.com,,.984040000000,97.413547000000,27,72,58,9,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,899,3,0,0,2,9,1,0,17,18,2,7,0,7,20,3,18,6,6,5,8,5,1,2,0,11,16,,,,1,2,0,10,0,0,0,1,1,1,1,2,2,2
Sumatera Utara,Kab. Nias Barat,Mandrehe Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/609400D9-2EF5-E011-A9A3-ABEFF8BE45C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258685,UPTD SD NEGERI NO. 076716 LOLOHIA,10258685,Lolohia,LOLOHIA,KEC. MANDREHE BARAT,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.2/127 SK/1982,20-04-1982,,20-04-1982,Lihat SK Operasional,2022-03-24 07,B,"2,990",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn16lolohia82@gmail.com,,1.033200000000,97.444400000000,16,57,57,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,7,0,1,1,6,2,0,8,11,2,3,0,6,10,0,13,3,2,1,5,5,0,3,0,5,11,,,,0,3,4,2,0,0,1,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Mandrehe Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0A100D9-2EF5-E011-974C-B1B43FA502B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258741,UPTD SD NEGERI NO. 078449 TUMORIFAGA,10258741,Tumorifaga,LASARAFAGA,KEC. MANDREHE BARAT,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,27-07-2007,,01-01-1910,Lihat SK Operasional,2022-03-24 07,C,"5,000",1. Telkomsel Flash,2. Telkomsel Flash,Diesel,,,sdn078449@yahoo.com,,1.032000000000,97.400800000000,19,18,11,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,499",0,0,1,0,2,2,0,15,18,1,0,0,4,15,1,11,7,6,5,2,4,1,1,0,14,5,,,,0,0,0,6,0,0,1,1,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Mandrehe Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40AF00D9-2EF5-E011-A32F-8513025AE3B4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258740,UPTD SD NEGERI NO. 078450 ORAHILIBADALU,10258740,Orahili Badalu,ORAHILIBADALU,KEC. MANDREHE BARAT,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/3425-PRP/2007,08-06-2007,420/3425-PRP/2007,08-06-2007,Lihat SK Operasional,2022-03-24 07,B,"3,480",1. -,2. Telkomsel Flash,PLN,,,orahilibadalusd@gmail.com,,1.043900000000,97.434900000000,15,0,0,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,2,3,0,0,12,12,1,2,0,6,9,0,10,5,4,4,3,1,2,0,1,6,9,,,,0,6,0,0,0,0,1,0,1,1,1,1,1,1
Sumatera Utara,Kab. Nias Barat,Mandrehe Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0BC9800-C4FD-E111-B762-FBBDAF19D773,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10260639,UPTD SD NEGERI NO. 078491 ONOLIMBU RAYA,10260639,ONOLIMBU RAYA,ONOLIMBU RAYA,KEC. MANDREHE BARAT,KAB. NIAS BARAT,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,SURAT SERTIFIKAT,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-03-24 07,C,"6,000",1. -,2. Telkomsel Flash,Tidak Ada,,,tinaduha26@gmail.com,,.986100000000,97.434300000000,21,16,22,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,2,0,1,0,4,3,0,14,18,1,2,0,5,16,1,15,5,5,8,5,2,0,1,0,10,11,,,,0,2,0,4,0,1,0,0,1,1,1,1,1,1
