prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Banten,Kota Tangerang Selatan,Pamulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54D93E8C-D0A2-4A8B-9560-76F7979CE3B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69827719,MI MUSLIM ASIA AFRIKA,69827719,Jl.srikandi Rt02/04 no.55 pondok benda,PONDOK BENDA,KEC. PAMULANG,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,Lainnya,,873/53/1990,27-02-1990,MI.04/PP.004/1127/1991,09-10-1991,Lihat SK Operasional,2017-04-10 10,B,0,,2.,,,,,,-6.347200000000,106.722400000000,0,82,108,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pamulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/678C362A-E0CD-41D1-8513-8D45EB5876FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69827717,MI SA`ADATUL MAHABBAH,69827717,Jl. Kemiri IX No. 24 Rt.04/04,PONDOK CABE UDIK,KEC. PAMULANG,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,Lainnya,,1/10/04/XVI/268,14-02-1981,Mi.04/PP.007/116/1998,01-06-1998,Lihat SK Operasional,2021-08-25 22,A,0,,2.,,,,,,-6.359100000000,106.750700000000,0,194,177,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pamulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B587EB2-C1A1-42F9-B5B8-CFE5F1BA18F9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69995342,MI UMMUL QURA,69995342,Jl. Raya Pondok Cabe,PONDOK CABE ILIR,KEC. PAMULANG,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,Lainnya,,AHU-08191.50.10.2014,28-10-2014,204 A Tahun 2018,04-04-2018,Lihat SK Operasional,2021-06-02 12,B,0,,2.,,,,,,-6.327800000000,106.767000000000,0,92,103,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pamulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64A74DC9-BD7B-444A-BA55-F1A7816B07EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881959,MIS Al - I tishaam,69881959,Jln.Cabe IV RT/RW 002/03,PONDOK CABE ILIR,KEC. PAMULANG,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,Lainnya,,AHU-0003224.AH.01.04.TAHUN 2015,04-03-2015,kd.28.08/4/pp.03.2/731/2013,11-11-2013,Lihat SK Operasional,2015-09-30 00,B,0,,2.,,,,,,-6.332800000000,106.768300000000,0,135,125,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pamulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A1C46FD-840C-4938-AB52-61BD64A134FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721472,MIS AL IHSAN PAMULANG,60721472,JL.BAMBU APUS RAYA KOMPLEK DEPAG.BAMBU APUS,BAMBU APUS,KEC. PAMULANG,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,,,264/P/J.4/II/C,02-05-1974,W.aa/I/PP.03/594/2002,03-10-2002,Lihat SK Operasional,2017-04-12 14,A,"1,850",,2.,,,,,,-6.324600000000,106.734000000000,0,162,179,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pamulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DBFDBFEA-914E-4D17-AE78-39ACEDCBE7CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721467,MIS AL MURSYIDIYYAH,60721467,"JL. RAYA SILIWANGI GG. ANGGREK, RT 03/18 NO.47 PONDOK BENDA",PONDOK BENDA,KEC. PAMULANG,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,,,Nomor,01-06-1989,Nomor,12-09-1991,Lihat SK Operasional,2015-09-29 10,A,0,,2.,,,,,,-6.340400000000,106.715800000000,0,277,280,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pamulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B30A34D0-5B30-4B28-8A25-11B0D4AA8DD6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721475,MIS AL WARDAH,60721475,JL. BATAS CABE VI NO.38,PONDOK CABE ILIR,KEC. PAMULANG,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,,,Mi04/PP004/117/1998,01-06-1998,Mi04/PP004/117/1998,01-06-1998,Lihat SK Operasional,2015-10-03 05,A,0,,2.,,,,,,-6.306917000000,106.738394000000,0,87,83,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pamulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2F0EFFB-5488-4A70-82D8-37C7673074A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721474,MIS AS SALAAMAH,60721474,JL. BENDA BARAT 13 PAMULANG,PONDOK BENDA,KEC. PAMULANG,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,,,Wi/HK.008/128/1997,19-05-1997,MI-04/PP.005/292/1997,24-04-1997,Lihat SK Operasional,2017-04-06 13,A,"1,450",,2.,,,,,,-6.326511600000,106.705734800000,0,137,135,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pamulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7ABC1FBF-21D9-47E2-8460-E19E78B07C0E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69888503,MIS Assa adatuddarain I,69888503,Jl. SURYA KENCANA  RT.02 RW.05 PAMULANG,PAMULANG BARAT,KEC. PAMULANG,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,Lainnya,,Mi.04/PP.004/116/1998,28-04-1972,Mi.04/PP.004/116/1998,01-06-1998,Lihat SK Operasional,2015-10-06 11,A,0,,2.,,,,,,-6.348947000000,106.735069000000,0,319,335,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pamulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/67353C18-2018-4517-8E02-84A3D4960500,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721469,MIS ASSAADATUD DAWAM,60721469,JL.TALAS 3,PONDOK CABE ILIR,KEC. PAMULANG,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,,,W.I.PP004.1.0792,17-11-1990,W.iHK.008.945,20-11-1990,Lihat SK Operasional,2015-10-11 20,B,750,,2.,,,,,,-6.335453000000,106.760775000000,0,162,146,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
